Source Name	Characteristics[Organism]	Term Source REF	Term Source Accession	Characteristics[Cell Line]	Term Source REF	Term Source Accession	Characteristics[Cell Cycle Phase]	Protocol REF	Protocol REF	Assay Name	Factor Value [Targeted Protein]	Comment [Gene Identifier]	Comment [Gene Symbol]	Comment [Gene Symbol Synonyms]	Channels	Dataset Name	Image File Path	Image Name	Protocol REF	Processed Data File
NEDD1141_NEDD1ab_I_022	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_022	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_022_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_023	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_023	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_023_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_024	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_025	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_025	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_025_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_026	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_026	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_026_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_027	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_027	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_027_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_028	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_028	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_028_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1141_NEDD1ab_I_029	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1141_NEDD1ab_I_029	NEDD1-C1 	ENSG00000139350	NEDD1		525:141NEDD1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/141NEDD1_NEDD1ab_20110622_and_20110909/20110909/	NEDD1141_NEDD1ab_I_029_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_001	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_001	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_001_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_002	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_002	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_002_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_003	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_003	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_003_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_004	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_004	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_004_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_005	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_005	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_005_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_006	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_006	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_006_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_008	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_008	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_008_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_010	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_010	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_010_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_011	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_011	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_011_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_012	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_012	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_012_SIR.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_013	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_013	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_013_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_015	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_015	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_015_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_016	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_016	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_016_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_019	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_019	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_019_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_022	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_022	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_022_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_024	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_024	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_024_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_025	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_025	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_025_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_033	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_033	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_033_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
NEDD1ab_NEDD1141_I_034	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	NEDD1ab_NEDD1141_I_034	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:NEDD1141	NEDD1-C1 	NEDD1-C1/NEDD1ab_NEDD1141_20110623-and-20110909/20110909/	NEDD1ab_NEDD1141_I_034_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
ALX_NEDD1_PCNT_20100521_Fri-1101_0_SIR_PRJ_615_525	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	ALX_NEDD1_PCNT_20100521_Fri-1101_0_SIR_PRJ_615_525	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:PCNT-N1	NEDD1-C1 	NEDD1-C1/NEDD1ab_PCNTab_20100521_tifs/	ALX_NEDD1_PCNT_20100521_Fri-1101_0_SIR_PRJ_615_525_xx.tif	data analysis protocol	idr0021-experimentA-processed.txt
ALX_NEDD1_PCNT_20100521_Fri-1104_0_SIR_PRJ_615_525	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	ALX_NEDD1_PCNT_20100521_Fri-1104_0_SIR_PRJ_615_525	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:PCNT-N1	NEDD1-C1 	NEDD1-C1/NEDD1ab_PCNTab_20100521_tifs/	ALX_NEDD1_PCNT_20100521_Fri-1104_0_SIR_PRJ_615_525_xx.tif	data analysis protocol	idr0021-experimentA-processed.txt
ALX_NEDD1_PCNT_20100521_Fri-1109_0_SIR_PRJ_615_525	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	ALX_NEDD1_PCNT_20100521_Fri-1109_0_SIR_PRJ_615_525	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:PCNT-N1	NEDD1-C1 	NEDD1-C1/NEDD1ab_PCNTab_20100521_tifs/	ALX_NEDD1_PCNT_20100521_Fri-1109_0_SIR_PRJ_615_525_xx.tif	data analysis protocol	idr0021-experimentA-processed.txt
ALX_NEDD1_PCNT_20100521_Fri-1112_0_SIR_PRJ_615_525	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	ALX_NEDD1_PCNT_20100521_Fri-1112_0_SIR_PRJ_615_525	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:PCNT-N1	NEDD1-C1 	NEDD1-C1/NEDD1ab_PCNTab_20100521_tifs/	ALX_NEDD1_PCNT_20100521_Fri-1112_0_SIR_PRJ_615_525_xx.tif	data analysis protocol	idr0021-experimentA-processed.txt
ALX_NEDD1_PCNT_20100521_Fri-1116_0_SIR_PRJ_615_525	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	ALX_NEDD1_PCNT_20100521_Fri-1116_0_SIR_PRJ_615_525	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:PCNT-N1	NEDD1-C1 	NEDD1-C1/NEDD1ab_PCNTab_20100521_tifs/	ALX_NEDD1_PCNT_20100521_Fri-1116_0_SIR_PRJ_615_525_xx.tif	data analysis protocol	idr0021-experimentA-processed.txt
ALX_NEDD1_PCNT_20100521_Fri-1118_0_SIR_PRJ_615_525	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	ALX_NEDD1_PCNT_20100521_Fri-1118_0_SIR_PRJ_615_525	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:PCNT-N1	NEDD1-C1 	NEDD1-C1/NEDD1ab_PCNTab_20100521_tifs/	ALX_NEDD1_PCNT_20100521_Fri-1118_0_SIR_PRJ_615_525_xx.tif	data analysis protocol	idr0021-experimentA-processed.txt
ALX_NEDD1_PCNT_20100521_Fri-1121_0_SIR_PRJ_615_525	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	ALX_NEDD1_PCNT_20100521_Fri-1121_0_SIR_PRJ_615_525	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:PCNT-N1	NEDD1-C1 	NEDD1-C1/NEDD1ab_PCNTab_20100521_tifs/	ALX_NEDD1_PCNT_20100521_Fri-1121_0_SIR_PRJ_615_525_xx.tif	data analysis protocol	idr0021-experimentA-processed.txt
ALX_NEDD1_PCNT_20100521_Fri-1128_0_SIR_PRJ_615_525	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	ALX_NEDD1_PCNT_20100521_Fri-1128_0_SIR_PRJ_615_525	NEDD1-C1 	ENSG00000139350	NEDD1		525:NEDD1-C1; 615:PCNT-N1	NEDD1-C1 	NEDD1-C1/NEDD1ab_PCNTab_20100521_tifs/	ALX_NEDD1_PCNT_20100521_Fri-1128_0_SIR_PRJ_615_525_xx.tif	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1628_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1628_0	NEDD1-C1 	ENSG00000139350	NEDD1		525:PCNT-N1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1628_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1637_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1637_0	NEDD1-C1 	ENSG00000139350	NEDD1		525:PCNT-N1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1637_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1643_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1643_0	NEDD1-C1 	ENSG00000139350	NEDD1		525:PCNT-N1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1643_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1702_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1702_0	NEDD1-C1 	ENSG00000139350	NEDD1		525:PCNT-N1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1702_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1725_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1725_0	NEDD1-C1 	ENSG00000139350	NEDD1		525:PCNT-N1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1725_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1732_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1732_0	NEDD1-C1 	ENSG00000139350	NEDD1		525:PCNT-N1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1732_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1737_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1737_0	NEDD1-C1 	ENSG00000139350	NEDD1		525:PCNT-N1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1737_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1743_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1743_0	NEDD1-C1 	ENSG00000139350	NEDD1		525:PCNT-N1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1743_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
siCTRL_PCNT_NEDD1_20100507_Fri-1747_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	siCTRL_PCNT_NEDD1_20100507_Fri-1747_0	NEDD1-C1 	ENSG00000139350	NEDD1		525:PCNT-N1; 615:NEDD1-C1	NEDD1-C1 	NEDD1-C1/PCNTab_NEDD1ab_20100507/	siCTRL_PCNT_NEDD1_20100507_Fri-1747_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
N20_PCNTab_ctrl_20110618_Sat-1400_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	N20_PCNTab_ctrl_20110618_Sat-1400_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N20; 615:PCNT-N1	PCNT-N1 	PCNT-N1/PCNT-N20_PCNTab_20110617/	N20_PCNTab_ctrl_20110618_Sat-1400_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
N20_PCNTab_ctrl_20110618_Sat-1403_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	N20_PCNTab_ctrl_20110618_Sat-1403_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N20; 615:PCNT-N1	PCNT-N1 	PCNT-N1/PCNT-N20_PCNTab_20110617/	N20_PCNTab_ctrl_20110618_Sat-1403_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
N20_PCNTab_ctrl_20110618_Sat-1407_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	N20_PCNTab_ctrl_20110618_Sat-1407_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N20; 615:PCNT-N1	PCNT-N1 	PCNT-N1/PCNT-N20_PCNTab_20110617/	N20_PCNTab_ctrl_20110618_Sat-1407_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
N20_PCNTab_ctrl_20110618_Sat-1414_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	N20_PCNTab_ctrl_20110618_Sat-1414_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N20; 615:PCNT-N1	PCNT-N1 	PCNT-N1/PCNT-N20_PCNTab_20110617/	N20_PCNTab_ctrl_20110618_Sat-1414_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
N20_PCNTab_ctrl_20110618_Sat-1459_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	N20_PCNTab_ctrl_20110618_Sat-1459_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N20; 615:PCNT-N1	PCNT-N1 	PCNT-N1/PCNT-N20_PCNTab_20110617/	N20_PCNTab_ctrl_20110618_Sat-1459_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
N20_PCNTab_ctrl_20110618_Sat-1504_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	N20_PCNTab_ctrl_20110618_Sat-1504_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N20; 615:PCNT-N1	PCNT-N1 	PCNT-N1/PCNT-N20_PCNTab_20110617/	N20_PCNTab_ctrl_20110618_Sat-1504_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
N20_PCNTab_ctrl_20110618_Sat-1510_0	Homo sapiens	NCBITaxon	NCBITaxon_9606	HeLa	EFO	EFO_0001185	interphase	growth protocol	image aquistion and feature extraction protocol	N20_PCNTab_ctrl_20110618_Sat-1510_0	PCNT-N1 	ENSG00000160299	PCNT		525:PCNT-N20; 615:PCNT-N1	PCNT-N1 	PCNT-N1/PCNT-N20_PCNTab_20110617/	N20_PCNTab_ctrl_20110618_Sat-1510_0_SIR_PRJ.dv	data analysis protocol	idr0021-experimentA-processed.txt
