Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Characteristics [Sex],Term Source 3 REF,Term Source 3 Accession,Characteristics [Individual],Characteristics [Genotype],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Human Ortholog],Comment [Human Ortholog Gene Symbol],Comment [Gene Annotation Comments],Experimental Condition [Organism Part],Experimental Condition [Sex],Experimental Condition [Individual],Experimental Condition [Genotype],Channels,Comment [Image File Type],Phenotype Description,Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession,Phenotype 2,Phenotype 2 Term Name,Phenotype 2 Term Accession,Phenotype 3,Phenotype 3 Term Name,Phenotype 3 Term Accession,Phenotype 4,Phenotype 4 Term Name,Phenotype 4 Term Accession,Phenotype 5,Phenotype 5 Term Name,Phenotype 5 Term Accession,Phenotype 6,Phenotype 6 Term Name,Phenotype 6 Term Accession,Phenotype 7,Phenotype 7 Term Name,Phenotype 7 Term Accession,Phenotype 8,Phenotype 8 Term Name,Phenotype 8 Term Accession,Phenotype 9,Phenotype 9 Term Name,Phenotype 9 Term Accession,Phenotype 10,Phenotype 10 Term Name,Phenotype 10 Term Accession,Phenotype 11,Phenotype 11 Term Name,Phenotype 11 Term Accession,Phenotype 12,Phenotype 12 Term Name,Phenotype 12 Term Accession,Phenotype 13,Phenotype 13 Term Name,Phenotype 13 Term Accession,Phenotype 14,Phenotype 14 Term Name,Phenotype 14 Term Accession,Phenotype 15,Phenotype 15 Term Name,Phenotype 15 Term Accession,Phenotype 16,Phenotype 16 Term Name,Phenotype 16 Term Accession,Phenotype 17,Phenotype 17 Term Name,Phenotype 17 Term Accession,Phenotype 18,Phenotype 18 Term Name,Phenotype 18 Term Accession,Phenotype 19,Phenotype 19 Term Name,Phenotype 19 Term Accession,Phenotype 20,Phenotype 20 Term Name,Phenotype 20 Term Accession,Phenotype 21,Phenotype 21 Term Name,Phenotype 21 Term Accession,Phenotype 22,Phenotype 22 Term Name,Phenotype 22 Term Accession,Phenotype 23,Phenotype 23 Term Name,Phenotype 23 Term Accession,Phenotype 24,Phenotype 24 Term Name,Phenotype 24 Term Accession,Phenotype 25,Phenotype 25 Term Name,Phenotype 25 Term Accession,Phenotype 26,Phenotype 26 Term Name,Phenotype 26 Term Accession,Phenotype 27,Phenotype 27 Term Name,Phenotype 27 Term Accession,Phenotype 28,Phenotype 28 Term Name,Phenotype 28 Term Accession,Phenotype 29,Phenotype 29 Term Name,Phenotype 29 Term Accession,Phenotype 30,Phenotype 30 Term Name,Phenotype 30 Term Accession,Phenotype 31,Phenotype 31 Term Name,Phenotype 31 Term Accession,Phenotype 32,Phenotype 32 Term Name,Phenotype 32 Term Accession,Phenotype 33,Phenotype 33 Term Name,Phenotype 33 Term Accession,Phenotype 34,Phenotype 34 Term Name,Phenotype 34 Term Accession,Phenotype 35,Phenotype 35 Term Name,Phenotype 35 Term Accession,Phenotype 36,Phenotype 36 Term Name,Phenotype 36 Term Accession,Phenotype 37,Phenotype 37 Term Name,Phenotype 37 Term Accession,Phenotype 38,Phenotype 38 Term Name,Phenotype 38 Term Accession,Phenotype 39,Phenotype 39 Term Name,Phenotype 39 Term Accession,Phenotype 40,Phenotype 40 Term Name,Phenotype 40 Term Accession,Phenotype 41,Phenotype 41 Term Name,Phenotype 41 Term Accession,Phenotype 42,Phenotype 42 Term Name,Phenotype 42 Term Accession,Phenotype 43,Phenotype 43 Term Name,Phenotype 43 Term Accession,Phenotype 44,Phenotype 44 Term Name,Phenotype 44 Term Accession,Phenotype 45,Phenotype 45 Term Name,Phenotype 45 Term Accession,Phenotype 46,Phenotype 46 Term Name,Phenotype 46 Term Accession,Phenotype 47,Phenotype 47 Term Name,Phenotype 47 Term Accession,Phenotype 48,Phenotype 48 Term Name,Phenotype 48 Term Accession
Baz1a-14-100-reproductive-female,Bazla-14_100-reprof-overview.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,reproductive system,UBERON,UBERON_0000990,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",reproductive system,female,Baz1a-14-100,Baz1a knockout,RGB,derived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-reproductive-female,Bazla-14_100-reprof-overview2.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,reproductive system,UBERON,UBERON_0000990,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",reproductive system,female,Baz1a-14-100,Baz1a knockout,RGB,derived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-reproductive-female,Bazla-14-100-reprof - 2015-06-20 00.35.22.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,reproductive system,UBERON,UBERON_0000990,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",reproductive system,female,Baz1a-14-100,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-reproductive-female,Bazla-14-100-reprof - 2015-06-20 00.35.22.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,reproductive system,UBERON,UBERON_0000990,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",reproductive system,female,Baz1a-14-100,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-reproductive-female,Bazla-14-100-reprof - 2015-06-20 00.35.22.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,reproductive system,UBERON,UBERON_0000990,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",reproductive system,female,Baz1a-14-100,Baz1a knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-salivary-gland,Bazla-14-100-Sali - 2015-06-20 00.08.08.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,salivary gland,UBERON,UBERON_0001044,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",salivary gland,female,Baz1a-14-100,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-salivary-gland,Bazla-14-100-Sali - 2015-06-20 00.08.08.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,salivary gland,UBERON,UBERON_0001044,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",salivary gland,female,Baz1a-14-100,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-salivary-gland,Bazla-14-100-Sali - 2015-06-20 00.08.08.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,salivary gland,UBERON,UBERON_0001044,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",salivary gland,female,Baz1a-14-100,Baz1a knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-skin,Bazla-14-100-skin - 2015-06-20 01.24.39.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,skin,EFO,EFO_0000962,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",skin,female,Baz1a-14-100,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-skin,Bazla-14-100-skin - 2015-06-20 01.24.39.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,skin,EFO,EFO_0000962,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",skin,female,Baz1a-14-100,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-100-skin,Bazla-14-100-skin - 2015-06-20 01.24.39.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,skin,EFO,EFO_0000962,female,PATO,PATO_0000383,Baz1a-14-100,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",skin,female,Baz1a-14-100,Baz1a knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-brain,Bazla-14-75-brain - 2015-06-19 18.16.20.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,brain,UBERON,UBERON_0000955,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",brain,male,Baz1a-14-75,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-brain,Bazla-14-75-brain - 2015-06-19 18.16.20.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,brain,UBERON,UBERON_0000955,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",brain,male,Baz1a-14-75,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-brain,Bazla-14-75-brain - 2015-06-19 18.16.20.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,brain,UBERON,UBERON_0000955,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",brain,male,Baz1a-14-75,Baz1a knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-eye,Bazla-14_75-eye-a105.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,eye,UBERON,UBERON_0000970,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",eye,male,Baz1a-14-75,Baz1a knockout,RGB,derived,,yes,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cell spreading phenotype,cell spreading phenotype,CMPO_0000188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-eye,Bazla-14_75-eye-overview.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,eye,UBERON,UBERON_0000970,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",eye,male,Baz1a-14-75,Baz1a knockout,RGB,derived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-eye,Bazla-14-75-eye - 2015-06-19 19.37.33.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,eye,UBERON,UBERON_0000970,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",eye,male,Baz1a-14-75,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-eye,Bazla-14-75-eye - 2015-06-19 19.37.33.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,eye,UBERON,UBERON_0000970,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",eye,male,Baz1a-14-75,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-eye,Bazla-14-75-eye - 2015-06-19 19.37.33.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,eye,UBERON,UBERON_0000970,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",eye,male,Baz1a-14-75,Baz1a knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-gastrointestinal,Bazla-14_75-gi-a106.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,gastrointestinal system,UBERON,UBERON_0005409,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",gastrointestinal system,male,Baz1a-14-75,Baz1a knockout,RGB,derived,,yes,image,,,,,,,abnormal chromosome segregation phenotype,abnormal chromosome segregation phenotype,CMPO_0000326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-gastrointestinal,Bazla-14_75-gi-overview+.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,gastrointestinal system,UBERON,UBERON_0005409,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",gastrointestinal system,male,Baz1a-14-75,Baz1a knockout,RGB,derived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-gastrointestinal,Bazla-14-75-gi - 2015-06-19 19.01.04.ndpi [Series 1],Mus musculus,NCBITaxon,NCBITaxon_10090,gastrointestinal system,UBERON,UBERON_0005409,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",gastrointestinal system,male,Baz1a-14-75,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-gastrointestinal,Bazla-14-75-gi - 2015-06-19 19.01.04.ndpi [Series 2],Mus musculus,NCBITaxon,NCBITaxon_10090,gastrointestinal system,UBERON,UBERON_0005409,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",gastrointestinal system,male,Baz1a-14-75,Baz1a knockout,RGB,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-gastrointestinal,Bazla-14-75-gi - 2015-06-19 19.01.04.ndpi [Series 3],Mus musculus,NCBITaxon,NCBITaxon_10090,gastrointestinal system,UBERON,UBERON_0005409,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",gastrointestinal system,male,Baz1a-14-75,Baz1a knockout,Grayscale,raw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-heart,Bazla-14_75-heart-a107.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,heart,UBERON,UBERON_0000948,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",heart,male,Baz1a-14-75,Baz1a knockout,RGB,derived,,yes,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,binuclear cell phenotype,binuclear cell phenotype,CMPO_0000213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-heart,Bazla-14_75-heart-a108.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,heart,UBERON,UBERON_0000948,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",heart,male,Baz1a-14-75,Baz1a knockout,RGB,derived,cytoplasm vacuoles,yes,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,increased cell component number phenotype,increased cell component number phenotype,CMPO_0000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baz1a-14-75-heart,Bazla-14_75-heart-overview.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,heart,UBERON,UBERON_0000948,male,PATO,PATO_0000384,Baz1a-14-75,Baz1a knockout,ENSMUSG00000035021,Baz1a,ENSG00000198604,BAZ1A,"Gene Identifiers and Symbols: Mouse, GRCm38.p4, Ensembl mouse release 84, Mar 2016  Human, GRCh38.p5, Ensembl Human release 84, Mar 2016. Added by IDR curators.",heart,male,Baz1a-14-75,Baz1a knockout,RGB,derived,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
