Source Name	Characteristics [Organism]	Term Source REF	Term Source Accession	Characteristics[Organism Part]	Term Source REF	Term Source Accession	Characteristics[Sex]	Term Source REF	Term Source Accession	Characteristics[Individual]	Characteristics[Genotype]	Comment[Gene Identifier]	Comment[Gene Symbol]	Comment[Human Ortholog]	Comment[Human Ortholog Gene Symbol]	Protocol REF	Protocol REF	Assay Name	Factor Value[Organism Part]	Factor Value[Sex]	Factor Value[Individual]	Factor Value[Genotype]	DataSet Name	Image File	Channels	Comment [Image File Type]	Comment[Image File Path]	Protocol REF	Processed Data File
Car4-13-922-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Car4-13-922	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-922-gastrointestinal	gastrointestinal system	male	Car4-13-922	Car4 knockout	Car4-13-922-gastrointestinal	Car4-13_922-gi-overview2.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-922-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Car4-13-922	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-922-liver	liver	male	Car4-13-922	Car4 knockout	Car4-13-922-liver	Car4-13_922-liver-overview1.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-922-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	male	PATO	PATO_0000384	Car4-13-922	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-922-liver	liver	male	Car4-13-922	Car4 knockout	Car4-13-922-liver	Car4-13_922-liver-overview2.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-922-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Car4-13-922	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-922-brain	brain	male	Car4-13-922	Car4 knockout	Car4-13-922-brain	Car4-13_922-overview1.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-922-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Car4-13-922	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-922-brain	brain	male	Car4-13-922	Car4 knockout	Car4-13-922-brain	Car4-13_922-overview2.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-922-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Car4-13-922	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-922-reproductive-male	reproductive system	male	Car4-13-922	Car4 knockout	Car4-13-922-reproductive-male	Car4-13_922-reprom-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-922-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Car4-13-922	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-922-salivary-gland	salivary gland	male	Car4-13-922	Car4 knockout	Car4-13-922-salivary-gland	Car4-13_922-salivary-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-922-throat	Mus musculus	NCBITaxon	NCBITaxon_10090	throat	UBERON	UBERON_0000341	male	PATO	PATO_0000384	Car4-13-922	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-922-throat	throat	male	Car4-13-922	Car4 knockout	Car4-13-922-throat	Car4-13_922-throat-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-brain	brain	male	Car4-13-923	Car4 knockout	Car4-13-923-brain	Car4-13_923-a77.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-brain	brain	male	Car4-13-923	Car4 knockout	Car4-13-923-brain	Car4-13_923-a78.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-gastrointestinal	gastrointestinal system	male	Car4-13-923	Car4 knockout	Car4-13-923-gastrointestinal	Car4-13_923-a79.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-gastrointestinal	gastrointestinal system	male	Car4-13-923	Car4 knockout	Car4-13-923-gastrointestinal	Car4-13_923-a80.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-reproductive-male	reproductive system	male	Car4-13-923	Car4 knockout	Car4-13-923-reproductive-male	Car4-13_923-a81.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-salivary-gland	salivary gland	male	Car4-13-923	Car4 knockout	Car4-13-923-salivary-gland	Car4-13_923-a82.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-salivary-gland	salivary gland	male	Car4-13-923	Car4 knockout	Car4-13-923-salivary-gland	Car4-13_923-a83.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-throat	Mus musculus	NCBITaxon	NCBITaxon_10090	throat	UBERON	UBERON_0000341	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-throat	throat	male	Car4-13-923	Car4 knockout	Car4-13-923-throat	Car4-13_923-a84&85.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-throat	Mus musculus	NCBITaxon	NCBITaxon_10090	throat	UBERON	UBERON_0000341	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-throat	throat	male	Car4-13-923	Car4 knockout	Car4-13-923-throat	Car4-13_923-a86.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-brain	brain	male	Car4-13-923	Car4 knockout	Car4-13-923-brain	Car4-13_923-brain-overview1.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-brain	brain	male	Car4-13-923	Car4 knockout	Car4-13-923-brain	Car4-13_923-brain-overview2.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-gastrointestinal	gastrointestinal system	male	Car4-13-923	Car4 knockout	Car4-13-923-gastrointestinal	Car4-13_923-gi-oberview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-reproductive-male	Mus musculus	NCBITaxon	NCBITaxon_10090	reproductive system	UBERON	UBERON_0000990	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-reproductive-male	reproductive system	male	Car4-13-923	Car4 knockout	Car4-13-923-reproductive-male	Car4-13_923-reprom-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-salivary-gland	Mus musculus	NCBITaxon	NCBITaxon_10090	salivary gland	UBERON	UBERON_0001044	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-salivary-gland	salivary gland	male	Car4-13-923	Car4 knockout	Car4-13-923-salivary-gland	Car4-13_923-salivary-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Car4-13-923-throat	Mus musculus	NCBITaxon	NCBITaxon_10090	throat	UBERON	UBERON_0000341	male	PATO	PATO_0000384	Car4-13-923	Car4 knockout	ENSMUSG00000000805	Car4	ENSG00000167434	CA4	growth protocol	image aquistion and feature extraction protocol	Car4-13-923-throat	throat	male	Car4-13-923	Car4 knockout	Car4-13-923-throat	Car4-13_923-throat-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-Car4/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a100.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a101.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a102.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a103.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-brain	brain	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-brain	Cpa2-14_22-a87.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-brain	brain	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-brain	Cpa2-14_22-a88.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a89.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a90.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a91.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a92.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a93.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a94.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a95.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a96.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a97.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a98.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-a99.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-brain	Mus musculus	NCBITaxon	NCBITaxon_10090	brain	UBERON	UBERON_0000955	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-brain	brain	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-brain	Cpa2-14_22-brain-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-gastrointestinal	Mus musculus	NCBITaxon	NCBITaxon_10090	gastrointestinal system	UBERON	UBERON_0005409	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-gastrointestinal	gastrointestinal system	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-gastrointestinal	Cpa2-14_22-gi-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
Cpa2-14-22-liver	Mus musculus	NCBITaxon	NCBITaxon_10090	liver	UBERON	UBERON_0002107	female	PATO	PATO_0000383	Cpa2-14-22	Cpa2 knockout	ENSMUSG00000071553	Cpa2	ENSG00000158516	CPA2	growth protocol	image aquistion and feature extraction protocol	Cpa2-14-22-liver	liver	female	Cpa2-14-22	Cpa2 knockout	Cpa2-14-22-liver	Cpa2-14_22-liver-overview.tif	RGB	derived	/Annotated ImagesBMB-WP6Del/Tiffs-CPA2/	data analysis protocol	idr0018-experimentA-processed.txt
