Plate	Well	Plate_Well	Experimental Condition [Compound]	siRNA Pool Identifier	Gene Identifier	Gene Symbol	Control Type	Control Comments	Gene Hit for YAP Localization Inconsistent With Cell Shape	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8	Phenotype 9	Phenotype 10	Phenotype 11	Phenotype 12	Phenotype 13	Phenotype 14	Phenotype 15	Phenotype 16	Phenotype 17	Phenotype 18
200972726[5176]_kinome_YAP_TAZ	G20	200972726[5176]_kinome_YAP_TAZ_G20			552	AVPR1A				yes	well	large cells					low nucleus/cell area				low local density				low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	G21	200972726[5176]_kinome_YAP_TAZ_G21				DKFZp434C1418				yes	well				small nuclei				low Neighbor Fraction				doughnut nuclei		low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	G3	200972726[5176]_kinome_YAP_TAZ_G3		M-006712-01	1607	DGKB				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	G4	200972726[5176]_kinome_YAP_TAZ_G4		M-005308-03	54101	ANKRD3			"yes, Low YAP Ratio"	yes	well											low nuclear roundness	doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	G5	200972726[5176]_kinome_YAP_TAZ_G5		M-006713-03	8527	DGKD				yes	well					high nucleus/cell area		high Neighbor Fraction		high local density					low total YAP/TAZ				low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	G6	200972726[5176]_kinome_YAP_TAZ_G6				APPL				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction											
200972726[5176]_kinome_YAP_TAZ	G7	200972726[5176]_kinome_YAP_TAZ_G7			8526	DGKE				yes	well		small cells						low Neighbor Fraction				doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	G8	200972726[5176]_kinome_YAP_TAZ_G8		M-004165-02	10926	ASK				yes	well						low nucleus/cell area		low Neighbor Fraction		low local density			high total YAP/TAZ					
200972726[5176]_kinome_YAP_TAZ	G9	200972726[5176]_kinome_YAP_TAZ_G9		M-006715-01	1608	DGKG				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	H10	200972726[5176]_kinome_YAP_TAZ_H10			84152	PPP1R1B				yes	well				small nuclei				low Neighbor Fraction				doughnut nuclei					high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	H11	200972726[5176]_kinome_YAP_TAZ_H11				TRIM				yes	well		small cells		small nuclei			high Neighbor Fraction		high local density			doughnut nuclei		low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	H12	200972726[5176]_kinome_YAP_TAZ_H12			5531	PPP4C			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction		high local density							low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	H13	200972726[5176]_kinome_YAP_TAZ_H13		M-005048-01	140803	TRPM6				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction					doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	H14	200972726[5176]_kinome_YAP_TAZ_H14		M-009056-01	5571	PRKAG1				yes	well											low nuclear roundness	doughnut nuclei						
200972726[5176]_kinome_YAP_TAZ	H15	200972726[5176]_kinome_YAP_TAZ_H15		M-005393-03	54822	TRPM7				yes	well											low nuclear roundness	doughnut nuclei	high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	H16	200972726[5176]_kinome_YAP_TAZ_H16		M-009859-01	53632	PRKAG3			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction		high local density			doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	H17	200972726[5176]_kinome_YAP_TAZ_H17		M-013077-01	60385	TSKS				yes	well	large cells		large nuclei			low nucleus/cell area	high Neighbor Fraction						high total YAP/TAZ					
200972726[5176]_kinome_YAP_TAZ	H18	200972726[5176]_kinome_YAP_TAZ_H18		M-007670-02	5573	PRKAR1A				yes	well	large cells					low nucleus/cell area	high Neighbor Fraction			low local density					high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	H19	200972726[5176]_kinome_YAP_TAZ_H19		M-004680-02	84630	TTBK1				yes	well								low Neighbor Fraction										
200972726[5176]_kinome_YAP_TAZ	H2	200972726[5176]_kinome_YAP_TAZ_H2		M-003290-01	5347	PLK1	positive control	"checks for transfection, gives cell death phenotype"		yes	well		small cells	large nuclei		high nucleus/cell area			low Neighbor Fraction		low local density	low nuclear roundness			low total YAP/TAZ			high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	H20	200972726[5176]_kinome_YAP_TAZ_H20		M-007671-01	5576	PRKAR2A				yes	well				small nuclei													high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	H21	200972726[5176]_kinome_YAP_TAZ_H21		M-004682-01	146057	TTBK2				yes	well							high Neighbor Fraction											
200972726[5176]_kinome_YAP_TAZ	H3	200972726[5176]_kinome_YAP_TAZ_H3			10333	TLR6			"yes, High YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction			low local density	low nuclear roundness				high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	H4	200972726[5176]_kinome_YAP_TAZ_H4		M-010904-01	5394	EXOSC10				yes	well		small cells		small nuclei			high Neighbor Fraction						high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	H5	200972726[5176]_kinome_YAP_TAZ_H5			8797	TNFRSF10A				yes	well			large nuclei		high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	H6	200972726[5176]_kinome_YAP_TAZ_H6		M-006782-01	10654	PMVK				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	H7	200972726[5176]_kinome_YAP_TAZ_H7		M-005390-00	55872	TOPK				yes	well											low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	H8	200972726[5176]_kinome_YAP_TAZ_H8		M-006783-02	11284	PNKP				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness		high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	H9	200972726[5176]_kinome_YAP_TAZ_H9		M-006789-01	27010	TPK1				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	I10	200972726[5176]_kinome_YAP_TAZ_I10			80895	ILKAP				yes	well	large cells														high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	I11	200972726[5176]_kinome_YAP_TAZ_I11		M-006761-01	5207	PFKFB1				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	I12	200972726[5176]_kinome_YAP_TAZ_I12				IMPK			"yes, Low YAP Ratio"	yes	well	large cells						high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	I13	200972726[5176]_kinome_YAP_TAZ_I13		M-006762-02	5208	PFKFB2				yes	well				small nuclei				low Neighbor Fraction				doughnut nuclei		low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	I14	200972726[5176]_kinome_YAP_TAZ_I14		M-005332-00	3645	INSRR				yes	well							high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	I15	200972726[5176]_kinome_YAP_TAZ_I15		M-006763-01	5209	PFKFB3				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	I16	200972726[5176]_kinome_YAP_TAZ_I16		M-004760-03	3654	IRAK1				yes	well							high Neighbor Fraction							low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	I17	200972726[5176]_kinome_YAP_TAZ_I17		M-006764-01	5210	PFKFB4				yes	well								low Neighbor Fraction				doughnut nuclei						
200972726[5176]_kinome_YAP_TAZ	I18	200972726[5176]_kinome_YAP_TAZ_I18		M-004761-01	3656	IRAK2				yes	well		small cells		small nuclei	high nucleus/cell area			low Neighbor Fraction				doughnut nuclei		low total YAP/TAZ			high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	I19	200972726[5176]_kinome_YAP_TAZ_I19		M-006822-00	5211	PFKL			"yes, High YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction			low local density					high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	I2	200972726[5176]_kinome_YAP_TAZ_I2		M-003503-03	3551	IKBKB				yes	well																	high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	I20	200972726[5176]_kinome_YAP_TAZ_I20		M-004762-00	11213	IRAK3				yes	well		small cells					high Neighbor Fraction										high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	I21	200972726[5176]_kinome_YAP_TAZ_I21		M-006765-01	5213	PFKM				yes	well	large cells						high Neighbor Fraction				low nuclear roundness	doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	I3	200972726[5176]_kinome_YAP_TAZ_I3		M-005020-00	5164	PDK2				yes	well							high Neighbor Fraction		high local density				high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	I4	200972726[5176]_kinome_YAP_TAZ_I4		M-003723-02	9641	IKBKE			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	I5	200972726[5176]_kinome_YAP_TAZ_I5		M-005021-02	5165	PDK3				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	I6	200972726[5176]_kinome_YAP_TAZ_I6			3558	IL2				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	I7	200972726[5176]_kinome_YAP_TAZ_I7		M-019425-02	5166	PDK4				yes	well											low nuclear roundness	doughnut nuclei		low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	I8	200972726[5176]_kinome_YAP_TAZ_I8		M-004499-01	3611	ILK				yes	well							high Neighbor Fraction				low nuclear roundness	doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	I9	200972726[5176]_kinome_YAP_TAZ_I9		M-005070-02	8566	PDXK				yes	well												doughnut nuclei						
200972726[5176]_kinome_YAP_TAZ	J10	200972726[5176]_kinome_YAP_TAZ_J10		M-003527-00	5610	PRKR				yes	well								low Neighbor Fraction				doughnut nuclei		low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	J11	200972726[5176]_kinome_YAP_TAZ_J11		M-005049-00	8408	ULK1				yes	well	large cells										low nuclear roundness	doughnut nuclei						
200972726[5176]_kinome_YAP_TAZ	J12	200972726[5176]_kinome_YAP_TAZ_J12			8575	PRKRA				yes	well														low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	J13	200972726[5176]_kinome_YAP_TAZ_J13		M-005396-01	9706	ULK2				yes	well							high Neighbor Fraction		high local density			doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	J14	200972726[5176]_kinome_YAP_TAZ_J14		M-005362-01	65125	PRKWNK1			"yes, Low YAP Ratio"	yes	well		small cells									low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	J15	200972726[5176]_kinome_YAP_TAZ_J15		M-004059-00	51727	UMP-CMPK			"yes, Low YAP Ratio+Low Level"	yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density		low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	J16	200972726[5176]_kinome_YAP_TAZ_J16		M-005363-01	65268	PRKWNK2			"yes, High YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction					doughnut nuclei			high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	J17	200972726[5176]_kinome_YAP_TAZ_J17		M-005077-00	7371	UMPK			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction		high local density			doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	J18	200972726[5176]_kinome_YAP_TAZ_J18		M-005364-03	65267	PRKWNK3				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)	high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	J19	200972726[5176]_kinome_YAP_TAZ_J19		M-006792-01	54963	URKL1				yes	well	large cells															low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	J2	200972726[5176]_kinome_YAP_TAZ_J2		M-007673-00	5577	PRKAR2B				yes	well	large cells						high Neighbor Fraction				low nuclear roundness		high total YAP/TAZ					
200972726[5176]_kinome_YAP_TAZ	J20	200972726[5176]_kinome_YAP_TAZ_J20				PRKWNK4				yes	well	large cells										low nuclear roundness							
200972726[5176]_kinome_YAP_TAZ	J21	200972726[5176]_kinome_YAP_TAZ_J21		M-004683-02	7443	VRK1				yes	well																	high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	J3	200972726[5176]_kinome_YAP_TAZ_J3		M-004105-00	7272	TTK			"yes, Low YAP Ratio"	yes	well	large cells					low nucleus/cell area		low Neighbor Fraction		low local density						low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	J4	200972726[5176]_kinome_YAP_TAZ_J4				PRKCABP			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	J5	200972726[5176]_kinome_YAP_TAZ_J5				TXNDC3			"yes, Low YAP Ratio"	yes	well											low nuclear roundness	doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	J6	200972726[5176]_kinome_YAP_TAZ_J6		M-010618-00	5589	PRKCSH			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	J7	200972726[5176]_kinome_YAP_TAZ_J7		M-004062-01	83549	UCK1				yes	well		small cells			high nucleus/cell area		high Neighbor Fraction		high local density				high total YAP/TAZ					
200972726[5176]_kinome_YAP_TAZ	J8	200972726[5176]_kinome_YAP_TAZ_J8		M-005030-01	5591	PRKDC				yes	well												doughnut nuclei	high total YAP/TAZ			low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	J9	200972726[5176]_kinome_YAP_TAZ_J9			7360	UGP2				yes	well																	high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	K10	200972726[5176]_kinome_YAP_TAZ_K10		M-005033-01	23049	SMG1			"yes, Low YAP Ratio"	yes	well	large cells					low nucleus/cell area						doughnut nuclei				low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	K12	200972726[5176]_kinome_YAP_TAZ_K12		M-003325-05	10769	PLK2				yes	well											low nuclear roundness	doughnut nuclei		low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	K13	200972726[5176]_kinome_YAP_TAZ_K13					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	K14	200972726[5176]_kinome_YAP_TAZ_K14			8651	SOCS1				yes	well	large cells		large nuclei				high Neighbor Fraction							low total YAP/TAZ				low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	K15	200972726[5176]_kinome_YAP_TAZ_K15					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	K16	200972726[5176]_kinome_YAP_TAZ_K16			9655	SOCS5			"yes, Low YAP Ratio"	yes	well							high Neighbor Fraction									low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	K17	200972726[5176]_kinome_YAP_TAZ_K17					empty well			yes	well														low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	K18	200972726[5176]_kinome_YAP_TAZ_K18			53340	SPA17			"yes, Low YAP Ratio+Low Level"	yes	well							high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	K19	200972726[5176]_kinome_YAP_TAZ_K19					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	K2	200972726[5176]_kinome_YAP_TAZ_K2		M-011505-02	8631	SCAP1				yes	well	large cells		large nuclei				high Neighbor Fraction				low nuclear roundness							
200972726[5176]_kinome_YAP_TAZ	K20	200972726[5176]_kinome_YAP_TAZ_K20				SPEC2			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	K21	200972726[5176]_kinome_YAP_TAZ_K21					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	K22	200972726[5176]_kinome_YAP_TAZ_K22					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	K4	200972726[5176]_kinome_YAP_TAZ_K4		M-005373-01	57410	SCYL1				yes	well			large nuclei				high Neighbor Fraction				low nuclear roundness							
200972726[5176]_kinome_YAP_TAZ	K5	200972726[5176]_kinome_YAP_TAZ_K5					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	K6	200972726[5176]_kinome_YAP_TAZ_K6			22929	SEPHS1			"yes, Low YAP Ratio"	yes	well										low local density						low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	K8	200972726[5176]_kinome_YAP_TAZ_K8			6464	SHC1				yes	well							high Neighbor Fraction		high local density					low total YAP/TAZ				low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	L10	200972726[5176]_kinome_YAP_TAZ_L10			5636	PRPSAP2				yes	well												doughnut nuclei		low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	L11	200972726[5176]_kinome_YAP_TAZ_L11		M-006793-01	9942	XYLB				yes	well	large cells						high Neighbor Fraction							low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	L12	200972726[5176]_kinome_YAP_TAZ_L12			5793	PTPRG				yes	well														low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	L13	200972726[5176]_kinome_YAP_TAZ_L13			7533	YWHAH				yes	well																	high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	L14	200972726[5176]_kinome_YAP_TAZ_L14			5795	PTPRJ			"yes, Low YAP Ratio+Low Level"	yes	well											low nuclear roundness			low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	L15	200972726[5176]_kinome_YAP_TAZ_L15			10971	YWHAQ				yes	well														low total YAP/TAZ	high YAP/TAZ ratio (mouse Santa Cruz)			
200972726[5176]_kinome_YAP_TAZ	L16	200972726[5176]_kinome_YAP_TAZ_L16			11122	PTPRT			"yes, High YAP Ratio"	yes	well	large cells		large nuclei				high Neighbor Fraction					doughnut nuclei			high YAP/TAZ ratio (mouse Santa Cruz)		high YAP/TAZ ratio (rabbit Novus)	
200972726[5176]_kinome_YAP_TAZ	L17	200972726[5176]_kinome_YAP_TAZ_L17		M-005068-03	51776	ZAK				yes	well	large cells													low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	L18	200972726[5176]_kinome_YAP_TAZ_L18		M-005367-01	54899	PXK				yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	L19	200972726[5176]_kinome_YAP_TAZ_L19		M-005398-04	7535	ZAP70				yes	well							high Neighbor Fraction							low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	L2	200972726[5176]_kinome_YAP_TAZ_L2		M-006784-00	5631	PRPS1				yes	well	large cells																	low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	L20	200972726[5176]_kinome_YAP_TAZ_L20		M-006785-01	5832	PYCS				yes	well	large cells										low nuclear roundness			low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	L21	200972726[5176]_kinome_YAP_TAZ_L21					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	L22	200972726[5176]_kinome_YAP_TAZ_L22					negative control	"mock transfected, 600 cells per well"		yes	well														low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	L23	200972726[5176]_kinome_YAP_TAZ_L23					negative control	"mock transfected, 150 cells per well"		yes	well														low total YAP/TAZ				
200972726[5176]_kinome_YAP_TAZ	L3	200972726[5176]_kinome_YAP_TAZ_L3		M-004684-02	7444	VRK2				yes	well							high Neighbor Fraction							low total YAP/TAZ				low YAP/TAZ ratio (rabbit Novus)
200972726[5176]_kinome_YAP_TAZ	L4	200972726[5176]_kinome_YAP_TAZ_L4		M-006804-00	221823	PRPS1L1			"yes, Low YAP Ratio"	yes	well																low YAP/TAZ ratio (mouse Santa Cruz)		
200972726[5176]_kinome_YAP_TAZ	L5	200972726[5176]_kinome_YAP_TAZ_L5		M-005397-02	51231	VRK3			"yes, Low YAP Ratio"	yes	well	large cells					low nucleus/cell area	high Neighbor Fraction							low total YAP/TAZ		low YAP/TAZ ratio (mouse Santa Cruz)		low YAP/TAZ ratio (rabbit Novus)
