Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Term Source 2 REF	Term Source 2 Accession	Characteristics [Sex]	Term Source 3 REF	Term Source 3 Accession	Characteristics [Age]	Characteristics [Individual]	Characteristics [Organism Part]	Characteristics [Clinical Information]	Protocol REF	Protocol REF	Assay Name	Experimental Condition [Individual]	Experimental Condition [Treatment Timepoint]	Experimental Condition [Treatment]	Experimental Condition [Sampling Timepoint]	Experimental Condition [Treatment Timepoint]_Experimental Condition [Treatment]	Dataset Name	Comment [Raw Data Capture]	Comment [Field]	Image File	Channels	Comment [Image File Type]	Comment [Image File Path]	Protocol REF	Processed Data File
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	2	3.65.6-3.141020_17-15-07.01.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	3	3.65.6-3.141020_17-15-07.02.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	4	3.65.6-3.141020_17-15-07.03.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	5	3.65.6-3.141020_17-15-07.04.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 6-3/time lapse/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	1	Pos 00_all Ch_TP 0-42_registered_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	2	Pos 01_all Ch_TP 0-42_registered_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	3	Pos 02_all Ch_TP 0-42_registered_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	4	Pos 03_all Ch_TP 0-42_registered_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	3 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day3PostTreat_mouse65	part 2 of 2	5	Pos 04_all Ch_TP 0-42_registered_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 6-3/processed 4D stacks/141020_17-15-07/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	1	3.64.9-6.141023_12-21-30.00.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 9-6/time lapse/141023_12-21-30/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	2	3.64.9-6.141023_12-21-30.01.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 9-6/time lapse/141023_12-21-30/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	3	3.64.9-6.141023_12-21-30.02.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 9-6/time lapse/141023_12-21-30/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	4	3.64.9-6.141023_12-21-30.03.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 9-6/time lapse/141023_12-21-30/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	5	3.64.9-6.141023_12-21-30.04.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 64/day 9-6/time lapse/141023_12-21-30/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	1	Pos 00_all Ch_all TP_registered_cropped.tif	RGB	processed	/treatment start day 3/mouse 64/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	2	Pos 01_all Ch_all TP_registered_crop.tif	RGB	processed	/treatment start day 3/mouse 64/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	3	Pos 02_all Ch_all TP_registered_crop.tif	RGB	processed	/treatment start day 3/mouse 64/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	4	Pos 03_all Ch_all TP_registered_crop.tif	RGB	processed	/treatment start day 3/mouse 64/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 64	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 64	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	mouse 64	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse64	part 1 of 1	5	Pos 04_all Ch_all TP_registered_crop.tif	RGB	processed	/treatment start day 3/mouse 64/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	1	3.65.9-6.141023_15-45-09.00.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 9-6/time lapse/141023_15-45-09/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	2	3.65.9-6.141023_15-45-09.01.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 9-6/time lapse/141023_15-45-09/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	3	3.65.9-6.141023_15-45-09.02.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 9-6/time lapse/141023_15-45-09/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	4	3.65.9-6.141023_15-45-09.03.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 9-6/time lapse/141023_15-45-09/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	5	3.65.9-6.141023_15-45-09.04.pattern	"BD2_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 3/mouse 65/day 9-6/time lapse/141023_15-45-09/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	1	Pos 00_all Ch_all TP_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	2	Pos 01_all Ch_all TP_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	3	Pos 02_all Ch_all TP_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	4	Pos 03_all Ch_all TP_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 65	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 65	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	mouse 65	3 days after tumor inoculation	cytotoxic T lymphocytes + anti-CD137	6 days after treatment start	3 days after tumor inoculation_cytotoxic T lymphocytes + anti-CD137	TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65	part 1 of 1	5	Pos 04_all Ch_all TP_reg_crop.tif	RGB	processed	/treatment start day 3/mouse 65/day 9-6/processed 4D stacks/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	1	7.51.10-3.140926_10-43-58.00.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 51/day 10-3/time lapse/140926_10-43-58/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	2	7.51.10-3.140926_10-43-58.01.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 51/day 10-3/time lapse/140926_10-43-58/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	3	7.51.10-3.140926_10-43-58.02.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 51/day 10-3/time lapse/140926_10-43-58/	data analysis protocol	idr0026-experimentA-processed.txt
mouse 51	Mus musculus	NCBITaxon	NCBITaxon_10090	C57BL/6J	EFO	EFO_0000606	male	PATO	PATO_0000384	8 to 14 week old	mouse 51	tumor	OVA expressing tumor	treatment protocol	image aquistion and feature extraction protocol	TreatStartDay7_Control_Day3PostTreat_mouse51	mouse 51	7 days after tumor inoculation	control - cytotoxic T lymphocytes only	3 days after treatment start	7 days after tumor inoculation_control - cytotoxic T lymphocytes only	TreatStartDay7_Control_Day3PostTreat_mouse51	part 1 of 1	4	7.51.10-3.140926_10-43-58.03.pattern	"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)"	raw	/treatment start day 7/mouse 51/day 10-3/time lapse/140926_10-43-58/	data analysis protocol	idr0026-experimentA-processed.txt
