Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Strain],Term Source 2 REF,Term Source 2 Accession,Characteristics [Sex],Term Source 3 REF,Term Source 3 Accession,Characteristics [Age],Characteristics [Individual],Characteristics [Organism Part],Characteristics [Clinical Information],Experimental Condition [Individual],Experimental Condition [Treatment Timepoint],Experimental Condition [Treatment],Experimental Condition [Sampling Timepoint],Comment [Raw Data Capture],Comment [Field],Channels,Comment [Image File Type],Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession,Phenotype 2,Phenotype 2 Term Name,Phenotype 2 Term Accession,Phenotype 3,Phenotype 4,Phenotype 4 Term Name,Phenotype 4 Term Accession,Phenotype 5,Phenotype 5 Term Name,Phenotype 5 Term Accession,Phenotype 6,Phenotype 7,Phenotype 8
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,Pos 03_all Ch_all TP_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,4,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay3_CTL_anti-CD137_Day6PostTreat_mouse65,Pos 04_all Ch_all TP_reg_crop.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 65,tumor,OVA expressing tumor,mouse 65,3 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,6 days after treatment start,part 1 of 1,5,RGB,processed,yes,experimental condition,reduced tumor growth,decreased tumor growth/size,MP_0003447,reduced CTL speed,decreased cell movement speed,CMPO_0000240,increased CTL confinement,enhanced CTL killing,T cell mediated killing against a tumor cell phenotype,CMPO_0000449,enhanced CTL proliferation,proliferating cells,CMPO_0000241,enhanced CTL density,,
TreatStartDay7_Control_Day3PostTreat_mouse51,7.51.10-3.140926_10-43-58.00.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,1,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse51,7.51.10-3.140926_10-43-58.01.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,2,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse51,7.51.10-3.140926_10-43-58.02.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,3,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse51,7.51.10-3.140926_10-43-58.03.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,4,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse51,7.51.10-3.140926_10-43-58.04.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,5,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse51,Pos 00_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,1,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse51,Pos 01_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,2,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse51,Pos 02_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,3,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse51,Pos 03_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,4,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse51,Pos 04_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 51,tumor,OVA expressing tumor,mouse 51,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,5,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,7.52.10-3.140926_14-51-38.00.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,1,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,7.52.10-3.140926_14-51-38.01.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,2,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,7.52.10-3.140926_14-51-38.02.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,3,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,7.52.10-3.140926_14-51-38.03.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,4,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,7.52.10-3.140926_14-51-38.04.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,5,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,Pos 00_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,1,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,Pos 01_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,2,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,Pos 02_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,3,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,Pos 03_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,4,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse52,Pos 04_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 52,tumor,OVA expressing tumor,mouse 52,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,5,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,7.53.10-3.140926_18-40-48.00.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,1,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,7.53.10-3.140926_18-40-48.01.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,2,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,7.53.10-3.140926_18-40-48.02.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,3,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,7.53.10-3.140926_18-40-48.03.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,4,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,7.53.10-3.140926_18-40-48.04.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,5,"FD5_BLUE:SHG (collagen);FD6_GREEN:dsRed2 (CTL);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_RED:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,Pos 00_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,1,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,Pos 01_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,2,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,Pos 02_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,3,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,Pos 03_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,4,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_Control_Day3PostTreat_mouse53,Pos 04_all Ch_all TP_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 53,tumor,OVA expressing tumor,mouse 53,7 days after tumor inoculation,control - cytotoxic T lymphocytes only,3 days after treatment start,part 1 of 1,5,RGB,processed,,,,,,,,,,,,,,,,,,
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,7.48.10-3.140926_12-18-43.00.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,1,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,7.48.10-3.140926_12-18-43.01.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,2,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,7.48.10-3.140926_12-18-43.02.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,3,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,7.48.10-3.140926_12-18-43.03.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,4,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,7.48.10-3.140926_12-18-43.04.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,5,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,Pos 00_all Ch_TP 0-34_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,1,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,Pos 01_all Ch_TP 0-34_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,2,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,Pos 02_all Ch_TP 0-34_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,3,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,Pos 03_all Ch_TP 0-34_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,4,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse48,Pos 04_all Ch_TP 0-34_registered_cropped.tif,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 48,tumor,OVA expressing tumor,mouse 48,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,5,RGB,processed,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,7.54.10-3.140926_18-36-07.00.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,1,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,7.54.10-3.140926_18-36-07.01.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,2,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,7.54.10-3.140926_18-36-07.02.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,3,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
TreatStartDay7_CTL_anti-CD137_Day3PostTreat_mouse54,7.54.10-3.140926_18-36-07.03.pattern,Mus musculus,NCBITaxon,NCBITaxon_10090,C57BL/6J,EFO,EFO_0000606,male,PATO,PATO_0000384,8 to 14 week old,mouse 54,tumor,OVA expressing tumor,mouse 54,7 days after tumor inoculation,cytotoxic T lymphocytes + anti-CD137,3 days after treatment start,part 1 of 1,4,"BD2_GREEN:dsRed2 (CTL);FD6_FDRED:SHG (collagen);BD7_RED:Alexa750 (vessels, 70kDa-dextran);BD8_DEEPR:mCherry(Histone-2B-mCherry, B16F10/OVA nuclei)",raw,yes,experimental condition,,,,,,,,,,,,,,,vessel normalization,transient increase in CTL density
