ORF Identifier	Gene Identifier	Gene Symbol	Scored As Nuclear Foci At Initial Stage	Subcellular Localization Based On Secondary Screening	Scored Subcellular Localization By Secondary Screening	Has Phenotype	Phenotype Annotation Level	Phenotype 1	Phenotype 2	Phenotype 3	Phenotype 4	Phenotype 5	Phenotype 6	Phenotype 7	Phenotype 8
6113	84858	ZNF503	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
8219	84878	ZBTB45	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
2332	85376	RIMBP3	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
11583	91582	RPS19BP1	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
6784	114034	TOE1	yes	yes	coilin/SMN	yes	single replicate of reagent		protein localized in Cajal bodies						
2679	115560	ZNF501	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
12547	117246	FTSJ3	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
2495	126133	ALDH16A1	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
10116	128061	C1orf131	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
6501	129138	ANKRD54	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
8723	129807	NEU4	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
14231	129831	RBM45	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
695	132200	C3orf49	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
9321	139212	CXorf41	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
1928	143384	C10orf46	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
2048	143684	FAM76B	yes	yes	SC-35	yes	single replicate of reagent			protein localized in nuclear speckles					
11692	144203	OVOS2	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
10550	145581	LRFN5	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
56094	146310	RNF151	yes	yes	SC-35	yes	single replicate of reagent			protein localized in nuclear speckles					
7100	146542	ZNF688	yes	yes	SC-35	yes	single replicate of reagent			protein localized in nuclear speckles					
2251	147011	PROCA1	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
13010	149628	PYHIN1	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
53083	151278	CCDC140	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
9523	151613	TTC14	yes	yes	SC-35	yes	single replicate of reagent			protein localized in nuclear speckles					
1207	151871	DPPA2	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
14457	152877	FAM53A	yes	yes	p54	yes	single replicate of reagent					protein localized in paraspeckles			
1724	164127	C1orf65	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
9254	164592	CCDC116	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
53060	168850	ZNF800	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
2252	170261	ZCCHC12	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
10950	170261	ZCCHC12	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
56523	171483	FAM9B	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
13167	200845	KCTD6	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
11642	202051	SPATA24	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
1138	202559	KHDRBS2	yes	yes	Sam68	yes	single replicate of reagent								protein localized in Sam68 nuclear bodies
2267	221241	C18orf20	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
14112	222698	NKAPL	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
11309	282679	AQP11	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
11596	283899	INO80E	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
14347	285855	RPL7L1	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
14447	339745	SPOPL	yes	yes	coilin/SMN	yes	single replicate of reagent		protein localized in Cajal bodies						
2265	339834	CCDC36	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
56006	341567	H1FNT	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
14269	342132	ZNF774	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
11539	375190	C2orf84	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
14806	391257	SUMO1P1	yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
10998	441242	LOC441242	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
9684	493856	CISD2	yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
4111	553115	PEF1	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
6457	553115	PEF1	yes	yes	UNKNOWN	yes	single replicate of reagent	protein localized in an uncharacterized nuclear subcompartment							
52717	728929	TCEB3CL	yes	yes	SC-35	yes	single replicate of reagent			protein localized in nuclear speckles					
5716		CCNL1	yes	yes	SC-35	yes	single replicate of reagent			protein localized in nuclear speckles					
350			yes	yes	Nucleolus	yes	single replicate of reagent				protein localized in nucleolus				
7785		HECTD3	yes	yes	p54	yes	single replicate of reagent					protein localized in paraspeckles			
5827		LMNB2	yes	yes	p54	yes	single replicate of reagent					protein localized in paraspeckles			
12156			yes	yes	PML	yes	single replicate of reagent						protein localized in PML bodies		
10134	1	A1BG	no	no											
11616	9	NAT1	no	no											
7722	10	NAT2	no	no											
391	12	SERPINA3	no	no											
2498	12	SERPINA3	no	no											
9644	13	AADAC	no	no											
13498	14	AAMP	no	no											
13872	15	AANAT	no	no											
2783	18	ABAT	no	no											
7580	18	ABAT	no	no											
8462	18	ABAT	no	no											
13369	21	ABCA3	no	no											
53169	21	ABCA3	no	no											
4959	22	ABCB7	no	no											
1482	23	ABCF1	no	no											
54233	25	ABL1	no	no											
7104	26	ABP1	no	no											
13981	28	ABO	no	no											
56277	28	ABO	no	no											
578	30	ACAA1	no	no											
7730	30	ACAA1	no	no											
8475	33	ACADL	no	no											
5529	34	ACADM	no	no											
12674	35	ACADS	no	no											
2648	36	ACADSB	no	no											
9073	38	ACAT1	no	no											
4669	39	ACAT2	no	no											
55891	41	ACCN2	no	no											
4470	47	ACLY	no	no											
6541	51	ACOX1	no	no											
4644	52	ACP1	no	no											
13025	52	ACP1	no	no											
12410	54	ACP5	no	no											
5798	55	ACPP	no	no											
7390	55	ACPP	no	no											
1488	56	ACRV1	no	no											
6410	58	ACTA1	no	no											
167	59	ACTA2	no	no											
608	60	ACTB	no	no											
955	60	ACTB	no	no											
7177	60	ACTB	no	no											
6701	70	ACTC1	no	no											
3123	71	ACTG1	no	no											
7139	71	ACTG1	no	no											
12611	71	ACTG1	no	no											
6394	72	ACTG2	no	no											
5082	81	ACTN4	no	no											
1510	86	ACTL6A	no	no											
6762	86	ACTL6A	no	no											
3798	87	ACTN1	no	no											
11563	88	ACTN2	no	no											
55882	89	ACTN3	no	no											
9802	90	ACVR1	no	no											
3320	91	ACVR1B	no	no											
14018	92	ACVR2A	no	no											
14607	92	ACVR2A	no	no											
55819	93	ACVR2B	no	no											
11101	94	ACVRL1	no	no											
3844	95	ACY1	no	no											
9729	97	ACYP1	no	no											
629	98	ACYP2	no	no											
4768	100	ADA	no	no											
56302	101	ADAM8	no	no											
54434	102	ADAM10	no	no											
54430	109	ADCY3	no	no											
53962	117	ADCYAP1R1	no	no											
6054	118	ADD1	no	no											
55524	119	ADD2	no	no											
13732	120	ADD3	no	no											
4372	123	PLIN2	no	no											
54204	124	ADH1A	no	no											
14584	126	ADH1C	no	no											
13053	127	ADH4	no	no											
7631	128	ADH5	no	no											
56364	131	ADH7	no	no											
3765	132	ADK	no	no											
1131	134	ADORA1	no	no											
990	135	ADORA2A	no	no											
8280	136	ADORA2B	no	no											
9310	140	ADORA3	no	no											
11274	140	ADORA3	no	no											
14257	141	ADPRH	no	no											
14385	154	ADRB2	no	no											
55488	154	ADRB2	no	no											
10135	156	ADRBK1	no	no											
3297	158	ADSL	no	no											
7191	159	ADSS	no	no											
7307	160	AP2A1	no	no											
5059	161	AP2A2	no	no											
4761	163	AP2B1	no	no											
2457	164	AP1G1	no	no											
53886	166	AES	no	no											
7364	172	AFG3L1	no	no											
55404	172	AFG3L1	no	no											
55841	173	AFM	no	no											
8317	174	AFP	no	no											
575	175	AGA	no	no											
13074	177	AGER	no	no											
55215	182	JAG1	no	no											
2935	183	AGT	no	no											
1186	185	AGTR1	no	no											
14484	185	AGTR1	no	no											
9972	187	APLNR	no	no											
7215	190	NR0B1	no	no											
5896	191	AHCY	no	no											
56034	191	AHCY	no	no											
13956	196	AHR	no	no											
13649	197	AHSG	no	no											
6368	199	AIF1	no	no											
6727	203	AK1	no	no											
6797	204	AK2	no	no											
7221	205	AK4	no	no											
8501	205	AK4	no	no											
11024	205	AK4	no	no											
5348	207	AKT1	no	no											
12155	208	AKT2	no	no											
56582	208	AKT2	no	no											
6907	211	ALAS1	no	no											
8420	212	ALAS2	no	no											
13202	213	ALB	no	no											
13266	213	ALB	no	no											
5869	216	ALDH1A1	no	no											
3748	217	ALDH2	no	no											
4267	218	ALDH3A1	no	no											
3371	219	ALDH1B1	no	no											
9038	220	ALDH1A3	no	no											
3071	221	ALDH3B1	no	no											
9140	221	ALDH3B1	no	no											
13517	221	ALDH3B1	no	no											
4773	222	ALDH3B2	no	no											
3212	224	ALDH3A2	no	no											
253	226	ALDOA	no	no											
53027	230	ALDOC	no	no											
3389	231	AKR1B1	no	no											
5520	231	AKR1B1	no	no											
54728	240	ALOX5	no	no											
55014	240	ALOX5	no	no											
967	241	ALOX5AP	no	no											
13588	242	ALOX12B	no	no											
4314	244	ANXA8	no	no											
14953	244	ANXA8	no	no											
4827	244	ANXA8L2	no	no											
8061	247	ALOX15B	no	no											
14213	247	ALOX15B	no	no											
55004	248	ALPI	no	no											
54289	249	ALPL	no	no											
55581	249	ALPL	no	no											
2417	250	ALPP	no	no											
52994	258	AMBN	no	no											
13590	259	AMBP	no	no											
14863	267	AMFR	no	no											
54383	269	AMHR2	no	no											
4910	271	AMPD2	no	no											
54340	272	AMPD3	no	no											
8429	273	AMPH	no	no											
4343	274	BIN1	no	no											
5218	275	AMT	no	no											
14840	276	AMY1A	no	no											
5479	279	AMY2A	no	no											
410	280	AMY2B	no	no											
12962	280	AMY2B	no	no											
13328	283	ANG	no	no											
14844	283	ANG	no	no											
14744	284	ANGPT1	no	no											
54304	285	ANGPT2	no	no											
13235	286	ANK1	no	no											
14710	286	ANK1	no	no											
2862	291	SLC25A4	no	no											
11947	292	SLC25A5	no	no											
427	293	SLC25A6	no	no											
4473	293	SLC25A6	no	no											
8207	293	SLC25A6	no	no											
2741	301	ANXA1	no	no											
13241	301	ANXA1	no	no											
132	302	ANXA2	no	no											
12785	302	ANXA2	no	no											
13654	302	ANXA2	no	no											
2735	306	ANXA3	no	no											
3296	307	ANXA4	no	no											
12032	307	ANXA4	no	no											
3879	308	ANXA5	no	no											
7754	308	ANXA5	no	no											
766	309	ANXA6	no	no											
4102	310	ANXA7	no	no											
5229	311	ANXA11	no	no											
56776	312	ANXA13	no	no											
8314	313	AOAH	no	no											
53918	316	AOX1	no	no											
4276	318	NUDT2	no	no											
13014	319	APOF	no	no											
158	322	APBB1	no	no											
8253	323	APBB2	no	no											
5494	325	APCS	no	no											
4457	327	APEH	no	no											
2802	328	APEX1	no	no											
3865	328	APEX1	no	no											
200	329	BIRC2	no	no											
11174	330	BIRC3	no	no											
4441	332	BIRC5	no	no											
8973	332	BIRC5	no	no											
634	333	APLP1	no	no											
3155	334	APLP2	no	no											
4330	334	APLP2	no	no											
5613	335	APOA1	no	no											
5589	336	APOA2	no	no											
53820	337	APOA4	no	no											
53822	337	APOA4	no	no											
3088	341	APOC1	no	no											
11359	343	AQP8	no	no											
5542	344	APOC2	no	no											
12377	344	APOC2	no	no											
8372	345	APOC3	no	no											
56734	345	APOC3	no	no											
4506	347	APOD	no	no											
3350	348	APOE	no	no											
13115	350	APOH	no	no											
8905	351	APP	no	no											
52956	353	APRT	no	no											
5474	354	KLK3	no	no											
11815	354	KLK3	no	no											
2622	355	FAS	no	no											
7630	356	FASLG	no	no											
1231	358	AQP1	no	no											
3063	360	AQP3	no	no											
13070	361	AQP4	no	no											
2030	362	AQP5	no	no											
14815	364	AQP7	no	no											
13114	366	AQP9	no	no											
56869	368	ABCC6	no	no											
3232	369	ARAF	no	no											
4651	369	ARAF	no	no											
1227	373	TRIM23	no	no											
6442	374	AREG	no	no											
2439	375	ARF1	no	no											
1653	377	ARF3	no	no											
24	378	ARF4	no	no											
3609	379	ARL4D	no	no											
3851	381	ARF5	no	no											
5422	382	ARF6	no	no											
13007	383	ARG1	no	no											
4715	384	ARG2	no	no											
5810	387	RHOA	no	no											
7442	387	RHOA	no	no											
5220	389	RHOC	no	no											
1095	390	RND3	no	no											
52978	391	RHOG	no	no											
97	392	ARHGAP1	no	no											
14527	394	ARHGAP5	no	no											
53302	394	ARHGAP5	no	no											
251	396	ARHGDIA	no	no											
11532	398	ARHGDIG	no	no											
7312	399	RHOH	no	no											
5652	400	ARL1	no	no											
7933	402	ARL2	no	no											
10907	405	ARNT	no	no											
11222	406	ARNTL	no	no											
55340	406	ARNTL	no	no											
7252	407	ARR3	no	no											
4044	408	ARRB1	no	no											
4645	409	ARRB2	no	no											
7320	410	ARSA	no	no											
54814	415	ARSE	no	no											
12947	416	ARSF	no	no											
5672	419	ART3	no	no											
12860	419	ART3	no	no											
837	427	ASAH1	no	no											
7539	427	ASAH1	no	no											
55641	430	ASCL2	no	no											
12593	432	ASGR1	no	no											
7813	433	ASGR2	no	no											
