Compound Broad Identifier	Compound Broad Identifier Short	Compound Broad Identifier_Compound Group	Compound Name	Compound Source	PubChem InChIKey	ChEMBL Identifier	In Annotated Set	ChemBank Annotation	Entrez Annotation	GO Annotation	MeSH Annotation	Product Use Annotation	In Annotated and Active Set	Phenotype 1	Phenotype 2
BRD-K29582677-001-02-7	BRD-K29582677	BRD-K29582677-001-02-7_BBBC022	FLUNARIZINE	Biomol International Inc.	SMANXXCATUTDDT-QPJJXVBHSA-N	CHEMBL30008	yes			GO:0008332 (inhibits low voltage-gated calcium channel activity);GO:0005272 (inhibits sodium channel activity)		UseClass:8114 (neuroprotective agent);UseClass:8092 (vasodilator)			
BRD-K29582677-300-05-6	BRD-K29582677	BRD-K29582677-300-05-6_BBBC022	Flunarizine dihydrochloride	Prestwick Chemical Inc.	SMANXXCATUTDDT-QPJJXVBHSA-N	CHEMBL30008	yes			GO:0008332 (inhibits low voltage-gated calcium channel activity);GO:0005272 (inhibits sodium channel activity)		UseClass:8114 (neuroprotective agent);UseClass:8092 (vasodilator)			
BRD-K29950728-048-02-6	BRD-K29950728	BRD-K29950728-048-02-6_BBBC022	CLOMIPHENE CITRATE	MicroSource Discovery Systems Inc.	GKIRPKYJQBWNGO-QPLCGJKRSA-N	CHEMBL167779	yes					UseClass:8141 (hormonal agent)			
BRD-K30199352-001-02-9	BRD-K30199352	BRD-K30199352-001-02-9_BBBC022	"ANANDAMIDE (22:4,n-6)"	Biomol International Inc.	FMVHVRYFQIXOAF-DOFZRALJSA-N	CHEMBL321585	yes			GO:0004949 (binds cannabinoid receptor activity)					
BRD-K30240666-051-05-0	BRD-K30240666	BRD-K30240666-051-05-0_BBBC022	Clemastine fumarate	Prestwick Chemical Inc.	YNNUSGIPVFPVBX-NHCUHLMSSA-N;YNNUSGIPVFPVBX-VQCQRNETSA-N	CHEMBL1626	yes		GeneID:3269 (inhibits HRH1)			UseClass:8072 (anti-histamine)			
BRD-K30421593-050-02-3	BRD-K30421593	BRD-K30421593-050-02-3_BBBC022	TIMOLOL MALEATE	MicroSource Discovery Systems Inc.	BLJRIMJGRPQVNF-SNVBAGLBSA-N	CHEMBL1744069	yes	CBPROTID:1000429 (inhibits Beta adrenergic receptor)	GeneID:154 (inhibits ADRB2)						
BRD-K30553453-001-05-8	BRD-K30553453	BRD-K30553453-001-05-8_BBBC022	Hesperetin	Prestwick Chemical Inc.	AIONOLUJZLIMTK-AWEZNQCLSA-N	CHEMBL399121	yes				MeSH:D009369 (Neoplasms);MeSH:D013035 (Spasm)	UseClass:8066 (anti-neoplastic);UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K31023358-001-02-4	BRD-K31023358	BRD-K31023358-001-02-4_BBBC022	PURPUROGALLIN	MicroSource Discovery Systems Inc.	WDGFFVCWBZVLCE-UHFFFAOYSA-N	CHEMBL66953	yes		GeneID:1956 (inhibits EGFR)						
BRD-K31342827-001-05-4	BRD-K31342827	BRD-K31342827-001-05-4_BBBC022	GF-109203X	Biomol International Inc.	QMGUOJYZJKLOLH-UHFFFAOYSA-N	CHEMBL7463	yes		GeneID:2932 (inhibits GSK3B);GeneID:5578 (inhibits PRKCA);GeneID:5579 (inhibits PRKCB);GeneID:5580 (inhibits PRKCD);GeneID:5581 (inhibits PRKCE);GeneID:5582 (inhibits PRKCG)	GO:0004691 (inhibits cAMP-dependent protein kinase activity);GO:0004697 (inhibits protein kinase C activity);GO:0050321 (inhibits tau-protein kinase activity);GO:0003720 (inhibits telomerase activity)			yes	cellular response to chemical stimulus	
BRD-K31491153-003-02-6	BRD-K31491153	BRD-K31491153-003-02-6_BBBC022	1-PHENYLBIGUANIDE HYDROCHLORIDE	MicroSource Discovery Systems Inc.	CUQCMXFWIMOWRP-UHFFFAOYSA-N	CHEMBL13791	yes	CBPROTID:1000421 (activates 5-hydroxytryptamine 3 receptor)				UseClass:8113 (cns agent)			
BRD-K31611373-001-02-7	BRD-K31611373	BRD-K31611373-001-02-7_BBBC022	FLUPROSTENOL	Biomol International Inc.	WWSWYXNVCBLWNZ-QIZQQNKQSA-N		yes		GeneID:5737 (activates PTGFR)						
BRD-K31682896-001-05-9	BRD-K31682896	BRD-K31682896-001-05-9_BBBC022	Sulfamethizole	Prestwick Chemical Inc.	VACCAVUAMIDAGB-UHFFFAOYSA-N	CHEMBL1191	yes			GO:0046656 (inhibits folic acid biosynthetic process)	MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial);UseClass:8111 (antiseptic)			
BRD-K32164935-001-06-8	BRD-K32164935	BRD-K32164935-001-06-8_BBBC022	TOLAZAMIDE	Biomol International Inc.	OUDSBRTVNLOZBN-UHFFFAOYSA-N	CHEMBL817	yes				MeSH:D044882 (Glucose Metabolism Disorders)				
BRD-K32247306-001-05-4	BRD-K32247306	BRD-K32247306-001-05-4_BBBC022	PRIMIDONE	Biomol International Inc.	DQMZLTXERSFNPB-UHFFFAOYSA-N	CHEMBL856	yes				MeSH:D012640 (Seizures)	UseClass:8121 (anti-convulsant)			
BRD-K32256916-001-02-4	BRD-K32256916	BRD-K32256916-001-02-4_BBBC022	CINNARAZINE	MicroSource Discovery Systems Inc.	SSKFWBSXNIWCBH-VCHYOVAHSA-N		yes		GeneID:3269 (inhibits HRH1)						
BRD-K32273377-001-05-4	BRD-K32273377	BRD-K32273377-001-05-4_BBBC022	Sulfadiazine	Prestwick Chemical Inc.	SEEPANYCNGTZFQ-UHFFFAOYSA-N	CHEMBL439	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K32744045-001-05-6	BRD-K32744045	BRD-K32744045-001-05-6_BBBC022	Disulfiram	Prestwick Chemical Inc.	AUZONCFQVSMFAP-UHFFFAOYSA-N	CHEMBL964	yes			GO:0004022 (inhibits alcohol dehydrogenase (NAD) activity)			yes	cellular response to chemical stimulus	
BRD-K32821942-001-05-6	BRD-K32821942	BRD-K32821942-001-05-6_BBBC022	Azathioprine	Prestwick Chemical Inc.	LMEKQMALGUDUQG-UHFFFAOYSA-N	CHEMBL1542	yes				"MeSH:D001172 (Arthritis, Rheumatoid)"	UseClass:8070 (immunosuppressive agent)			
BRD-K33204703-001-04-6	BRD-K33204703	BRD-K33204703-001-04-6_BBBC022	AG-370	Biomol International Inc.	CMMDWEJTQUTCKG-WUXMJOGZSA-N	CHEMBL59150	yes		GeneID:1956 (inhibits EGFR);GeneID:5159 (inhibits PDGFRB)						
BRD-K33710385-001-05-4	BRD-K33710385	BRD-K33710385-001-05-4_BBBC022	Ethionamide	Prestwick Chemical Inc.	AEOCXXJPGCBFJA-UHFFFAOYSA-N	CHEMBL1441	yes				MeSH:D014376 (Tuberculosis)	UseClass:8104 (anti-bacterial);UseClass:8111 (antiseptic)			
BRD-K33986892-001-02-3	BRD-K33986892	BRD-K33986892-001-02-3_BBBC022	BENTAZON	MicroSource Discovery Systems Inc.	ZOMSMJKLGFBRBS-UHFFFAOYSA-N	CHEMBL1567045	yes					UseClass:8146 (herbicide)			
BRD-K34388247-236-02-5	BRD-K34388247	BRD-K34388247-236-02-5_BBBC022	METHICILLIN SODIUM	MicroSource Discovery Systems Inc.	RJQXTJLFIWVMTO-TYNCELHUSA-N	CHEMBL575	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K34415467-003-05-6	BRD-K34415467	BRD-K34415467-003-05-6_BBBC022	Trimethobenzamide hydrochloride	Prestwick Chemical Inc.	FEZBIKUBAYAZIU-UHFFFAOYSA-N	CHEMBL1201256	yes				MeSH:D014839 (Vomiting)	UseClass:8127 (anti-emetic)			
BRD-K34776109-001-03-4	BRD-K34776109	BRD-K34776109-001-03-4_BBBC022	Glimepiride	Prestwick Chemical Inc.	WIGIZIANZCJQQY-UHFFFAOYSA-N		yes				"MeSH:D003924 (Diabetes Mellitus, Type 2)"				
BRD-K34782918-001-02-5	BRD-K34782918	BRD-K34782918-001-02-5_BBBC022	PROSTAGLANDIN A2	Biomol International Inc.	MYHXHCUNDDAEOZ-FOSBLDSVSA-N	CHEMBL1084643	yes				MeSH:D009369 (Neoplasms)	UseClass:8066 (anti-neoplastic)			
BRD-K35458079-001-04-2	BRD-K35458079	BRD-K35458079-001-04-2_BBBC022	MCI-186	Biomol International Inc.	QELUYTUMUWHWMC-UHFFFAOYSA-N	CHEMBL290916	yes					UseClass:8137 (anti-oxidant)	yes	cellular response to chemical stimulus	
BRD-K35941380-001-01-7	BRD-K35941380	BRD-K35941380-001-01-7_BBBC022	METHYSERGIDE	Biomol International Inc.	KPJZHOPZRAFDTN-ZRGWGRIASA-N	CHEMBL1065	yes		GeneID:3358 (inhibits HTR2C)						
BRD-K35960502-001-06-9	BRD-K35960502	BRD-K35960502-001-06-9_BBBC022	Niclosamide	Prestwick Chemical Inc.	RJMUSRYZPJIFPJ-UHFFFAOYSA-N	CHEMBL1448	yes				MeSH:D006373 (Helminthiasis)	UseClass:8109 (anti-helminthic)			
BRD-K36116267-001-05-4	BRD-K36116267	BRD-K36116267-001-05-4_BBBC022	Pyrithyldione	Prestwick Chemical Inc.	NZASCBIBXNPDMH-UHFFFAOYSA-N	CHEMBL1722501	yes					UseClass:8115 (hypnotic);UseClass:8116 (sedative)			
BRD-K36851334-001-03-0	BRD-K36851334	BRD-K36851334-001-03-0_BBBC022	TRIM	Biomol International Inc.	WZBWBNCQUTXYEL-UHFFFAOYSA-N	CHEMBL277525	yes			GO:0004517 (inhibits nitric-oxide synthase activity)					
BRD-K36862742-001-05-8	BRD-K36862742	BRD-K36862742-001-05-8_BBBC022	Hydroflumethiazide	Prestwick Chemical Inc.	DMDGGSIALPNSEE-UHFFFAOYSA-N	CHEMBL1763	yes					UseClass:8091 (anti-hypertensive);UseClass:8153 (diuretic)			
BRD-K36927236-001-06-0	BRD-K36927236	BRD-K36927236-001-06-0_BBBC022	GLYBURIDE	Biomol International Inc.	ZNNLBTZKUZBEKO-UHFFFAOYSA-N	CHEMBL472	yes		GeneID:3762 (inhibits KCNJ5)	GO:0015272 (inhibits ATP-activated inward rectifier potassium channel activity);GO:0005267 (inhibits potassium channel activity)	"MeSH:D003924 (Diabetes Mellitus, Type 2)"	UseClass:8094 (vasoconstrictor)			
BRD-K37249724-001-05-9	BRD-K37249724	BRD-K37249724-001-05-9_BBBC022	Astemizole	Prestwick Chemical Inc.	GXDALQBWZGODGZ-UHFFFAOYSA-N	CHEMBL296419	yes		GeneID:3269 (binds HRH1);GeneID:3269 (inhibits HRH1)			UseClass:8072 (anti-histamine)			
BRD-K37270826-001-04-5	BRD-K37270826	BRD-K37270826-001-04-5_BBBC022	Mifepristone	Prestwick Chemical Inc.	VKHAHZOOUSRJNA-GCNJZUOMSA-N	CHEMBL1276308	yes		GeneID:5243 (inhibits ABCB1)	GO:0001525 (inhibits angiogenesis);GO:0004883 (inhibits glucocorticoid receptor activity)					
BRD-K37289225-001-09-1	BRD-K37289225	BRD-K37289225-001-09-1_BBBC022	CLOZAPINE	Biomol International Inc.	ZUXABONWMNSFBN-UHFFFAOYSA-N	CHEMBL42	yes	CBPROTID:1000385 (inhibits 5-hydroxytryptamine 2 receptor)	GeneID:1813 (inhibits DRD2);GeneID:1815 (inhibits DRD4)			UseClass:8118 (anti-psychotic (neuroleptic));UseClass:8115 (hypnotic);UseClass:8116 (sedative)			
BRD-K37561857-001-04-9	BRD-K37561857	BRD-K37561857-001-04-9_BBBC022	zardaverine	Biomol International Inc.	HJMQDJPMQIHLPB-UHFFFAOYSA-N	CHEMBL313842	yes	CBPROTID:1000641 (inhibits cAMP phosphodiesterase III)		"GO:0004115 (inhibits 3',5'-cyclic-AMP phosphodiesterase activity)"					
BRD-K37682401-001-05-1	BRD-K37682401	BRD-K37682401-001-05-1_BBBC022	Piromidic acid	Prestwick Chemical Inc.	RCIMBBZXSXFZBV-UHFFFAOYSA-N	CHEMBL311350	yes				MeSH:D016905 (Gram-Negative Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K37688416-003-05-7	BRD-K37688416	BRD-K37688416-003-05-7_BBBC022	Fipexide hydrochloride	Prestwick Chemical Inc.	BFUJHVVEMMWLHC-UHFFFAOYSA-N	CHEMBL254857	yes				MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant);UseClass:8113 (cns agent)			
BRD-K37694030-003-02-8	BRD-K37694030	BRD-K37694030-003-02-8_BBBC022	DOXEPIN HYDROCHLORIDE	MicroSource Discovery Systems Inc.	ODQWQRRAPPTVAG-BOPFTXTBSA-N;ODQWQRRAPPTVAG-GZTJUZNOSA-N	CHEMBL101740;CHEMBL860	yes		GeneID:3269 (inhibits HRH1);GeneID:3274 (inhibits HRH2)		MeSH:D003863 (Depression);MeSH:D011537 (Pruritus)	UseClass:8119 (anti-depressant);UseClass:8072 (anti-histamine);UseClass:8122 (anti-pruritic);UseClass:8116 (sedative)			
BRD-K37798499-001-02-5	BRD-K37798499	BRD-K37798499-001-02-5_BBBC022	Etoposide	Prestwick Chemical Inc.	VJJPUSNTGOMMGY-MRVIYFEKSA-N	CHEMBL44657	yes		GeneID:7153 (binds TOP2A)	GO:0071850 (activates mitotic cell cycle arrest)			yes	cellular response to chemical stimulus	
BRD-K37846922-001-05-2	BRD-K37846922	BRD-K37846922-001-05-2_BBBC022	DIINDOLYLMETHANE	Biomol International Inc.	VFTRKSBEFQDZKX-UHFFFAOYSA-N	CHEMBL446452	yes		GeneID:196 (affects AHR)	"GO:0006915 (activates apoptosis);""GO:0016712 (inhibits oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen)"""		UseClass:8137 (anti-oxidant)			
BRD-K38197229-001-06-7	BRD-K38197229	BRD-K38197229-001-06-7_BBBC022	bumetanide	Biomol International Inc.	MAEIEVLCKWDQJH-UHFFFAOYSA-N	CHEMBL1072	yes		GeneID:6557 (binds SLC12A1)	GO:0006816 (inhibits calcium ion transport);GO:0006813 (inhibits potassium ion transport);GO:0006814 (inhibits sodium ion transport)		UseClass:8153 (diuretic)			
BRD-K38251852-001-02-5	BRD-K38251852	BRD-K38251852-001-02-5_BBBC022	PAXILLINE	Biomol International Inc.	ACNHBCIZLNNLRS-UBGQALKQSA-N	CHEMBL410063	yes			GO:0015269 (inhibits calcium-activated potassium channel activity)					
BRD-K38305202-001-02-6	BRD-K38305202	BRD-K38305202-001-02-6_BBBC022	DOMPERIDONE	Biomol International Inc.	FGXWKSZFVQUSTL-UHFFFAOYSA-N	CHEMBL219916	yes		GeneID:1813 (inhibits DRD2)						
BRD-K38323065-001-05-8	BRD-K38323065	BRD-K38323065-001-05-8_BBBC022	Phenacetin	Prestwick Chemical Inc.	CPJSUEIXXCENMM-UHFFFAOYSA-N	CHEMBL16073	yes				MeSH:D005334 (Fever);MeSH:D009437 (Neuralgia)	UseClass:8075 (anti-pyretic)			
BRD-K38347298-001-02-3	BRD-K38347298	BRD-K38347298-001-02-3_BBBC022	8-CYCLOPENTYLTHEOPHYLLINE	MicroSource Discovery Systems Inc.	SCVHFRLUNIOSGI-UHFFFAOYSA-N	CHEMBL106265	yes		GeneID:134 (activates ADORA1)						
BRD-K38436528-003-05-5	BRD-K38436528	BRD-K38436528-003-05-5_BBBC022	Imipramine hydrochloride	Prestwick Chemical Inc.	BCGWQEUPMDMJNV-UHFFFAOYSA-N	CHEMBL11	yes			GO:0001504 (inhibits neurotransmitter uptake)	MeSH:D003863 (Depression)	UseClass:8119 (anti-depressant)			
BRD-K39484304-001-02-5	BRD-K39484304	BRD-K39484304-001-02-5_BBBC022	Triptolide	Biomol International Inc.	DFBIRQPKNDILPW-CIVMWXNOSA-N	CHEMBL463763	yes				MeSH:D007249 (Inflammation)	UseClass:8071 (anti-inflammatory)	yes	cellular response to chemical stimulus	
BRD-K39987650-001-05-0	BRD-K39987650	BRD-K39987650-001-05-0_BBBC022	Bisacodyl	Prestwick Chemical Inc.	KHOITXIGCFIULA-UHFFFAOYSA-N	CHEMBL942	yes				MeSH:D003248 (Constipation)	UseClass:8130 (laxative)			
BRD-K40227168-001-06-1	BRD-K40227168	BRD-K40227168-001-06-1_BBBC022	Eburnamonine (-)	Prestwick Chemical Inc.	WYJAPUKIYAZSEM-MOPGFXCFSA-N	CHEMBL1892145	yes					UseClass:8092 (vasodilator)			
BRD-K40887525-001-02-9	BRD-K40887525	BRD-K40887525-001-02-9_BBBC022	RITANSERIN	MicroSource Discovery Systems Inc.	JUQLTPCYUFPYKE-UHFFFAOYSA-N	CHEMBL267777	yes	CBPROTID:1000385 (inhibits 5-hydroxytryptamine 2 receptor)	GeneID:1813 (inhibits DRD2);GeneID:3357 (inhibits HTR2B)		MeSH:D006973 (Hypertension);MeSH:D010300 (Parkinson Disease)	UseClass:8091 (anti-hypertensive);UseClass:8113 (cns agent)			
BRD-K40905133-001-02-3	BRD-K40905133	BRD-K40905133-001-02-3_BBBC022	PHENACEMIDE	MicroSource Discovery Systems Inc.	XPFRXWCVYUEORT-UHFFFAOYSA-N	CHEMBL918	yes				MeSH:D012640 (Seizures)	UseClass:8121 (anti-convulsant)	yes	cellular response to chemical stimulus	
BRD-K40919711-001-02-4	BRD-K40919711	BRD-K40919711-001-02-4_BBBC022	BAPTA-AM	Biomol International Inc.	YJIYWYAMZFVECX-UHFFFAOYSA-N		yes			GO:0006611 (inhibits protein export from nucleus)					
BRD-K41406082-001-05-5	BRD-K41406082	BRD-K41406082-001-05-5_BBBC022	Sulfapyridine	Prestwick Chemical Inc.	GECHUMIMRBOMGK-UHFFFAOYSA-N	CHEMBL700	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)			
BRD-K41567533-001-02-6	BRD-K41567533	BRD-K41567533-001-02-6_BBBC022	COUMOPHOS	MicroSource Discovery Systems Inc.	BXNANOICGRISHX-UHFFFAOYSA-N	CHEMBL251680	yes					UseClass:8149 (insecticide)			
BRD-K41707108-001-03-1	BRD-K41707108	BRD-K41707108-001-03-1_BBBC022	C2 CERAMIDE	Biomol International Inc.	BLTCBVOJNNKFKC-QUDYQQOWSA-N	CHEMBL105867	yes		GeneID:5601 (activates MAPK9);GeneID:29477 (Mapt)	GO:0000187 (activates activation of MAPK activity);GO:0006915 (activates apoptosis);GO:0008283 (activates cell proliferation);GO:0006928 (activates cellular component movement);GO:0006309 (activates DNA fragmentation involved in apoptotic nuclear change);GO:0050115 (activates myosin-light-chain-phosphatase activity);GO:0051092 (activates positive regulation of NF-kappaB transcription factor activity);GO:0004722 (activates protein serine/threonine phosphatase activity);GO:0016462 (activates pyrophosphatase activity);GO:0030154 (affects cell differentiation);GO:0008283 (affects cell proliferation);GO:0008104 (affects protein localization);GO:0030036 (inhibits actin cytoskeleton organization);GO:0016049 (inhibits cell growth);GO:0031175 (inhibits neuron projection development);GO:0048812 (inhibits neuron projection morphogenesis);GO:0004630 (inhibits phospholipase D activity);GO:0006366 (inhibits transcription from RNA polymerase II promoter)					
BRD-K41713976-001-02-0	BRD-K41713976	BRD-K41713976-001-02-0_BBBC022	E-4031	Biomol International Inc.	SRUISGSHWFJION-UHFFFAOYSA-N	CHEMBL327980	yes			GO:0005242 (inhibits inward rectifier potassium channel activity)					
BRD-K41996876-001-05-5	BRD-K41996876	BRD-K41996876-001-05-5_BBBC022	tyrphostin 1	Biomol International Inc.	UOHFCPXBKJPCAD-UHFFFAOYSA-N	CHEMBL77456	yes		GeneID:7297 (affects TYK2);GeneID:1956 (inhibits EGFR)	GO:0006468 (inhibits protein phosphorylation)					
BRD-K42095107-001-05-6	BRD-K42095107	BRD-K42095107-001-05-6_BBBC022	DAIDZEIN	Biomol International Inc.	ZQSIJRDFPHDXIC-UHFFFAOYSA-N	CHEMBL8145	yes			GO:0004683 (inhibits calmodulin-dependent protein kinase activity)	MeSH:D009369 (Neoplasms)	UseClass:8066 (anti-neoplastic);UseClass:8137 (anti-oxidant)			
BRD-K42348709-003-05-7	BRD-K42348709	BRD-K42348709-003-05-7_BBBC022	Cyclobenzaprine hydrochloride	Prestwick Chemical Inc.	JURKNVYFZMSNLP-UHFFFAOYSA-N	CHEMBL669	yes	CBPROTID:1000385 (inhibits 5-hydroxytryptamine 2 receptor)		GO:0007210 (affects serotonin receptor signaling pathway)		UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K43149758-001-04-5	BRD-K43149758	BRD-K43149758-001-04-5_BBBC022	Myricetin	Prestwick Chemical Inc.	IKMDFBPHZNJCSN-UHFFFAOYSA-N	CHEMBL164	yes			GO:0004691 (inhibits cAMP-dependent protein kinase activity);GO:0004428 (inhibits inositol or phosphatidylinositol kinase activity);GO:0004697 (inhibits protein kinase C activity)					
BRD-K43383936-001-02-9	BRD-K43383936	BRD-K43383936-001-02-9_BBBC022	FLOPROPIONE	MicroSource Discovery Systems Inc.	PTHLEKANMPKYDB-UHFFFAOYSA-N	CHEMBL1605835	yes		GeneID:3350 (inhibits HTR1A)		MeSH:D013035 (Spasm)	UseClass:8132 (muscle relaxant (spasmolytic))			
BRD-K43389675-003-02-7	BRD-K43389675	BRD-K43389675-003-02-7_BBBC022	Daunorubicin hydrochloride	Prestwick Chemical Inc.	STQGQHZAVUOBTE-VGBVRHCVSA-N	CHEMBL178	yes			GO:0016491 (affects oxidoreductase activity)	MeSH:D009369 (Neoplasms)	UseClass:8066 (anti-neoplastic)	yes	cellular response to chemical stimulus	
BRD-K43797669-001-03-1	BRD-K43797669	BRD-K43797669-001-03-1_BBBC022	GENISTEIN	MicroSource Discovery Systems Inc.	TZBJGXHYKVUXJN-UHFFFAOYSA-N	CHEMBL44	yes	CBPROTID:1000514 (inhibits DNA topoisomerase II)	GeneID:57468 (inhibits SLC12A5)	GO:0004713 (inhibits protein tyrosine kinase activity)		UseClass:8066 (anti-neoplastic)			
BRD-K43966364-237-02-2	BRD-K43966364	BRD-K43966364-237-02-2_BBBC022	PENICILLIN V POTASSIUM	MicroSource Discovery Systems Inc.	BPLBGHOLXOTWMN-MBNYWOFBSA-N	CHEMBL615	yes				MeSH:D001424 (Bacterial Infections)	UseClass:8104 (anti-bacterial)	yes	cellular response to chemical stimulus	
BRD-K44067360-001-06-3	BRD-K44067360	BRD-K44067360-001-06-3_BBBC022	FLUFENAMIC ACID	Biomol International Inc.	LPEPZBJOKDYZAD-UHFFFAOYSA-N	CHEMBL23588	yes			GO:0006816 (inhibits calcium ion transport)	MeSH:D007249 (Inflammation);MeSH:D010146 (Pain)	UseClass:8081 (analgesic);UseClass:8071 (anti-inflammatory);UseClass:8065 (anti-proliferative)			
BRD-K44273375-001-04-5	BRD-K44273375	BRD-K44273375-001-04-5_BBBC022	Tolnaftate	Prestwick Chemical Inc.	FUSNMLFNXJSCDI-UHFFFAOYSA-N	CHEMBL83668	yes				MeSH:D009181 (Mycoses)	UseClass:8105 (anti-fungal)			
BRD-K44849676-001-03-0	BRD-K44849676	BRD-K44849676-001-03-0_BBBC022	capsazepine	Biomol International Inc.	DRCMAZOSEIMCHM-UHFFFAOYSA-N	CHEMBL391997	yes		GeneID:7442 (inhibits TRPV1)	GO:0005245 (inhibits voltage-gated calcium channel activity)					
BRD-K44876623-001-01-1	BRD-K44876623	BRD-K44876623-001-01-1_BBBC022	ZOLPIDEM	MicroSource Discovery Systems Inc.	ZAFYATHCZYHLPB-UHFFFAOYSA-N	CHEMBL911	yes	CBPROTID:1000342 (activates Gamma-aminobutyric acid receptor)	GeneID:706 (activates TSPO)		MeSH:D007319 (Sleep Initiation and Maintenance Disorders)	UseClass:8113 (cns agent)			
BRD-K45033733-001-02-3	BRD-K45033733	BRD-K45033733-001-02-3_BBBC022	FAMCICLOVIR	MicroSource Discovery Systems Inc.	GGXKWVWZWMLJEH-UHFFFAOYSA-N	CHEMBL880	yes				MeSH:D006566 (Herpesviridae Infections)	UseClass:8106 (anti-viral)			
BRD-K45071273-003-05-8	BRD-K45071273	BRD-K45071273-003-05-8_BBBC022	Tetracaine hydrochloride	Prestwick Chemical Inc.	GKCBAIGFKIBETG-UHFFFAOYSA-N	CHEMBL698	yes					UseClass:8082 (anesthetic)			
BRD-K45401373-001-05-0	BRD-K45401373	BRD-K45401373-001-05-0_BBBC022	Betulinic acid	Biomol International Inc.	QGJZLNKBHJESQX-FZFNOLFKSA-N	CHEMBL269277	yes				MeSH:D014777 (Virus Diseases)	UseClass:8106 (anti-viral)			
BRD-K45542189-048-05-6	BRD-K45542189	BRD-K45542189-048-05-6_BBBC022	Diethylcarbamazine citrate	Prestwick Chemical Inc.	RCKMWOKWVGPNJF-UHFFFAOYSA-N	CHEMBL684	yes				MeSH:D010272 (Parasitic Diseases)	UseClass:8107 (anti-parasitic)			
BRD-K46211610-003-05-1	BRD-K46211610	BRD-K46211610-003-05-1_BBBC022	Tolazoline hydrochloride	Prestwick Chemical Inc.	JIVZKJJQOZQXQB-UHFFFAOYSA-N	CHEMBL770	yes					UseClass:8092 (vasodilator)			
BRD-K46317332-003-06-1	BRD-K46317332	BRD-K46317332-003-06-1_BBBC022	Proadifen hydrochloride	Prestwick Chemical Inc.	SNTQPLDRUZOSDP-UHFFFAOYSA-N	CHEMBL282567	yes		GeneID:4842 (inhibits NOS1)	GO:0032310 (activates prostaglandin secretion);GO:0017144 (inhibits drug metabolic process);GO:0006809 (inhibits nitric oxide biosynthetic process);GO:0005267 (inhibits potassium channel activity)					
BRD-K46435977-003-01-2	BRD-K46435977	BRD-K46435977-003-01-2_BBBC022	VALACYCLOVIR HYDROCHLORIDE	MicroSource Discovery Systems Inc.	HDOVUKNUBWVHOX-QMMMGPOBSA-N	CHEMBL1349	yes				MeSH:D006566 (Herpesviridae Infections)	UseClass:8106 (anti-viral)			
BRD-K46523383-003-04-7	BRD-K46523383	BRD-K46523383-003-04-7_BBBC022	Pramoxine hydrochloride	Prestwick Chemical Inc.	DQKXQSGTHWVTAD-UHFFFAOYSA-N	CHEMBL1198	yes					UseClass:8082 (anesthetic)			
BRD-K46937689-001-05-1	BRD-K46937689	BRD-K46937689-001-05-1_BBBC022	Antipyrine	Prestwick Chemical Inc.	VEQOALNAAJBPNY-UHFFFAOYSA-N	CHEMBL277474	yes				MeSH:D005334 (Fever);MeSH:D010146 (Pain)	UseClass:8081 (analgesic);UseClass:8075 (anti-pyretic)			
BRD-K46982791-001-02-9	BRD-K46982791	BRD-K46982791-001-02-9_BBBC022	CLOXYQUIN	MicroSource Discovery Systems Inc.	CTQMJYWDVABFRZ-UHFFFAOYSA-N	CHEMBL225164	yes				MeSH:D001424 (Bacterial Infections);MeSH:D009181 (Mycoses)	UseClass:8104 (anti-bacterial);UseClass:8105 (anti-fungal)			
BRD-K47105409-001-05-3	BRD-K47105409	BRD-K47105409-001-05-3_BBBC022	AG-490	Biomol International Inc.	TUCIOBMMDDOEMM-RIYZIHGNSA-N	CHEMBL56543	yes		GeneID:3717 (inhibits JAK2);GeneID:16453 (inhibits Jak3);GeneID:3718 (inhibits JAK3);GeneID:20846 (inhibits Stat1);GeneID:20848 (inhibits Stat3)	GO:0006915 (activates apoptosis);GO:0007165 (affects signal transduction);GO:0050798 (inhibits activated T cell proliferation);GO:0018108 (inhibits peptidyl-tyrosine phosphorylation);GO:0042098 (inhibits T cell proliferation);GO:0042508 (inhibits tyrosine phosphorylation of Stat1 protein);GO:0042503 (inhibits tyrosine phosphorylation of Stat3 protein);GO:0042506 (inhibits tyrosine phosphorylation of Stat5 protein)					
BRD-K47192521-001-02-1	BRD-K47192521	BRD-K47192521-001-02-1_BBBC022	EICOSAPENTAENOIC ACID (20:5 n-3)	Biomol International Inc.	JAZBEHYOTPTENJ-JLNKQSITSA-N	CHEMBL460026	yes				MeSH:D002318 (Cardiovascular Diseases);MeSH:D007249 (Inflammation)				
