Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Line],Term Source 2 REF,Term Source 2 Accession,Characteristics [Replicate Group],Experimental Condition [Targeted Protein],Comment [Gene Identifier],Comment [Gene Symbol],Comment [Gene Symbol Synonyms],Comment [Gene Annotation Comments],Experimental Condition [Antibody],Channels,Comment [Image File Comments],Comment [Image File Type],NumberOfImages,NumberOfParticles,RadialDistance,SEMerror,Has Phenotype,Phenotype Annotation Level,Phenotype 1,Phenotype 1 Term Name,Phenotype 1 Term Accession
Nup133-aa566-582_antibody_3,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_3,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,derived,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_3,nup133_corr1_low500_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_3,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_3,nup133_corr1_low500_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_3,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_3,nup133_corr1_low500_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_3,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_3,nup133_corr2_low500_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_3,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_3,nup133_corr2_low500_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_3,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_3,nup133_corr2_low500_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_3,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_3,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_3,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,derived,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_3,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_3,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,derived,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_4,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_4,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,derived,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_4,nup133_corr1_low500_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_4,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_4,nup133_corr1_low500_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_4,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_4,nup133_corr1_low500_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_4,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_4,nup133_corr1_low500_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_4,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_4,nup133_corr1_low500_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_4,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_4,nup133_corr2_low500_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_4,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,raw,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_4,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_4,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,derived,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-aa566-582_antibody_4,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-aa566-582_antibody_4,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-aa566-582 antibody,greyscale,,derived,4,4171,59.4 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,derived,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,nup133_corr1_low500_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,nup133_corr1_low500_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,nup133_corr1_low500_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,nup133_corr1_low500_7.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,nup133_corr2_low500_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,nup133_corr2_low500_2.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,nup133_corr2_low500_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,derived,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_1,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_1,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,derived,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,all_particles.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,derived,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,nup133_corr1_low500_10.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,nup133_corr1_low500_8.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,nup133_corr1_low500_9.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,nup133_corr2_low500_1.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,nup133_corr2_low500_3.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,nup133_corr2_low500_4.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,nup133_corr2_low500_5.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,nup133_corr2_low500_6.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,nup133_corr2_low500_7.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,raw,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,SUM_trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,derived,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
Nup133-FullLength_antibody_2,trans_norm.tif,Homo sapiens,NCBITaxon,NCBITaxon_9606,U2OS,EFO,EFO_0002869,Nup133-FullLength_antibody_2,Nup133,ENSG00000069248,NUP133,"FLJ10814, hNUP133","Gene identifiers and symbols from GRCh38.p5, Ensembl release 84, Mar 2016. Added by IDR curators.",Nup133-FL antibody,greyscale,,derived,4,8698,60.9 nanometers,0.2 nanometers,yes,experimental condition and protein,protein localized in nuclear pore,protein localized in nuclear pore phenotype,CMPO_0000426
