Plate	Well	Plate_Well	Gene Identifier	Gene Symbol	Regulatory Hub	Nearest Human Homologue	Gene Name	Gene Model Status	Gene Symbol Synonyms	Severity of Adhesion Defect in Primary Screen	Severity of Adhesion Defect in Secondary Screen	Severity of Adhesion Defect in Secondary Screen (average of both repeats)	Has Phenotype	Phenotype Annotation Level	Phenotype 1
Secondary_001a	H10	Secondary_001a_H10	CG1913	alphaTub84B	Microtubule pathways	alpha- tubulin	alpha-Tubulin at 84B	Current	alpha1-tubulin tubulin 1alpha Tubulin-alpha1 alpha-Tubulin alpha-tubulin 84B alpha-tubulin84B alpha-Tubulin84B Alpha tubulin alpha-Tubulin at 84B Tubulin 1 alpha-chain tubulin alpha1 alpha tubulin alphaT alpha1 tubulin tubulin1alpha alpha-tubulin alpha[[1]]-tubulin alphaTubulin84B tubulin(alpha1) tubulin alpha[[1]] tubulin alpha tubulin 84B tubulin alpha1 promoter tubulin84B alphatubulin alpha-Tubulin 84B Tubulin a-tub84B alphaTub84B alphat-1 alpha-tub84B alpha-tub tub alpha1tub alpha-tubulin 84B alphatub84B tubalpha1 Tuba84B tubA84B T alpha84B Talpha1 DTA1 alphaTUB ms(3)nc33 anon-EST:Liang-2.30 anon-EST:Liang-1.59 alpha-Tub84B 1t alphatub alphaT clone 2.30 alpha1t TBA1_DROME alphaTub1 alphaTUB84B ALPHA 84C BEST:LD32507 alpha-tubulin alphaTub84 Tubalpha1 CG1913 l(3)g3 tubulin Tub DM1alpha alpha1 l(3)84Bd alphaTub alpha-Tub clone 1.59 nc33 aTub84B a1t alpha1tub84B	2.67	2.67	2.33	yes	gene	defective cell-cell aggregation
Secondary_001a	H11	Secondary_001a_H11	CG1994	l(1)G0020	N/A	NAT10	lethal (1) G0020	Current	p110 CG1994	1.67	1	1.17			
Secondary_001a	H12	Secondary_001a_H12	CG1921	sty	N/A	SPRY2	sprouty	Current	sprouty Sprouty dSprouty Calcineurin suppressor  chromosome 3  group 3 dSPRY spry Spry CG1921 Sry Sty STY CS3-3	2	1	1			
Secondary_001a	H2	Secondary_001a_H2	CG1689	lz	N/A	AML1	lozenge	Current	spectacled Lozenge amx fs(1)A1569 CG1689 fs(1)M69 spe Lz	1.67	1	1.17			
Secondary_001a	H3	Secondary_001a_H3	CG1785	CG1785	Other pathways	GLTSCR2	CG1785	Current		2	1.33	1.83	yes	gene	defective cell-cell aggregation
Secondary_001a	H4	Secondary_001a_H4	CG1746	CG1746	Dropped	ATP5G2 	CG1746	Current	F0/F1 ATP synthase Lipid-binding protein ATP synthase Lipid-binding protein P1 anon-EST:Posey224	2.33	2.33	2.5			
Secondary_001a	H5	Secondary_001a_H5	CG1832	Clamp	Nuclear-associated pathways	ZNF429	Chromatin-linked adaptor for MSL proteins	Current	chromatin-linked adaptor for MSL proteins CLAMP CG1832	2.33	1.67	2	yes	gene	defective cell-cell aggregation
Secondary_001a	H6	Secondary_001a_H6	CG11138	CG11138	Nuclear-associated pathways	IRF2BP2	CG11138	Current	BEST:RE18684 EP(X)1313 CG1855 RE18684 BcDNA:RE48052	1	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001a	H7	Secondary_001a_H7	CG1749	CG1749	N/A	UBA5	CG1749	Current	dMoaD	2	1	1			
Secondary_001a	H8	Secondary_001a_H8	CG1864	Hr38	N/A	NR4A2	Hormone receptor-like in 38	Current	hormone receptor 38 hormone receptor-like in 38 NR4A4 dHR38 hr38 CG1864 HR38 Dhr38 l(2)02306 DHR38 38E.3 38E.7	2	1	1			
Secondary_001a	H9	Secondary_001a_H9	CG1698	CG1698	N/A	SLC6A5	CG1698	Current	DmNAT5	1.67	1	1.17			
Secondary_001b	A1	Secondary_001b_A1	CG2146	didum	N/A	Myosin V	dilute class unconventional myosin	Current	myosin V shorty Myosin V myosin-V MyosinV soy DmV NEST:bs14c05 myoV Myo5 M5 MyoV NMC7 MYOV MyoV43CD CG2146 Didum 43CD	2	1.33	1.17			
Secondary_001b	A10	Secondary_001b_A10	CG3849	Lasp	N/A	LASP1/2	Lasp	Current	CG3849 anon-73Bd lasp cDNA B	1.67	1.33	1.17			
Secondary_001b	A11	Secondary_001b_A11	CG3885	sec3	Trafficking pathways	Sec3	sec3	Current	CG3885 CG3885 Sec3	1.67	2	1.83	yes	gene	defective cell-cell aggregation
Secondary_001b	A12	Secondary_001b_A12	CG4003	pont	Nuclear-associated pathways	RUVBL1	pontin	Current	dPontin dpontin Pontin CG4003 dPon pon PONT dPontin anon-WO0118547.698 Tip49/Pontin Tip49 Pont dpon 0229/05 Pontin l(3)S022905	1.67	3	3.17	yes	gene	defective cell-cell aggregation
Secondary_001b	A2	Secondary_001b_A2	CG1212	p130CAS	Cell adhesion pathways	p130CAS	p130CAS	Current	CG1212 CT1293 Dcas DCas	1.67	2	2	yes	gene	defective cell-cell aggregation
Secondary_001b	A3	Secondary_001b_A3	CG1412	RhoGAP19D	Adherens junction pathways	ARHGAP21	Rho GTPase activating protein at 19D	Current	RhoGAP19D CG1412 1412	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	A4	Secondary_001b_A4	CG1804	kek6	Other pathways	LRRC24	kek6	Current	kekkon-like CG1804	2.33	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	A5	Secondary_001b_A5	CG2092	scra	Actin cytoskeletal pathways	Anillin	scraps	Current	Actin-binding protein 8 lethal (2) k08255 Anillin annilin Scraps anillin CG2092 Anil Scra ani Ani l(2)k08255 ABP8 Anillin anil Abp8 l(2)03427 anillin l(2)43Ec	1.67	2	2.67	yes	gene	defective cell-cell aggregation
Secondary_001b	A6	Secondary_001b_A6	CG32659	Ten-a	Cell adhesion pathways	TENM1/2/3/4	Tenascin accessory	Current	tenascin-like molecule accessory Teneurin CG12720 CG42338 CG15733 CG2590 CG2578 DmtenA CG18182 CG32659 tenA(AT)[[14]] ten[a] tenA Ten11A CG12720 Ten[a] CG42338 ten-a Dmtena CG11270 1.2 CG15733		1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	A7	Secondary_001b_A7	CG32659	Ten-a	N/A	TENM1/2/3/4	Tenascin accessory	Current	tenascin-like molecule accessory Teneurin CG12720 CG42338 CG15733 CG2590 CG2578 DmtenA CG18182 CG32659 tenA(AT)[[14]] ten[a] tenA Ten11A CG12720 Ten[a] CG42338 ten-a Dmtena CG11270 1.2 CG15733		1.33	1.5	yes	gene	defective cell-cell aggregation
Secondary_001b	A8	Secondary_001b_A8	CG2534	cno	Adherens junction pathways	Afadin	canoe	Current	CG42312 Canoe lips afadin dorsal holes A misty CG31537 Afadin Cno CG42312 mis AF-6 Canoe lip dlhA CG2534 canoe CG31537 cno? anon-WO0172774.47	1.67	3	3.17	yes	gene	defective cell-cell aggregation
Secondary_001b	A9	Secondary_001b_A9	CG2977	Inx7	Other pathways	N/A	Innexin 7	Current	pas related protein 7 innexin 7 Innexin7 innexin7 inx-7 CG2977 D-inx-7 Dm-inx7 CG32731 FBpp0070994 inx7 prp7	2	3	2.5	yes	gene	defective cell-cell aggregation
Secondary_001b	B1	Secondary_001b_B1	CG4063	ebi	Nuclear-associated pathways	TBL1/1R	ebi	Current	Ebi Enhancer on chromosome 2-complementation group 2g beta transducin-like 1 protein Ebi Tb11 E-2f CG4063 FBXW4 E-2g l(2)k16213 Tbl1	2.33	3.33	3.17	yes	gene	defective cell-cell aggregation
Secondary_001b	B10	Secondary_001b_B10	CG4931	Sra-1	Actin cytoskeletal pathways	CYFIP1/2	specifically Rac1-associated protein 1	Current	specifically  Rac-1 associated protein 1 DSra-1 CG4931 Sra-1/CYFIP CYFIP sra1 PIR121/Sra-1 dSra Sra Sra1 PIR121 Sra1/PIR121 CYFIP1/2 cyfip sra-1	1.67	2.33	3	yes	gene	defective cell-cell aggregation
Secondary_001b	B11	Secondary_001b_B11	CG5166	Atx2	Other pathways	Ataxin-2	Ataxin-2	Current	dAtaxin-2 ataxin-2 anon-fast-evolving-2E1 ATAXIN-2 Dataxin-2 Ataxin 2 atx2 anon-WO0118547.351 anon-WO0140519.1 anon-EST:fe2E1 GH27029 l(3)06490 Datx2 Sca2 dAtx2 ATX2 CG5166 dSCA2 SCA2 Atxain-2 BEST:GH27029 CG5166a	2	2.67	3.17	yes	gene	defective cell-cell aggregation
Secondary_001b	B12	Secondary_001b_B12	CG5336	Ced-12	Cell adhesion pathways	ELMO1/2/3	Ced-12	Current	engulfment and cell motility dCed-12 CG5336 dced-12 elmo Ced12 Elmo ced-12 Dced-12 ELMO	3	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_001b	B2	Secondary_001b_B2	CG4254	tsr	Actin cytoskeletal pathways	cofilin	twinstar	Current	ADFcofilin Twinstar cofilin Cofilin no terminal filament twin star Cofilin/actin depolymerizing factor-like DCofilin actin-depolymerizing factor cofilin/ADF l(2)k13409 ADF/cofilin cofilin l(2)k03101 D-cof ntf Tsr ADF Adf T8 12/8 CG4254 cofilin/actin depolymerizing factor homolog Cadf l(2)k05633 D61 l(2)03101	1.67	3	3.33	yes	gene	defective cell-cell aggregation
Secondary_001b	B3	Secondary_001b_B3	CG4393	CG4393	Scaffolding-domain proteins	ANKS1A/B	CG4393	Current		1.67	2	2.33	yes	gene	defective cell-cell aggregation
Secondary_001b	B4	Secondary_001b_B4	CG4547	Atx-1	N/A	ATXN1	Ataxin 1	Current	Atx-1 ataxin-1 Ataxin-1 ataxin1 Ataxin1 dAtx1 dAtx-1 CG4547	1.67	1	1			
Secondary_001b	B5	Secondary_001b_B5	CG4722	bib	Adherens junction pathways	aquaporin1-5	big brain	Current	Big brain l(2)neo91 BIB_DROME CG4722 m-bib l(2)neo66 Bib EP(2)2278	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	B6	Secondary_001b_B6	CG4889	wg	Other pathways	wnt	wingless	Current	Bristled Sternopleural Complementation group I Wingless Glazed spade Wnt-1 flag Wnt wnt1 Wg Dm-1 Dm Wg Dint-1 int-1 Sp l(2)02657 l(2)rO727 wgl Wnt1 fg spd Br DWint-1 I WNT l(2)wg DWnt-1 dWnt Wnt-1 Gla Wnt/Wg wnt CG4889 WG	2.33	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	B7	Secondary_001b_B7	CG4977	kek2	Other pathways	LRRC4	kekkon-2	Current	Kekkon-2 kekkon CT15962 Kek2 NB7 CG4977	2	2.33	2.33	yes	gene	defective cell-cell aggregation
Secondary_001b	B8	Secondary_001b_B8	CG5022	CG5022	Scaffolding-domain proteins	FRMD3/5	CG5022	Current		1.67	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_001b	B9	Secondary_001b_B9	CG4926	Ror	Kinases and Phosphatases	ROR1/2	Ror	Current	HD-2 DRor Dror CG4926 ROR1 DmHD-2 ROR	2.67	3	3	yes	gene	defective cell-cell aggregation
Secondary_001b	C1	Secondary_001b_C1	CG3722	shg	Adherens junction pathways	E-cadherin	shotgun	Current	De-cadherin dE-Cadherin Cadherin-E DCAD2 epithelial cadherin Cadherin DE-cad D-cadherin DE-cadherin Shotgun/E-cadherin Shotgun DEcad D-Ecadherin eta-catenin de-cadherin dE-cadherin Drosophila E-Cadherin DE-Cadherin DE Cadherin e-cadherin E-cadherin Drosophila epithelial cadherin Drosophila E-cadherin compaction defects 5 DE cadherin ECadherin Ecadherin cadherin DE-CADHERIN E-Cadherin DE-cadherin/Shotgun DEcadherin l(2)10469 cadh DE Cad Ecad l(2)k03401 ECadh Cad E-Cadherin cad CG3722 DEC E-CAD de-cad ECad2 ECAD DE-CAD2 E-cad DE DECadh N-cad com5 DE-cadherin l(2)k10220 Cadh DE[cyto] DEcad Shg gp150 DE-Cad CT12481 DECad dEcad DE Cadh ECad DE-Cadherin DCAD E-cadherin DCad2 CADH D-CAD2 DE-Cad2 e-cad E-Cad DE-Cadh DE-cadh D-cad DCad shg/DE-Cad DCAD2 CadE DE-CAD DE-cad D E-cad	2.33	4	4	yes	gene	defective cell-cell aggregation
Secondary_001b	C10	Secondary_001b_C10	CG7954	stck	Scaffolding-domain proteins	Lims1/2	steamer duck	Current	steamerduck d-pinch pinch PINCH dpin dPINCH pinch D-PINCH PINCH pin85A Pinch stk CG7954	2	3	3	yes	gene	defective cell-cell aggregation
Secondary_001b	C11	Secondary_001b_C11	CG8031	CG8031	N/A	MEMO1	CG8031	Current	dMEMO	3	1	1			
Secondary_001b	C12	Secondary_001b_C12	CG8222	Pvr	Kinases and Phosphatases	PDGFR	PDGF- and VEGF-receptor related	Current	PVF receptor stasis PDGF- and VEGF Receptor related Vascular endothelial growth factor receptor PDGF/VEGF receptor PDGF- and VEGF-related receptor Vascular endothelial growth factor receptor-1 like platelet-derived growth factor/vascular endothelial growth factor receptor PDGF- and VEGF-Receptor Related VEGF receptor PVR VEGFR-A Vegfr-b vgr1 CT24332 stai Vgr1 Vegfr-c Vegf CG8222 pvr VEGFR VGR1 8222 DmVEGFR Vegfr	2	1.67	2	yes	gene	defective cell-cell aggregation
Secondary_001b	C2	Secondary_001b_C2	CG11579	arm	Adherens junction pathways	beta-catenin	armadillo	Current	catenin Beta-catenin/Arm b-catenin Armadillo(Arm)/beta-catenin Armadillo beta-Catenin Armadillo/beta-catenin Beta-catenin Armadillo/bgr;-catenin betacatenin bgr;-catenin beta-catenin beta-catenin/Armadillo beta-catenin/Arm beta-cat-arm l(1)arm l(1)G0192 beta-Cat Arm EG:86E4.6 betacat Dm Arm t12687 ALR Dm ARM l(1)G0410 beta-cat l(1)2Bv l(1)G0234 CG11579 bgr;-Cat	3.67	4	4	yes	gene	defective cell-cell aggregation
Secondary_001b	C3	Secondary_001b_C3	CG17947	alpha-Cat	Adherens junction pathways	alpha-catenin	alpha Catenin	Current	alpha catenin DalphaCatenin alpha Catenin Dalpha-Catenin alpha-catenin alpha-Catenin alphaCatenin a-catenin D-alpha-catenin Dalpha-cadherin Dalpha-catenin Dalphacatenin alphacatenin alpha-ctn Dmcatp CG17947 DalphaC alphaCat Dalpha-Cat a-Cat alpha-Cat alpha-catenin Dalpha-cat a-cat CT39986 alpha-cat alpha-CAT Dalphacat LD30423p alphaCAT alphacat	3	3	3.17	yes	gene	defective cell-cell aggregation
Secondary_001b	C4	Secondary_001b_C4	CG5341	sec6	Trafficking pathways	Sec6	sec6	Current	sec 6 CG5341 Sec6p dsec6 Dsec6 Sec6	1.67	1.33	1.83	yes	gene	defective cell-cell aggregation
Secondary_001b	C5	Secondary_001b_C5	CG32096	rols	Adherens junction pathways	TANC1/2	rolling pebbles	Current	antisocial Rolling pebbles rolling pebbles 7 Antisocial Ants anon-WO0257455.19 CG17155 Rol/Ants l(3)08232 CG12277 Rols6 ants ants/rols Rols7 l(3)j2A6 rols\\ants ANTS CG5679 CG32096 l(3)68Fd Rols	1.67	1	2	yes	gene	defective cell-cell aggregation
Secondary_001b	C6	Secondary_001b_C6	CG5902	CG5902	Uncharacterized proteins	AMMECR1/1L	CG5902	Current	anon-WO0118547.372	2	1.33	1.83	yes	gene	defective cell-cell aggregation
Secondary_001b	C7	Secondary_001b_C7	CG33106	mask	N/A	ANKHD1	multiple ankyrin repeats single KH domain	Current	CG31138 CG6313 CG33106 CG6268 cg6313 MASK CG18671 Mask		1	1			
Secondary_001b	C8	Secondary_001b_C8	CG6625	Snap	Trafficking Pathways	NAPA/B	Soluble NSF attachment protein	Current	soluble NSF attachment protein lethal (3) 77ABc soluble N-ethylmaleimide-sensitive factor attachment protein soluble NSF-attachment protein lethal (3) 77ABa dsnap dalphaSNAP alpha-SNAP SNAP l(3)77ABc dalpha-SNAP l(3)77ABa alphaSnap snap dSNAP CG6625	2.67	2	2.33	yes	gene	defective cell-cell aggregation
Secondary_001b	C9	Secondary_001b_C9	CG6811	RhoGAP68F	N/A	ARHGAP8	Rho GTPase activating protein at 68F	Current	RhoGAP68F CG 6811 CG6811	2	1	1.17			
Secondary_001b	D1	Secondary_001b_D1	CG30084	Zasp52	Scaffolding-domain proteins	LDB3	Z band alternatively spliced PDZ-motif protein 52	Current	CG30084 Z band alternatively spliced PDZ-motif protein Z-band-protein-210 zetalin zasp tungus Z(210) tun Zasp CG8242 CG12968 CG30084 Zbp210 CG12969 zasp52 dzasp ZASP52	1.67	2	2.17	yes	gene	defective cell-cell aggregation
Secondary_001b	D10	Secondary_001b_D10	CG9493	Pez	Kinases and Phosphatases	PTPN21	Pez	Current	CG9493 PTPD1 dPez	1.67	2.33	2.17	yes	gene	defective cell-cell aggregation
Secondary_001b	D11	Secondary_001b_D11	CG9494	Tsp29Fa	Cell adhesion pathways	N/A	Tetraspanin 29Fa	Current	Dm.Tsp29Fa CG9494	1.67	2	1.83	yes	gene	defective cell-cell aggregation
Secondary_001b	D12	Secondary_001b_D12	CG9496	Tsp29Fb	Cell adhesion pathways	N/A	Tetraspanin 29Fb	Current	Dm.Tsp29Fb CG9496 anon-EST:ParkEST130	1.67	3.33	3.17	yes	gene	defective cell-cell aggregation
Secondary_001b	D2	Secondary_001b_D2	CG8390	vlc	Cell adhesion pathways	DLGAP2	vulcan	Current	anon-41Fa transcription unit X X CG8390 anon-41Fa anon-WO0118547.98 l(2)07022	2.33	2.67	2.17	yes	gene	defective cell-cell aggregation
Secondary_001b	D3	Secondary_001b_D3	CG8811	muskelin	Cell adhesion pathways	muskelin	muskelin	Current	CG8811 DmMK	1.67	2.67	2.5	yes	gene	defective cell-cell aggregation
Secondary_001b	D4	Secondary_001b_D4	CG8779	nrm	N/A	titin	neuromusculin	Current	neuromusculin Neuromusculin CG8779 CG41452 CG32458 CG43079 CT16082	2.67	1.33	1.17			
Secondary_001b	D5	Secondary_001b_D5	CG8978	Arpc1	Actin cytoskeletal pathways	Arp2/3 complex subunit 1A/B 	"Actin-related protein 2/3 complex, subunit 1"	Current	Suppressor of Profilin 2 Suppressor of profilin 2 lethal(2)34Dd Suppressor of profilin 2 sop2/arc41 Arc41 ARC-P41 l(2)Sop2 ARPC1/p41 ARPC1 CG8978 D-sop2 DSop2 br32 sop2 l(2)br32 ArpC1 sop Arpc1 Sop2 arc41 p41 Spo2 34Dd BG:DS00941.7 p42 ArcP41 Dsop2 arpc1 l(2)34Dd	3	2.67	2.83	yes	gene	defective cell-cell aggregation
Secondary_001b	D6	Secondary_001b_D6	CG9115	mtm	Other pathways	MTM1/R1/R2	myotubularin	Current	dMTMH1 MTM1 CG9115	1.67	1.67	1.83	yes	gene	defective cell-cell aggregation
Secondary_001b	D7	Secondary_001b_D7	CG9121	CG9121	Scaffolding-domain proteins	ankyrin	CG9121	Current		1.67	2.33	2.17	yes	gene	defective cell-cell aggregation
Secondary_001b	D8	Secondary_001b_D8	CG9351	flfl	N/A	SMEK1	falafel	Current	CG9351 l(3)L4179 PP4R3	1.67	1	1			
Secondary_001b	D9	Secondary_001b_D9	CG9366	RhoL	Cell adhesion pathways	N/A	Rho-like	Current	Rho-like Rho-Like rho-like Drac3 Rac3 DRhoL Rho-like Rhol rol RhoG CG9366 DmRHO-L rhol Mes1 RhoL/Rac3 9366 G rhoL anon-EST:CL1c2 D-RhoL	1.67	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_001b	E1	Secondary_001b_E1	CG9426	CG9426	Scaffolding-domain proteins	IPP	CG9426	Current	Ipp	2.67	2	2	yes	gene	defective cell-cell aggregation
Secondary_001b	E10	Secondary_001b_E10	CG10915	CG10915	N/A	CTTNBP2NL	CG10915	Current		2	1	1			
Secondary_001b	E11	Secondary_001b_E11	CG31999	CG31999	Extracellular matrix components	Fibulin-2	CG31999	Current	fibrillin-like CT31491 CG10323 CG11288 CT7856		1	1.83	yes	gene	defective cell-cell aggregation
Secondary_001b	E12	Secondary_001b_E12	CG11848	Bili	N/A	FRMD8	Band4.1 inhibitor LRP interactor	Current	Band 4.1 FERM-like CG11848 CG11848 dBili	2.33	1.33	1.17			
Secondary_001b	E2	Secondary_001b_E2	CG9446	coro	Actin cytoskeletal pathways	Coronin	coro	Current	coronin Coronin lethal (2) k08011 CG9446 l(2)k08011	2	2	2.17	yes	gene	defective cell-cell aggregation
Secondary_001b	E3	Secondary_001b_E3	CG9553	chic	Actin cytoskeletal pathways	Profilin	chickadee	Current	chickaddee profilin Profilin Chickadee stranded chicadee DProfilin chickadee Chi profilin CG9553 D88 GH4 chi Chic sand l(2)27/7	3	2.67	3	yes	gene	defective cell-cell aggregation
Secondary_001b	E4	Secondary_001b_E4	CG9750	rept	Nuclear-associated pathways	RUVBL2	reptin	Current	dReptin Reptin CG9750 drep Tip48/Reptin dRep rep Rept dReptin l(3)06945 REPT anon-WO0142479.1 Reptin Tip48 Q9V3K3_DROME	3.67	2.67	3	yes	gene	defective cell-cell aggregation
Secondary_001b	E5	Secondary_001b_E5	CG9881	Arpc5	Actin cytoskeletal pathways	Arp2/3 complex subunit 5	"Actin-related protein 2/3 complex, subunit 5"	Current	p16-ARC P16-ARC ARPC5 p16-ARC CG9881 Arpc5 p16	3.67	3.33	3.33	yes	gene	defective cell-cell aggregation
Secondary_001b	E6	Secondary_001b_E6	CG33101	Nsf2	Trafficking pathways	Nsf	NEM-sensitive fusion protein 2	Current	lotus N-ethylmaleimide sensitive factor 2 NSF-2 dNsf2 lotus dNSF2 CG9931 NSF2 Nsf-2 CG33101 dnsf2 dNSF dNSF-2 DmNSF2		2.33	3.17	yes	gene	defective cell-cell aggregation
Secondary_001b	E7	Secondary_001b_E7	CG31999	CG31999	Extracellular matrix components	Fibulin-2	CG31999	Current	fibrillin-like CT31491 CG10323 CG11288 CT7856		3	3	yes	gene	defective cell-cell aggregation
Secondary_001b	E8	Secondary_001b_E8	CG10261	aPKC	N/A	PRKCI	atypical protein kinase C	Current	atypical-Protein Kinase C atypical protein kinase Atypical Protein Kinase C pschur Atypical PKC atypical PKC atypical Protein Kinase C Atypical protein kinase C atypical Protein kinase C alphaPKCzeta l(2)k06403 dapkc pkc-3 CG30475 a-PKC daPKC aPKCzeta DaPKC aPKC-zeta CG42783 PKCl i CG10261 PKCzeta apkc psu	2.33	1	1			
Secondary_001b	E9	Secondary_001b_E9	CG10263	Hakai	Adherens junction pathways	Hakai	Hakai	Current	hakai hakai CG10263	2.33	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	F1	Secondary_001b_F1	CG12051	Act42A	Actin cytoskeletal pathways	Actin	Actin 42A	Current	F-actin Actin-42A actin Actin 42A actin Actin42A actin42A Act ACT2_DROME BAP47 CG12051 actin Act42 Actin/BAP47 act42A Actin act 42A Act42a A 42A AFFX-Dros-ACTIN_M_r_at C	1.67	2	1.83	yes	gene	defective cell-cell aggregation
Secondary_001b	F10	Secondary_001b_F10	CG33149	Mlp60A	Scaffolding-domain proteins	CSRP1/2/3	Muscle LIM protein at 60A	Current	CG30174 Muscle LIM protein 60A Muscle-specific LIM protein at 60A CG42309 CG30179 CG30174 CG33149 BcDNA:RH74176 Mlp1 DmLIM-2 dMlp60A MLP DLim-2 MLP1 CG3220 MLIM 60A CG42309 BcDNA:RE14544 Mlp60 CG30179 DMlp1 DMLP1	2	3	3	yes	gene	defective cell-cell aggregation
Secondary_001b	F11	Secondary_001b_F11	CG2595	RacGAP84C	N/A	RACGAP1	Rac GTPase activating protein at 84C	Current	RotundRACGAP rotund RacGAP RotundRacGAP RacGAP84C RnRacGAP RacGAP(84C) rnracGAP RhoGAP-84C8 rnRacGap rnGAP rnprot1.7 CG2595 rnRac-GAP P1.7 rnracGap rnprot; racGAP GAP84C rnRacGAP	2	1	1.17			
Secondary_001b	F12	Secondary_001b_F12	CG1075	CR1075	Dropped	N/A	psuedogene	Current	CG1075	1.67	2	2.33			
Secondary_001b	F2	Secondary_001b_F2	CG12497	trol	Extracellular matrix components	perlecan	terribly reduced optic lobes	Current	Perlecan Trol/perlecan Terribly reduced optic lobes lethal (1) G0271 perlecan lethal (1) G0023 lethal (1) G0374 l(1)G0374 EG:BACR25B3.10 pcan CG12497 CG7981 EG:BACR25B3.1 l(1)9-96 Troll CG33950 ZW-1 CT23996 troll anon-WO0153538.72 BcDNA:GM02481 Pcan EG:BACR25B3.2 l(1)VA51 l(1)G0023 GC7891 EG:BACR25B3.11 zw1 l(1)zw1 Trol l(1)3Ac zw-1 l(1)trol l(1)zwl l(1)G0271 Trol-A Trol-B CG33675	1.67	2	2.5	yes	gene	defective cell-cell aggregation
Secondary_001b	F3	Secondary_001b_F3	CG12489	dnr1	Actin cytoskeletal pathways	MYLIP	defense repressor 1	Current	Defense repressor I dnr1 Defense repressor 1 Dnr1 defense repressor 1 DNR1 CG12489	2.33	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	F4	Secondary_001b_F4	CG6741	a	Adherens junction pathways	PDZD2	arc	Current	broad angular CG13505 CG6741 bran Arc	1	2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_001b	F5	Secondary_001b_F5	CG32796	boi	Cell adhesion pathways	ROBO1	brother of ihog	Current	Brother of ihog brother of ihog brother of iHog CG32796 Brother of Ihog CG13756 EG:BACH59J11.2 CG7894 CT23737 CT33235 CG32796 Boi		2.33	2.33	yes	gene	defective cell-cell aggregation
Secondary_001b	F6	Secondary_001b_F6	CG32387	Dscam2	Cell adhesion pathways	DSCAML1	Down syndrome cell adhesion molecule 2	Current	CG32387 CG32389 CT14580 CT14584 CG32387 CG14828 BcDNA:AT03867 CG32389 CG42256 CG8618 Dscam-like CG8619 CT34644 CG17742		2.67	2.67	yes	gene	defective cell-cell aggregation
Secondary_001b	F7	Secondary_001b_F7	CG31665	wry	Other pathways	DNER	weary	Current	fibropellin CG15621 CG31665 CT35769 CG12704	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	F8	Secondary_001b_F8	CG17309	Csk	Adherens junction pathways	CSK	C-terminal Src kinase	Current	CG32852 lethal (3) j1D8 C-terminal-Src kinase flik lethal (3) S017909 CG42317 C-Src kinase DCsk CG32852 csk dCsk dCSK CG17309 flik l(3)j1D8 CG42317 dcsk CSK l(3)S017909	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	F9	Secondary_001b_F9	CG18290	Act87E	Actin cytoskeletal pathways	Actin	Actin 87E	Current	Actin actin 87E actin87E actin act 87E Act87e E Actin actin act87E mus87E CG18290	1.67	1.67	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	G1	Secondary_001b_G1	CG1119	Gnf1	Dropped	RFC1	Germ line transcription factor 1	Current	germline transcription factor Replication-factor-C 140kD subunit Replication factor C 140kD subunit RfC140 DmRFC1 RFC1 dRF-Cp140 GTF-1 RfC Gtf1 RF-C 140 ONF-CAACAA CG1119 dRFC140 RFC Gnf-1 rfc1 gtf1 gnf1	2	2	2.67			
Secondary_001b	G10	Secondary_001b_G10	CG1542	CG1542	Dropped	EBP2	CG1542	Current		3	3	3.33			
Secondary_001b	G11	Secondary_001b_G11	CG1796	Tango4	Nuclear-associated pathways	PLRG1	Transport and Golgi organization 4	Current	TANGO4 CG1796	1.67	2.33	2.5	yes	gene	defective cell-cell aggregation
Secondary_001b	G12	Secondary_001b_G12	CG1703	CG1703	"Channels, permeases, and transporters"	ABCF1	CG1703	Current		2	1.33	1.67	yes	gene	defective cell-cell aggregation
Secondary_001b	G2	Secondary_001b_G2	CG1130	scrt	N/A	SCRT1	scratch	Current	Scratch CG1130 anon-WO02059370.57 clone 1.67 anon-EST:Liang-1.31 Scrt clone 1.31 BcDNA:RH71479 anon-EST:Liang-1.67	2.67	1.33	1.17			
