Plate	Well	Plate_Well	Gene Identifier	Gene Symbol	Gene Name	Gene Model Status	Gene Symbol Synonyms	Severity of Adhesion Defect	Gene In Secondary Screen	Has Phenotype	Phenotype Annotation Level	Phenotype 1
Primary_002	D4	Primary_002_D4	CG1375	l(1)G0007	lethal (1) G0007	Current	l(1)G0176 l(1)G0028 l(1)G0416 lethal (1) G0007 l(1)G0103 l(1)G0491 l(1)G0308 CG32604 EP764 cg1405 EP784 CG1375 l(1)G0476 Prp16 CG1405 prp16	1	no			
Primary_002	D5	Primary_002_D5	CG1378	tll	tailless	Current	Tailless TAILLESS Tailles CG1378 dm-tll NR2E2 Tll TLL	1	no			
Primary_002	D6	Primary_002_D6	CG1379	RunxA		Current	CG34145 CG34145 CG1379 CG15453	3	yes	yes	gene	defective cell-cell aggregation
Primary_002	D7	Primary_002_D7	CG1380	sut4	sugar transporter 4	Current	CG1380	1	no			
Primary_002	D8	Primary_002_D8	CG1381	RpLP0-like	Ribosomal protein LP0-like	Current	CG1381 FBgn0033485	1	no			
Primary_002	D9	Primary_002_D9	CG1383	CG30497		Current	CG1383 EP(2)2618 CG1557 anon-WO0118547.176 NEST:bs36c04 CG30947 BEST:LD33067	1	no			
Primary_002	E1	Primary_002_E1	CG1399	CG1399		Current	Dcarmil CG1576	1	no			
Primary_002	E10	Primary_002_E10	CG1411	CRMP	Collapsin Response Mediator Protein	Current	dihydropyrimidinase Collapsin response mediator protein dihydropyrimidine amidohydrolase Collapsin Response Mediating Protein CG1411 BcDNA:HL02693 EP3238 pyd2 l(3)83Ba DHP crmp EP(3)3238 Pyd2	1	no			
Primary_002	E11	Primary_002_E11	CG1412	RhoGAP19D	Rho GTPase activating protein at 19D	Current	RhoGAP19D CG1412 1412	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_002	E12	Primary_002_E12	CG1414	bbx	bobby sox	Current	anon-19Fb tu2 CG32527 CG1414	1	no			
Primary_002	E2	Primary_002_E2	CG1401	Cul-5	Cullin-5	Current	Cullin-5 cullin-5 Cullin CUL5 Cullin5 Cullin 5 CG1401 Cul5 cul5 cul-5	1	no			
Primary_002	E3	Primary_002_E3	CG1403	Sep1	Septin 1	Current	Septin-1 septin septin 1 Septin innocent bystander iby tu1 CG1403 anon-19Fa Diff6 sep1	1	no			
Primary_002	E4	Primary_002_E4	CG1404	Ran	Ran	Current	Ran GTPase ran ran GTPase Ran AAF30287 ran l(1)G0075 ran10A Q9VZ23 CG1404 dran	2	yes	yes	gene	defective cell-cell aggregation
Primary_002	E5	Primary_002_E5	CG1405	l(1)G0007	lethal (1) G0007	Current	l(1)G0176 l(1)G0028 l(1)G0416 lethal (1) G0007 l(1)G0103 l(1)G0491 l(1)G0308 CG32604 EP764 cg1405 EP784 CG1375 l(1)G0476 Prp16 CG1405 prp16	1	no			
Primary_002	E6	Primary_002_E6	CG1406	U2A	U2A	Current	lethal(2)43Ee dU2A' U2A-prime u2a l(2)43Ee CG1406 BcDNA:RE56869 U2A	1	no			
Primary_002	E7	Primary_002_E7	CG1407	CG1407		Current		1	no			
Primary_002	E8	Primary_002_E8	CG1409	CG1409		Current	D.M.BLPp BcDNA:AT29287	1	no			
Primary_002	E9	Primary_002_E9	CG1410	waw	waclaw	Current	anon-19Fb tu2 CG32527 CG1410	1	no			
Primary_002	F1	Primary_002_F1	CG1416	CG1416		Current		1	no			
Primary_002	F10	Primary_002_F10	CG1430	bys	by S6	Current	bystin Bystin CG1430	1	no			
Primary_002	F11	Primary_002_F11	CG1433	Atu	Another transcription unit	Current	CG1433 l(3)s1938	1	no			
Primary_002	F12	Primary_002_F12	CG1434	CG1434		Current		1	no			
Primary_002	F2	Primary_002_F2	CG1417	slgA	sluggish A	Current	sluggishA sluggish-A sluggish proline dehydrogenase PRODH CG1417 EE85 tu3 slg sl	1	no			
Primary_002	F3	Primary_002_F3	CG1418	CG1418		Current		1	no			
Primary_002	F4	Primary_002_F4	CG1420	Slu7	Slu7	Current	CG1420 SLU7 CG1420	1.33	no			
Primary_002	F5	Primary_002_F5	CG1422	p115	p115	Current	CG1422 l(1)G0306 dp115	1	no			
Primary_002	F6	Primary_002_F6	CG1424	mst	misato	Current	lethal(1)19Fg lLB14 CG1424 LB20 l(1)19Fg LB-20 l(1)LB20 l(1)LB14	1	no			
Primary_002	F7	Primary_002_F7	CG1427	CG1427		Current	SecS	1	no			
Primary_002	F8	Primary_002_F8	CG1428	CG1428		Current		1	no			
Primary_002	F9	Primary_002_F9	CG1429	Mef2	Myocyte enhancer factor 2	Current	myocyte-specific enhancer factor 2 Myocyte-specific enhancer factor 2 Complementation group C Myocyte enhancer factor-2 Myocyte enhancing factor 2 Drosophila myocyte-specific enhancer factor 2 Myocyte Enhancer Factor-2 Myocyte Enhancing Factor 2 Myocyte-enhancer factor-2 Group C myocyte enhancer factor-2 DMEF2 Myocyte enhancer factor 2 myocyte enhancer factor 2 Drosophila-myocyte enhancer factor 2 DMEF-2 l(2)46CFr MEF2 Mef-2 DMedf2 mb247 SD04091 mef DMef-2 D-MEF2 22.21 dMEF2 D-mef2 C dmef2 dMef2 mef-2 Dmef-2 mef2 DMEF2 CG1429 MEF-2 D-Mef2 mef2c BEST:SD04091 Dmef Dmef2 DMef2 Mef	1	no			
Primary_002	G1	Primary_002_G1	CG1438	Cyp4c3	Cytochrome P450-4c3	Current	cytochrome P450 P-450 cyp4c3 CG1438 P450 4C3	1	no			
Primary_002	G10	Primary_002_G10	CG1454	wdn	wings down	Current	pourquoi-pas? serendipity-cognate Serendipity cognate pourquoi-pas sry h-l Sryc pqp CG1454 sry-h1 sry-c	1	no			
Primary_002	G11	Primary_002_G11	CG1455	CanA1	Calcineurin A1	Current	protein phosphatase from PCR fragment D14 Protein phosphatase D14 Calcineurin A calcineurin Calcineurin PP2B 21EF DmCanA1-100B canA CnnA21EF CAN A1/PP2B PP2B D14 PpD14 Cana1 CG1455 Can CNA1 pMY4 CnA	1	no			
Primary_002	G12	Primary_002_G12	CG1461	CG1461		Current		1	no			
Primary_002	G2	Primary_002_G2	CG1440	CG1440		Current		1	no			
Primary_002	G3	Primary_002_G3	CG1441	CG1441		Current		1	no			
Primary_002	G4	Primary_002_G4	CG1442	eIF4E-6	eIF4E-6	Current	eIF4E CG1442 BcDNA:RH55324	1	no			
Primary_002	G5	Primary_002_G5	CG1444	CG1444		Current	KAR	1	no			
Primary_002	G6	Primary_002_G6	CG1447	Ptx1	Ptx1	Current	Ptx ptx1 CG1447 D-Ptx1	1	no			
Primary_002	G7	Primary_002_G7	CG1449	zfh2	Zn finger homeodomain 2	Current	zinc finger homeodomain 2 Zinc finger homeodomain-2 zfh-2 Zfh-2 Zfh2 ZFH-2 CG1449 ZFH2	1	no			
Primary_002	G8	Primary_002_G8	CG1451	Apc	APC-like	Current	adenomatous polyposis coli 1 adenomatous polyposis coli Adenomatous Polyposis Coli Adenomatous polyposis coli 1 Adenomatous Polyposis Coli protein apc dAPC1 d-APC D-APC apc1 Apc1 apc 1 APC D-APC1 APC-like APC1 dAPC dApc CG1451 Dm APC1 DAPC	1	no			
Primary_002	G9	Primary_002_G9	CG1453	Klp10A	Kinesin-like protein at 10A	Current	Kinesin-like protein at 10A kinesin-13 Klp10A kinesin-like protein 10A kinesin-13 motor KIF2A/B/C Kif2A KLP10a KIF 2A KLP10A anon-WO03040301.142 DmKlp10A CG1453 DmKLP10A klp10A DmCG1453	1	no			
Primary_002	H1	Primary_002_H1	CG1462	Aph-4	Alkaline phosphatase 4	Current	Alkaline phosphatase-4 Alkaline phosphatase alkaline phosphatase pMY51 aph-4 Aph CG1462 AP l(3)07028	1	no			
Primary_002	H10	Primary_002_H10	CG1475	RpL13A	Ribosomal protein L13A	Current	anon-fast-evolving-1A5 putative ribosomal L13 protein ribosomal protein L13a Ribosomal protein L13a L13a2 bs25f04.y1 L13A Rp L13A M(3)83B cg1475 CG1475 anon-EST:Posey125 anon-EST:fe1A5	3.67	no	yes	gene	defective cell-cell aggregation
Primary_002	H11	Primary_002_H11	CG1479	bt	bent	Current	myosin LCK projectin Projectin myosin light chain kinase lethal(4) Powell  Tennessee-2 Projectin PROJECTIN C-protein twitchin CT8086 l(4)PT-2 CG1479 l(4)21 bent projectin CG32019 titin l(4)102CDa l(2)2 CG10285 l(4)38 Bt l(4)37 l(2)23 39c-18 l(4)23 l(4)2 Prj CT3598	1	no			
Primary_002	H12	Primary_002_H12	CG1486	CG1486		Current		1	no			
Primary_002	H2	Primary_002_H2	CG1463	CG1463		Current		1	no			
Primary_002	H3	Primary_002_H3	CG1464	ey	eyeless	Current	Eyeless tumor-head-63 l(4)102CDh EY EYEL Pax-6 OK107 Ey/Pax6 eye l(4)33 pax6 Ey DPax-6 l(4)102CDr Pax6 CG1464	1	no			
Primary_002	H4	Primary_002_H4	CG1467	Syx16	Syntaxin 16	Current	Syntaxin Syntaxin16 syntaxin 16 dSyntaxin16 syntaxin Dm Syx16 DmSyx16 dSyx16 SYX16 Syx dSyx 16 CG1467	1	no			
Primary_002	H5	Primary_002_H5	CG1470	Gycbeta100B	Guanylyl cyclase beta-subunit at 100B	Current	dgcbeta1 Gycbeta-100B Dgc beta 1 sGCbeta100B dgcb1 CG1470 Dgcbeta1 Gycbeta100B gycbeta100B sGCbeta1	1	no			
Primary_002	H6	Primary_002_H6	CG1471	CDase	Ceramidase	Current	slug-a-bed ceramidase slab fcd cdase CG1471 anon-WO0118547.407	1	no			
Primary_002	H7	Primary_002_H7	CG1472	sec24	sec24	Current	CG1472 Sec24 SEC24 Sec24AB	1	no			
Primary_002	H8	Primary_002_H8	CG1473	PH4alphaEFB	prolyl-4-hydroxylase-alpha EFB	Current	propyl-4-hydroxylase-alpha EFB PH4alphaEFB CG31022 PH4-aEFB CG12088 CG1473 PH4alpha-EFB BcDNA:SD05564	1	no			
Primary_002	H9	Primary_002_H9	CG1474	Es2	Es2	Current	CG1474 ES2 es	1	no			
Primary_003	A1	Primary_003_A1	CG1487	krz	kurtz	Current	beta-arrestin kurtz-arrestin Kurtz l(3)S095214 Kurz Krz CG1487 kurtz 0952/14	1	no			
Primary_003	A10	Primary_003_A10	CG1504	CG1504		Current	CT3673 1504	1	no			
Primary_003	A11	Primary_003_A11	CG1505	gd	gastrulation-defective	Current	gastrulation defective Gastrulation Defective fs(1)573 CG1505 fs(1)gd fs(1)A573 SP186 gas GD fs(1)M18 fs(1)18 fs(1)190-5	1	no			
Primary_003	A12	Primary_003_A12	CG1506	Ac3	Ac3	Current	DAC39E AC3 CG1506 AC 3 DAC3	1	no			
Primary_003	A2	Primary_003_A2	CG1488	Cyp311a1	Cyp311a1	Current	cytochrome P450 311a1 CG1488	1	no			
Primary_003	A3	Primary_003_A3	CG1489	Rpt6	Regulatory particle triple-A ATPase 6	Current	Pros45 26S proteasome regulatory subunit 8 p42C PRS8_DROME sug-1 Rpt6 dRpt6 CG1489 Dug Pros45 S8 Dm_Rpt6a pros45 p42C Ug DUG sug1 1489	2	no	yes	gene	defective cell-cell aggregation
Primary_003	A4	Primary_003_A4	CG1490	Usp7	Ubiquitin-specific protease 7	Current	ubiquitin-specific protease 7 Usp-7 USP7 CG1490	1	no			
Primary_003	A5	Primary_003_A5	CG1492	CG1492		Current		1	no			
Primary_003	A6	Primary_003_A6	CG1494	CG1494		Current		1	no			
Primary_003	A7	Primary_003_A7	CG1497	CG32523		Current	CG1497 SP50	2	yes	yes	gene	defective cell-cell aggregation
Primary_003	A8	Primary_003_A8	CG1499	nyo	nyobe	Current	nyobe CG1499 anon-EST:Liang-2.47 clone 2.47 nyo	1	no			
Primary_003	A9	Primary_003_A9	CG1500	fw	furrowed	Current	wrinkled CT3745 fw-like CG1500 wr	1.33	no			
Primary_003	B1	Primary_003_B1	CG1511	Eph	Eph receptor tyrosine kinase	Current	Drosophila eph Ephrin receptors Eph receptor Eph kinase dek CT3831 DEK RPTK Dek7 lincRNA.923 Dek Deph Ek7 eph CG1511 Dek7	1	no			
Primary_003	B10	Primary_003_B10	CG1521	CG33181		Current	CG1521 CG32714	1	no			
Primary_003	B11	Primary_003_B11	CG1522	cac	cacophony	Current	Cacaphony nightblind A Calcium channel alpha1 subunit  type A no-on-transient B Cacophony lethal(1)11Aa lamina-degeneration cacaphony cacophany night blind A nightblind Cac EE171 H47 Dmcalpha1A l(1)L13 CAC opm18 CG15928 Ca[[V]]2.1 H18 cac1 CG43368 CG1522 L13 P18 alpha1A nbA Dmca1A 13 l(1)13 l(1)11Aa opm47 ldg nonB Ca-alpha1A	1	no			
Primary_003	B12	Primary_003_B12	CG1523	CG1523		Current		1	no			
Primary_003	B2	Primary_003_B2	CG1512	Cul-2	Cullin-2	Current	cul-2 cul-2 Cullin 2 Cul2 dCul2 l(2)02074 CG1512 DMcul-2 CUL2 cul2 Cullin2	1	no			
Primary_003	B3	Primary_003_B3	CG1513	CG1513		Current		1	no			
Primary_003	B4	Primary_003_B4	CG1514	snz	snazarus	Current	Snz CG1514	1	no			
Primary_003	B5	Primary_003_B5	CG1515	Ykt6		Current	Ykt6 lethal (1) G0155 YKT6 CG1515 Ykt6p l(1)G0155	1	no			
Primary_003	B6	Primary_003_B6	CG1516	CG1516		Current	GH06348 Pyruvate carboxylase pyruvate carboxylase pyruvate carboxykinase BcDNA BcDNA:GH06348 Q0E9E2_DROME PC	1	no			
Primary_003	B7	Primary_003_B7	CG1517	na	narrow abdomen	Current	halothane-resistant Dma1U har 38 Dmalpha1U alpha1U harA CG1517 har38 Na har 85 har har85	1	no			
Primary_003	B8	Primary_003_B8	CG1518	CG1518		Current		1	no			
Primary_003	B9	Primary_003_B9	CG1519	Prosalpha7	Proteasome alpha7 subunit	Current	alpha7 20S proteasome subunit alpha-7 alpha-subunit of 20S proteasome Proteasome subunit alpha type-3 20S proteasome Proteasome alpha7 subunit 20S proteasome subunit alpha 7 20s proteasome Prosalpha7 1519 alpha7 CPalpha7 PROSalpha7 CG1519 Alpha7 Alpha-7 PSA3_DROME alpha7_dm	3	no	yes	gene	defective cell-cell aggregation
Primary_003	C1	Primary_003_C1	CG1528	gammaCop	gamma-coatomer protein	Current	lethal (3) S057302b COPI gamma subunit gammaCop anon-WO0118547.334 COPIgamma copg CG1528 gammaCop l(3)S057302b 0573/02 gamma-COP gammaCOP l(3)S057302 573.02	3	yes	yes	gene	defective cell-cell aggregation
Primary_003	C10	Primary_003_C10	CG1544	CG1544		Current		1	no			
Primary_003	C11	Primary_003_C11	CG1546	PH4alphaSG2	prolyl-4-hydroxylase-alpha SG2	Current	SG2 CG1546 PH4alphaSG2	1	no			
Primary_003	C12	Primary_003_C12	CG1548	cathD	cathD	Current	Cathepsin D Cathepsin-D cathepsin D T17 CathD CG1548 CT3996 CATH CTSD	1	no			
Primary_003	C2	Primary_003_C2	CG1529	CG1529		Current		1	no			
Primary_003	C3	Primary_003_C3	CG1530	CG42593		Current	CG1531 CG1530 CG1531 CG1530	1	no			
Primary_003	C4	Primary_003_C4	CG1531	CG42593		Current	CG1531 CG1530 CG1531 CG1530	1	no			
Primary_003	C5	Primary_003_C5	CG1532	CG1532		Current		1	no			
Primary_003	C6	Primary_003_C6	CG1536	sn	singed	Current	Singed Fascin fascin SN fs(1)K418 CG32858 Sn fs(1)M45 fs(1)K473 fs(1)K1421 fs(1)A1057 CG1536 CG15331 fs(1)K743	1	no			
Primary_003	C7	Primary_003_C7	CG1539	tmod	tropomodulin	Current	sanpodo Tropomodulin tropmodulin CG11493 Tmod CG1539 l(3)00848 CT41421 spdo E42 1309/10 CT3919 l(3)S130910 CG15540	1	no			
Primary_003	C8	Primary_003_C8	CG1542	CG1542		Current		3	yes	yes	gene	defective cell-cell aggregation
Primary_003	C9	Primary_003_C9	CG1543	Tbh	Tyramine beta hydroxylase	Current	tyramine beta-monooxygenase Tyramine beta-hydroxylase tyroside beta-hydroxylase tyrosine beta hydroxylase tyramine beta hydroxylase tyramine-beta-hydroxylase Tyramine Beta Hydroxylase Tyramine beta hydroxylase tyramine beta-hydroxylase Dopamine beta hydroxylase TbetaM DBH tbetah T beta h Dbh Tbetah CG1543 TBh TBetah TBH TBetaH tbh TbetaH	1	no			
Primary_003	D1	Primary_003_D1	CG1550	CG1550		Current		1	no			
Primary_003	D10	Primary_003_D10	CG1582	CG1582		Current	cg1582	1	no			
Primary_003	D11	Primary_003_D11	CG1583	GIIIspla2		Current	phospholipase A[[2]] BEST:HL07869 Giiispla2 CG1583	1	no			
Primary_003	D12	Primary_003_D12	CG1584	Orc6	Origin recognition complex subunit 6	Current	DmORC 6 CG1584 orc6 rDmORC ORC DmORC6 ORC6	1	no			
Primary_003	D2	Primary_003_D2	CG1554	RpII215	RNA polymerase II 215kD subunit	Current	RNA polymeraseII-215 kd subunit Pol II CTD polymerase II CTD RNA Polymerase II RNA polymerase IIo Pol II large subunit RNA polymerase II large subunit Pol II large subunit CTD Ultrabithorax-like RNA-polymerase II RNA polymerase II RNA Pol II Pol II Ser5P RNApol2 RNA Pol II Pol II CTD RNAP II Pol-IIa Pol IIa RNAP Pol IIo[ser2] RNAPII Pol IIo l(1)DC912 l(1)10Ca polII Rpll215 Pol II0[ser2] Pol IIo[ser5] l(1)L5 L5 RNAPII0 RNA PolII l(1)G0040 POL RPII215 RNAP II LS rpII1 8WG16 dRpb1 RNApolII pol II Pol II II IIo RNA pol II l(1)DF912 RNA pol IIo RNA Pol II CTD H5 Rpb1 CG1554 RNA PolI 215 5 dRPB1 Ubl Pol IIo[Ser2] CTD Pol II[ser2] Pol II0[ser5] PolII RPB1 PolIIo Pol II Ser5p RpII RNA polII	2.33	no	yes	gene	defective cell-cell aggregation
Primary_003	D3	Primary_003_D3	CG1555	cn	cinnabar	Current	CG1555 Dmel\\cn	1	no			
Primary_003	D4	Primary_003_D4	CG1559	Upf1	Upf1	Current	up-frameshift suppressor 1 upf1 Dm-Upf1 UPF1 smg-2 CG1559 DmUpf1 Upf1p	1	no			
Primary_003	D5	Primary_003_D5	CG1560	mys	myospheroid	Current	lethal(1)myospheroid beta-PS integrin Myospheroid lethal myospheroid non-jumper-42 beta integrin betaPS betaPS-Integrin beta1 integrin myospheriod beta-Integrin beta-PS1 integrin integrin beta[[PS]] subunit lethal(1)93 pupal Myospheriod betaPS integrin betaIntegrin Integrin Integrin betaPS olfactory C Integrin betaPS subunit beta[[mys]]-integrin beta[[PS]]-integrin integrin PSbeta PSbeta-integrin betaPS.*integrin integrin-betaPS myo-spheroid beta PS integrin beta-PS-Integrin olfactory-C betaPS-integrin Integrin-betaPS beta-integrin beta-PS Integrin BetaPS integrin PS-beta-integrin PS integrin beta subunit betaps-integrin beta[[PS]] integrin beta-integrin betaInt l(1)93p beta1 betaPS1 PS EM28 l(1)DA551 beta[[mys]] beta-int BetaPS-Int ItgbetaPS olfC l(1)EM28 l(1)G0233 l(1)7Db l(1)G0281 PSbeta betaPS integrin beta-PS PS[[beta]] beta[[PS]] b[[PS]] Mys bPS betaPS Int beta[[PS]]-integrin l(1)968 CG1560 betaPS-integrin integrin beta[[PS]] l(1)mys MAb6G11 beta-Int nj42 BetaPS CT40473 beta[[P]]S l(1)7Dn betamys betaPS	1	no			
Primary_003	D6	Primary_003_D6	CG1567	C901	C901	Current	cDNA 901 c901 CG1567 10 anon-10Ab CT4052	1	no			
Primary_003	D7	Primary_003_D7	CG1571	CG1571		Current		1	no			
Primary_003	D8	Primary_003_D8	CG1575	CG1575		Current		1	no			
Primary_003	D9	Primary_003_D9	CG1578	CG1578		Current		1	no			
Primary_003	E1	Primary_003_E1	CG1587	Crk	Crk	Current	CRK DCrk D-CRK Dcrk crk CG1587 dCrk D-Crk dCRK	1	no			
Primary_003	E10	Primary_003_E10	CG1605	az2	az2	Current	Zinc finger protein 43C CG1605 zf43C	1	no			
Primary_003	E11	Primary_003_E11	CG1607	CG1607		Current		1.33	no			
Primary_003	E12	Primary_003_E12	CG1609	Gcn2	Gcn2	Current	general control nonderepressing 2 kinase dGCN2 Gcn-2 DGCN2 EIF2 CG1609 GCN2	1	no			
Primary_003	E2	Primary_003_E2	CG1591	REG	REG	Current	REGgamma dReggamma DmREGgamma dREGgamma dREG CG1591	1	no			
Primary_003	E3	Primary_003_E3	CG1594	hop	hopscotch	Current	locus 18 Janus kinase HOPSCOTCH Hopskotch Hopscotch Tumorous Janus-family kinase JAK kinase L4 jak Hop JAK msvl Tum HOP hop/JAK hopscotch l(1)hop Dm JAK d-jak l(1)G18 Hop1 HD-160 CG1594 Jak l(1)10Be l(1)L4 4 DmHD-160 Tum-1	1	no			
Primary_003	E4	Primary_003_E4	CG1597	CG1597		Current		1	no			
Primary_003	E5	Primary_003_E5	CG1598	CG1598		Current	BEST:GH10483 gh10483 BcDNA:GM18141	1	no			
Primary_003	E6	Primary_003_E6	CG1599	Vamp7	Vesicle-associated membrane protein 7	Current	Vamp7 VAMP7 TI-VAMP CG1599	1	no			
Primary_003	E7	Primary_003_E7	CG1600	Drat	Death resistor Adh domain containing target	Current	Death Resistor Adh domain containing Target CG1600	1	no			
Primary_003	E8	Primary_003_E8	CG1602	CG1602		Current		1	no			
Primary_003	E9	Primary_003_E9	CG1603	CG1603		Current		1	no			
Primary_003	F1	Primary_003_F1	CG1615	Ork1	Open rectifier K[+] channel 1	Current	Open rectifier K+ channel 1 open rectifier potassium channel anon-WO0161006.1 ORK ork1 dORK anon-WO0161006.22 ORK-1 CG1615 d-ORK1 K[[2P]] anon-WO0161006.23 KCNK0 ORK1 dORK1 DorK	1	no			
Primary_003	F10	Primary_003_F10	CG1630	IP3K2	"Inositol 1,4,5-triphosphate kinase 2"	Current	CG12724 CG15745 DIP3K2 CG12724 IP[[3]]K-2 CG34359 NP2758 D-IP3K2 dmIP3K2 dmIP[[3]]beta CG45017 CG1630 IP[[3]]K2 dmIP3Kbeta	1	no			
Primary_003	F11	Primary_003_F11	CG1632	CG1632		Current	SPH198	1	no			
Primary_003	F12	Primary_003_F12	CG1633	Jafrac1	thioredoxin peroxidase 1	Current	thioredoxin peroxidase Peroxiredoxin 1 Peroxiredoxin I Thioredoxin peroxidase 1 Peroxiredoxin 4783 peroxiredoxin peroxidase Prx4783 SSP5111 dPrx I jafrac1 CG1633 T20 DmTPx-1 DPx4783 cTPx Dpx-4783 DPx-4783 Prx PRDX1_DROME 1633 jf1	1	no			
Primary_003	F2	Primary_003_F2	CG1616	dpa	disc proliferation abnormal	Current	Drosophila proliferation abnormal mcm4 Mcm4 DmMCM4 Dpa CG1616 DmeMCM4 MCM4 DmMcm4 43Ca MCM4_DROME l(2)43Ca	1	no			
Primary_003	F3	Primary_003_F3	CG1617	sdt	stardust	Current	Stardust CG12657 BP1063 anon-fast-evolving-2E6 CG32717 Std CG12658 CG12657 BP1063 l(1)7Ef Pals1 anon-EST:fe2E6 CG15340 pal1 PALS1 CG1617 Sdt CG15342 CG15339 CG15341 std	1	no			
Primary_003	F4	Primary_003_F4	CG1618	comt	comatose	Current	Comatose N-ethylmaleimide-sensitive fusion protein NEM-sensitive fusion protein dNSF1 CG 1618 NSF1 NSF DmNSF CG1618 dNsf1 Nsf dNSF-1 dNSF dnsf1 Comt NSF-1 com	1	no			
Primary_003	F5	Primary_003_F5	CG1620	CG1620		Current	146745_at	1	no			
Primary_003	F6	Primary_003_F6	CG1622	CG1622		Current		1	no			
Primary_003	F7	Primary_003_F7	CG1625	dila	dilatory	Current	CG1626 CG1625	1	no			
Primary_003	F8	Primary_003_F8	CG1627	Pde9	Phosphodiesterase 9	Current	CG42276 CG3754 CG42276 PDE9 CG32648 CG3761 CG3765 CG1627 CG3754	1	no			
Primary_003	F9	Primary_003_F9	CG1628	CG1628		Current		1	no			
Primary_003	G1	Primary_003_G1	CG1634	Nrg	Neuroglian	Current	central brain deranged female sterile(1)M72 icebox neuroglian lethal (1) G0488 NFASC nrg NRG CT4318 ceb l(1)G0099 fs(1)M72 RA35 l(1)G0488 CG1634 l(1)7Fa ibx Ngl l(1)G0413	1	no			
Primary_003	G10	Primary_003_G10	CG1647	CG1647		Current		1	no			
Primary_003	G11	Primary_003_G11	CG1650	unpg	unplugged	Current	Gbx unp anon-45C CG1650 upg	1	no			
Primary_003	G12	Primary_003_G12	CG1651	Ank	Ankyrin	Current	ankyrin ank dank1 Dank1 CG32008 CG1651 ANK DAnk1	1	no			
Primary_003	G2	Primary_003_G2	CG1635	CG1635		Current		1	no			
Primary_003	G3	Primary_003_G3	CG1637	CG1637		Current		1	no			
Primary_003	G4	Primary_003_G4	CG1638	CG1638		Current	bs31f06.y1	1	no			
Primary_003	G5	Primary_003_G5	CG1639	l(1)10Bb	lethal (1) 10Bb	Current	lethal(1)10Bb 10Ba l(1)GLM14 l(1)G14 l(1)G0169 CG1639	1	no			
Primary_003	G6	Primary_003_G6	CG1640	CG1640		Current		1	no			
Primary_003	G7	Primary_003_G7	CG1644	Cyp6t1	Cyp6t1	Current	cytochrome P450 CG1644 6t1	1	no			
Primary_003	G8	Primary_003_G8	CG1645	fa2h	fatty acid 2-hydroylase	Current	fatty acid hydroxlase sphingolipid-specific fatty acid hydroxylase FA2H CG30502 CG1645 CG1642	1	no			
Primary_003	G9	Primary_003_G9	CG1646	CG1646		Current	Prp39	1	no			
Primary_003	H1	Primary_003_H1	CG1655	sofe	sister of feo	Current	CG1655	1	no			
Primary_003	H10	Primary_003_H10	CG1673	CG1673		Current		1	no			
Primary_003	H11	Primary_003_H11	CG1675	Ntmt	N-terminal methyltransferase	Current	dNTMT CG1675	1	no			
Primary_003	H12	Primary_003_H12	CG1676	cactin	cactin	Current	CG1676	1	no			
Primary_003	H2	Primary_003_H2	CG1657	CG1657		Current		1	no			
Primary_003	H3	Primary_003_H3	CG1659	unc-119	unc-119	Current	dm unc-119 DmUNC-119 Unc-119 anon-EST:Posey123 CG1659 Unc119	1	no			
Primary_003	H4	Primary_003_H4	CG1663	CG1663		Current		1	no			
Primary_003	H5	Primary_003_H5	CG1664	sbr	small bristles	Current	shorter-bristles nuclear export factor 1 locus 1 l(1)G1 PABPr NXF1-p15 NXF1 NFX1 CT4634 sbt CG17335 Dm nxf1 dTap Nxf1 l(1)9Fd CG1664 l(1)ts DNXF-1 l(1)ts403 DmNXF1 nxf1	1	no			
Primary_003	H6	Primary_003_H6	CG1665	CG1665		Current	IP19920p	1	no			
Primary_003	H7	Primary_003_H7	CG1666	Hlc	Helicase	Current	section 14 section 7 RNA helicase gene helicase lethal(1)19Ff 14 CG1666 l(1)A112 HM-44 l11P1 HLC lA112 DmRH10 l(1)S-19F6 11P1 7 hlc A112 l(1)19Ff l(1)8-1 l(1)11P1	1	no			
Primary_003	H8	Primary_003_H8	CG1669	kappaB-Ras	kappaB-Ras	Current	kappaB-Ras B7YZS7 dkappaB-Ras BcDNA:RH38596 CG1669 Q9V4L4-1 kappaB-Ras	1	no			
Primary_003	H9	Primary_003_H9	CG1671	CG1671		Current		1	no			
Primary_004	A1	Primary_004_A1	CG1681	GstT4	Glutathione S transferase T4	Current	gstt4 CG1681	1	no			
Primary_004	A10	Primary_004_A10	CG1696	Dd	Dullard	Current	lethal (1) G0269 d-dullard ddd anon-WO03040301.167 l(1)G0269 CG1696 BcDNA:LD08201	1	no			
Primary_004	A11	Primary_004_A11	CG1697	rho-4	rhomboid-4	Current	Rhomboid 4 Rhomboid-4 rho 4 Rho-related [10C6] CG1697 rho4 Rho-4	1	no			
Primary_004	A12	Primary_004_A12	CG1698	CG1698		Current	DmNAT5	1.67	yes	yes	gene	defective cell-cell aggregation
Primary_004	A2	Primary_004_A2	CG1683	Ant2	Adenine nucleotide translocase 2	Current	ADP/ATP translocase ADP/ATP translocase 2 l(1)G0126 ANT2 l(1)G0247 l(1)G0386 CG1683	1	no			
Primary_004	A3	Primary_004_A3	CG1685	pen	penguin	Current	CG1685	1	no			
