Plate	Well Number	Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Control Type	Control Comments	Channels	Replicate Group	Plate Issues
JL_120731_S6B	47	D11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rad24	SPAC8E11.02c	rad24					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	48	D12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cmk1	SPACUNK12.02c	cmk1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	49	E1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	50	E2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ase1	SPAPB1A10.09	ase1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	51	E3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	52	E4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	53	E5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	54	E6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	55	E7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC57A7.12	SPAC57A7.12						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	56	E8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	arp8	SPAC664.02c	arp8					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	57	E9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pcd1	SPAC6G9.05	pcd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	58	E10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	bst1	SPAC824.02	bst1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	59	E11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	dmc1	SPAC8E11.03c	dmc1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	60	E12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mpp6	SPACUNK4.11c	mpp6					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	61	F1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	62	F2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ase1	SPAPB1A10.09	ase1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	63	F3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	64	F4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	65	F5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	66	F6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	67	F7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC589.09	SPAC589.09						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	68	F8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	caf4	SPAC664.15	caf4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	69	F9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sfp47	SPAC7D4.02c	sfp47					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	70	F10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC824.04	SPAC824.04						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	71	F11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	msh3	SPAC8F11.03	msh3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	72	F12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPACUNK4.13c	SPACUNK4.13c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	73	G1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	74	G2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ase1	SPAPB1A10.09	ase1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	75	G3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	76	G4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	77	G5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	78	G6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	79	G7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gyp7	SPAC630.05	gyp7					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	80	G8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	set13	SPAC688.14	set13					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	81	G9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mod21	SPAC806.08c	mod21					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	82	G10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	gda1	SPAC824.08	gda1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	83	G11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	fml1	SPAC9.05	fml1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	84	G12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	oma1	SPAP14E8.04	oma1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	85	H1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	86	H2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ase1	SPAPB1A10.09	ase1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	87	H3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	88	H4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	89	H5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	90	H6									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	91	H7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mug58	SPAC630.09c	mug58					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	92	H8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC694.02	SPAC694.02						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	93	H9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	spn2	SPAC821.06	spn2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	94	H10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAC869.05c	SPAC869.05c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	95	H11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	thi9	SPAC9.10	thi9					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120731_S6B	96	H12									empty well		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	1	A1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPAP32A8.03c	SPAP32A8.03c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	2	A2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	afg1	SPBC115.02c	afg1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	3	A3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	bzz1	SPBC12C2.05c	bzz1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	4	A4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pho8	SPBC14F5.13c	pho8					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	5	A5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	scs2	SPBC16G5.05c	scs2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	6	A6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pas4	SPBC17A3.10	pas4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	7	A7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	8	A8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mto1	SPCC417.07c	mto1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	9	A9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	10	A10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	11	A11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	12	A12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	13	B1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	nxt1	SPAPB1A10.03	nxt1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	14	B2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mei3	SPBC119.04	mei3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	15	B3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	srb11	SPBC12D12.06	srb11					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	16	B4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	dhx29	SPBC15C4.05	dhx29					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	17	B5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC16G5.16	SPBC16G5.16						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	18	B6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	dbp3	SPBC17D1.06	dbp3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	19	B7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	20	B8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mto1	SPCC417.07c	mto1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	21	B9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	22	B10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	23	B11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	24	B12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	25	C1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mca1	SPAPB1A11.04c	mca1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	26	C2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	sco1	SPBC119.06	sco1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	27	C3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	meu14	SPBC1347.03	meu14					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	28	C4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pho2	SPBC15D4.15	pho2					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	29	C5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC16H5.08c	SPBC16H5.08c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	30	C6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC17D1.07c	SPBC17D1.07c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	31	C7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	32	C8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mto1	SPCC417.07c	mto1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	33	C9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	34	C10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	35	C11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	36	C12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	37	D1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mfm1	SPAPB8E5.05	mfm1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	38	D2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rud3	SPBC119.12	rud3					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	39	D3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	arp1	SPBC1347.12	arp1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	40	D4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	imp1	SPBC1604.08c	imp1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	41	D5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	skb1	SPBC16H5.11c	skb1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	42	D6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rga5	SPBC17F3.01c	rga5					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	43	D7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mal3	SPAC18G6.15	mal3			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	44	D8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mto1	SPCC417.07c	mto1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	45	D9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	46	D10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	47	D11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	48	D12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	49	E1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	syn1	SPAPYUK71.03c	syn1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	50	E2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	shy1	SPBC1215.01	shy1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	51	E3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	vrp1	SPBC13E7.09	vrp1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	52	E4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	cha4	SPBC1683.13c	cha4					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	53	E5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pof10	SPBC1703.06	pof10					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	54	E6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rct1	SPBC17G9.05	rct1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	55	E7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	56	E8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ase1	SPAPB1A10.09	ase1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	57	E9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	58	E10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	59	E11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	60	E12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	61	F1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	srx1	SPBC106.02c	srx1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	62	F2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1271.05c	SPBC1271.05c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	63	F3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	rbd1	SPBC13E7.11	rbd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	64	F4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pmp1	SPBC1685.01	pmp1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	65	F5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	hop1	SPBC1718.02	hop1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	66	F6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC17G9.12c	SPBC17G9.12c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	67	F7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	68	F8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ase1	SPAPB1A10.09	ase1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	69	F9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	70	F10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	71	F11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	72	F12	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	73	G1	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	pka1	SPBC106.10	pka1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	74	G2	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ste20	SPBC12C2.02c	ste20					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	75	G3	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	lsd1	SPBC146.09c	lsd1					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	76	G4	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC16A3.17c	SPBC16A3.17c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	77	G5	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	SPBC1773.03c	SPBC1773.03c						GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	78	G6	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	mak10	SPBC1861.03	mak10					GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	79	G7	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	tea1	SPCC1223.06	tea1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	80	G8	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	ase1	SPAPB1A10.09	ase1			positive control		GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	81	G9	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	82	G10	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
JL_120801_S7A	83	G11	Schizosaccharomyces pombe	NCBITaxon	NCBITaxon_4896	MS1404					negative control	wild type	GFP:endogenous alpha tubulin 2;Cascade blue:growth media	2	
