Plate	Well Number	Well	Plate_Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Cell Line]	Characteristics Comments	siRNA Pool Identifier	siRNA Library Name	Reagent Design Gene Annotation Build	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Gene Annotation Comments	RefSeq Locus	RefSeq GI Number	Analysis Gene Annotation Build	Control Type	Control Comments	Quality Control	Quality Control Comments	Channels	Comments
LM2_siGENOME_1A	123	F3	LM2_siGENOME_1A_F3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010323-01	Dharmacon siGENOME		23075	SWAP70			NM_015055	93102363				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	124	F4	LM2_siGENOME_1A_F4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-004158-02	Dharmacon siGENOME		2909	GRLF1			NM_004491	150417980				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	125	F5	LM2_siGENOME_1A_F5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-017817-01	Dharmacon siGENOME		50619	DEF6			NM_022047	145312240				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	126	F6	LM2_siGENOME_1A_F6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020676-00	Dharmacon siGENOME		56848	FLJ20184			NM_017700	8923172				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	127	F7	LM2_siGENOME_1A_F7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	128	F8	LM2_siGENOME_1A_F8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008650-00	Dharmacon siGENOME		29127	RACGAP1			NM_013277	21361396		positive control	"checks for transfection, gives strong multinuclear phenotype"	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	129	F9	LM2_siGENOME_1A_F9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-019915-00	Dharmacon siGENOME		1794	DOCK2			NM_004946	31377467				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	130	F10	LM2_siGENOME_1A_F10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009302-00	Dharmacon siGENOME		116984	ARAP2	CENTD1	Gene symbol updated by IDR curator to be consistent across plates.	NM_015230	21264591				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	131	F11	LM2_siGENOME_1A_F11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-032927-01	Dharmacon siGENOME		389337	ARHGEF37	FLJ41603	Gene symbol updated by IDR curator to be consistent across plates.	NM_001001669	83715965				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	132	F12	LM2_siGENOME_1A_F12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009546-01	Dharmacon siGENOME		23616	SH3BP1			NM_018957	85815828				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	133	F13	LM2_siGENOME_1A_F13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-031950-01	Dharmacon siGENOME		57572	DOCK6			NM_020812	157426886				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	134	F14	LM2_siGENOME_1A_F14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008966-00	Dharmacon siGENOME		392	ARHGAP1			NM_004308	19923243				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	135	F15	LM2_siGENOME_1A_F15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-031725-01	Dharmacon siGENOME		85440	DOCK7			NM_033407	54112428				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	136	F16	LM2_siGENOME_1A_F16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	137	F17	LM2_siGENOME_1A_F17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-006450-00	Dharmacon siGENOME		1894	ECT2			NM_018098	21735571		positive control	"checks for transfection, gives strong multinuclear phenotype"	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	138	F18	LM2_siGENOME_1A_F18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008335-01	Dharmacon siGENOME		55114	ARHGAP17			NM_018054	56860104				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	139	F19	LM2_siGENOME_1A_F19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-027177-02	Dharmacon siGENOME		84033	OBSCN			NM_052843	58331252				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	140	F20	LM2_siGENOME_1A_F20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	141	F21	LM2_siGENOME_1A_F21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015696-01	Dharmacon siGENOME		139818	DOCK11			NM_144658	145699122				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	142	F22	LM2_siGENOME_1A_F22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-035016-00	Dharmacon siGENOME		89839	FAM7A2			NM_001039841	89886349				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	143	F23	LM2_siGENOME_1A_F23																empty well					
LM2_siGENOME_1A	144	F24	LM2_siGENOME_1A_F24																empty well					
LM2_siGENOME_1A	145	G1	LM2_siGENOME_1A_G1																empty well					
LM2_siGENOME_1A	146	G2	LM2_siGENOME_1A_G2																empty well					
LM2_siGENOME_1A	147	G3	LM2_siGENOME_1A_G3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	148	G4	LM2_siGENOME_1A_G4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003932-02	Dharmacon siGENOME		7074	TIAM1			NM_003253	115583669				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	149	G5	LM2_siGENOME_1A_G5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009654-00	Dharmacon siGENOME		23370	ARHGEF18			NM_015318	14670376				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	150	G6	LM2_siGENOME_1A_G6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-023690-01	Dharmacon siGENOME		64857	PLEKHG2			NM_022835	45237196				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	151	G7	LM2_siGENOME_1A_G7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008611-00	Dharmacon siGENOME		29	ABR			NM_001092	38679953				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	152	G8	LM2_siGENOME_1A_G8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010231-00	Dharmacon siGENOME		9459	ARHGEF6			NM_004840	22027524				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	153	G9	LM2_siGENOME_1A_G9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009751-01	Dharmacon siGENOME		9828	ARHGEF17			NM_014786	21361457				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	154	G10	LM2_siGENOME_1A_G10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009313-00	Dharmacon siGENOME		23101	MCF2L2			NM_015078	31742504				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	155	G11	LM2_siGENOME_1A_G11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003875-05	Dharmacon siGENOME		613	BCR			NM_021574	82546844				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	156	G12	LM2_siGENOME_1A_G12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-026895-01	Dharmacon siGENOME		55785	FGD6			NM_018351	154240685				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	157	G13	LM2_siGENOME_1A_G13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010360-00	Dharmacon siGENOME		9826	ARHGEF11			NM_014784	38026914				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	158	G14	LM2_siGENOME_1A_G14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008431-00	Dharmacon siGENOME		221472	FGD2			NM_173558	34222232				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	159	G15	LM2_siGENOME_1A_G15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013460-01	Dharmacon siGENOME		9639	ARHGEF10			NM_014629	62568863				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	160	G16	LM2_siGENOME_1A_G16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013873-01	Dharmacon siGENOME		57449	PLEKHG5	KIAA0720	Gene symbol updated by IDR curator to be consistent across plates.	NM_020631	111154086				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	161	G17	LM2_siGENOME_1A_G17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010234-01	Dharmacon siGENOME		27237	ARHGEF16			NM_014448	163792207				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	162	G18	LM2_siGENOME_1A_G18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010371-01	Dharmacon siGENOME		89846	FGD3			NM_033086	134133264				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	163	G19	LM2_siGENOME_1A_G19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-024516-01	Dharmacon siGENOME		5924	RASGRF2			NM_006909	38505169				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	164	G20	LM2_siGENOME_1A_G20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013873-01	Dharmacon siGENOME		57449	PLEKHG5	KIAA0720	Gene symbol updated by IDR curator to be consistent across plates.	NM_020631	111154086				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	165	G21	LM2_siGENOME_1A_G21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-013243-00	Dharmacon siGENOME		50650	ARHGEF3			NM_019555	9506400				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	166	G22	LM2_siGENOME_1A_G22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-031878-01	Dharmacon siGENOME		153478	PLEKHG4B	KIAA1909	Gene symbol updated by IDR curator to be consistent across plates.	NM_052909	148529024				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	167	G23	LM2_siGENOME_1A_G23																empty well					
LM2_siGENOME_1A	168	G24	LM2_siGENOME_1A_G24																empty well					
LM2_siGENOME_1A	169	H1	LM2_siGENOME_1A_H1																empty well					
LM2_siGENOME_1A	170	H2	LM2_siGENOME_1A_H2																empty well					
LM2_siGENOME_1A	171	H3	LM2_siGENOME_1A_H3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-012695-01	Dharmacon siGENOME		1795	DOCK3			NM_004947	54400756				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	172	H4	LM2_siGENOME_1A_H4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-006539-01	Dharmacon siGENOME		4649	MYO9A			NM_006901	156119614				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	173	H5	LM2_siGENOME_1A_H5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-014040-00	Dharmacon siGENOME		23348	DOCK9			NM_015296	24308028				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	174	H6	LM2_siGENOME_1A_H6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009136-02	Dharmacon siGENOME		116985	ARAP1	CENTD2	Gene symbol updated by IDR curator to be consistent across plates.	NM_015242	92091602				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	175	H7	LM2_siGENOME_1A_H7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-017968-01	Dharmacon siGENOME		9732	DOCK4			NM_014705	92091571				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	176	H8	LM2_siGENOME_1A_H8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008335-01	Dharmacon siGENOME		55114	ARHGAP17			NM_018054	56860104				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	177	H9	LM2_siGENOME_1A_H9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-023079-01	Dharmacon siGENOME		55619	DOCK10			NM_014689	154146188				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	178	H10	LM2_siGENOME_1A_H10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003791-02	Dharmacon siGENOME		1124	CHN2			NM_001039936	91106927				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	179	H11	LM2_siGENOME_1A_H11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-015469-00	Dharmacon siGENOME		221178	SPATA13			NM_153023	23308552				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	180	H12	LM2_siGENOME_1A_H12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-003875-05	Dharmacon siGENOME		613	BCR			NM_021574	82546844				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	181	H13	LM2_siGENOME_1A_H13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008235-01	Dharmacon siGENOME		50649	ARHGEF4			NM_015320	15011978				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	182	H14	LM2_siGENOME_1A_H14	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020676-00	Dharmacon siGENOME		56848	FLJ20184			NM_017700	8923172				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	183	H15	LM2_siGENOME_1A_H15	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020314-01	Dharmacon siGENOME		23229	ARHGEF9			NM_015185	7662107				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	184	H16	LM2_siGENOME_1A_H16	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-026304-01	Dharmacon siGENOME		23268	DNMBP			NM_015221	157426903				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	185	H17	LM2_siGENOME_1A_H17	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-020318-01	Dharmacon siGENOME		55200	PLEKHG6	FLJ10665	Gene symbol updated by IDR curator to be consistent across plates.	NM_018173	141803343				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	186	H18	LM2_siGENOME_1A_H18	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009444-01	Dharmacon siGENOME		4983	OPHN1			NM_002547	4505506				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	187	H19	LM2_siGENOME_1A_H19	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-011253-01	Dharmacon siGENOME		1793	DOCK1			NM_001380	100913207				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	188	H20	LM2_siGENOME_1A_H20	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-007052-01	Dharmacon siGENOME		64411	ARAP3	CENTD3	Gene symbol updated by IDR curator to be consistent across plates.	NM_022481	58331234				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	189	H21	LM2_siGENOME_1A_H21	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-032927-01	Dharmacon siGENOME		389337	ARHGEF37	FLJ41603	Gene symbol updated by IDR curator to be consistent across plates.	NM_001001669	83715965				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	190	H22	LM2_siGENOME_1A_H22	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-030269-01	Dharmacon siGENOME		55701	ARHGEF40	FLJ10357	Gene symbol updated by IDR curator to be consistent across plates.	NM_018071	50843836				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	191	H23	LM2_siGENOME_1A_H23																empty well					
LM2_siGENOME_1A	192	H24	LM2_siGENOME_1A_H24																empty well					
LM2_siGENOME_1A	193	I1	LM2_siGENOME_1A_I1																empty well					
LM2_siGENOME_1A	194	I2	LM2_siGENOME_1A_I2																empty well					
LM2_siGENOME_1A	195	I3	LM2_siGENOME_1A_I3	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-005194-01	Dharmacon siGENOME		6654	SOS1			NM_005633	15529995				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	196	I4	LM2_siGENOME_1A_I4	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-010178-03	Dharmacon siGENOME		10451	VAV3			NM_001079874	120432041				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	197	I5	LM2_siGENOME_1A_I5	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009354-00	Dharmacon siGENOME		25791	NGEF			NM_019850	29789101				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	198	I6	LM2_siGENOME_1A_I6	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231											negative control	mock transfection	pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	199	I7	LM2_siGENOME_1A_I7	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009731-00	Dharmacon siGENOME		22899	ARHGEF15			NM_173728	32307165				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	200	I8	LM2_siGENOME_1A_I8	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-024745-01	Dharmacon siGENOME		57480	PLEKHG1			NM_001029884	71274147				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	201	I9	LM2_siGENOME_1A_I9	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009833-00	Dharmacon siGENOME		26084	ARHGEF26	SGEF	Gene symbol updated by IDR curator to be consistent across plates.	NM_015595	21361486				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	202	I10	LM2_siGENOME_1A_I10	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009313-00	Dharmacon siGENOME		23101	MCF2L2			NM_015078	31742504				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	203	I11	LM2_siGENOME_1A_I11	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-008480-00	Dharmacon siGENOME		23365	ARHGEF12			NM_015313	7662087				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	204	I12	LM2_siGENOME_1A_I12	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-005199-02	Dharmacon siGENOME		7410	VAV2			NM_003371	40549447				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
LM2_siGENOME_1A	205	I13	LM2_siGENOME_1A_I13	Homo sapiens	NCBITaxon	NCBITaxon_9606	LM2	LM2 is derived from MDA-MB-231	M-009731-00	Dharmacon siGENOME		22899	ARHGEF15			NM_173728	32307165				pass		AlexaFluor647:YAP/TAZ; AlexaFluor568:alphaTubulin;Phalloidin488: F-actin;Hoechst: nuclei	
