Replicate,Plate,Well,Gene Identifier %% url=http://www.pombase.org/spombe/result/%s,Gene Identifier Source Database,Strain Name,Gene Symbol,Control Type,Control Comments,Reproducibility of Shape Hits,Reproducibility of microtubule hits,Reproducibility of cell cycle progression hits,Visual Shape Hit,Visual Microtubule Hit,Conservation in S. cerevisiae,Conservation in Vertebrates,Conservation in H. sapiens,Phenotype 1,Ontology Term Name 1a,Term Source Accession 1a,Ontology Term Name 1b,Term Source Accession 1b,Phenotype 2,Ontology Term Name 2a,Term Source Accession 2a,Ontology Term Name 2b,Term Source Accession 2b,Phenotype 3,Ontology Term Name 3a,Term Source Accession 3a,Ontology Term Name 3b,Term Source Accession 3b,Phenotype 4,Ontology Term Name 4a,Term Source Accession 4a,Ontology Term Name 4b,Term Source Accession 4b,Phenotype 5,Ontology Term Name 5a,Term Source Accession 5a,Ontology Term Name 5b,Term Source Accession 5b,Phenotype 6,Ontology Term Name 6a,Term Source Accession 6a,Ontology Term Name 6b,Term Source Accession 6b,Phenotype 7,Ontology Term Name 7a,Term Source Accession 7a,Ontology Term Name 7b,Term Source Accession 7b
1,X_110213_S2_Blue1300,C5,SPAPB8E5.02c,Pombase,rpn502,rpn502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,C6,SPBC1539.06,Pombase,SPBC1539.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,C7,SPBC16C6.05,Pombase,SPBC16C6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,C8,SPBC18H10.07,Pombase,SPBC18H10.07,,,,7/10,3/7,,,,yes,yes,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,C9,SPBC24C6.05,Pombase,sec28,sec28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D1,SPAC630.11,Pombase,vps55,vps55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D10,SPBC32F12.08c,Pombase,duo1,duo1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D11,SPBC83.04,Pombase,apc15,apc15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D12,SPBP22H7.08,Pombase,rps1002,rps1002,,,4/10,5/9,,,,yes,yes,yes,long cytoplasmic microtubules,elongated cytoplasmic microtubules,CMPO_0000370,,,viable curved vegetative cell,curved cell,CMPO_0000365,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D2,SPAC6F6.09,Pombase,eaf6,eaf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D3,SPAP11E10.01,Pombase,SPAP11E10.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D4,SPAPB17E12.08,Pombase,SPAPB17E12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D5,SPAPJ691.03,Pombase,SPAPJ691.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D6,SPBC1539.08,Pombase,arf6,arf6,,,6/8,6/7,,,,yes,yes,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D7,SPBC16E9.15,Pombase,SPBC16E9.15,,,,,5/6,,,,yes,yes,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D8,SPBC19F8.01c,Pombase,spn7,spn7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,D9,SPBC29A10.12,Pombase,SPBC29A10.12,,,,,2/4,,,,yes,yes,yes,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E1,SPAC630.15,Pombase,mug177,mug177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E10,SPBC32H8.05,Pombase,SPBC32H8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E11,SPBC83.19c,Pombase,SPBC83.19c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E12,SPBP4H10.08,Pombase,qcr10,qcr10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E2,SPAC6G9.09c,Pombase,rpl2401,rpl2401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E3,SPAP27G11.15,Pombase,slx1,slx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E4,SPAPB17E12.12c,Pombase,SPAPB17E12.12c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E5,SPBC1105.09,Pombase,ubc15,ubc15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E6,SPBC1539.10,Pombase,nop16,nop16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E7,SPBC1703.08c,Pombase,SPBC1703.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E8,SPBC21B10.08c,Pombase,SPBC21B10.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,E9,SPBC29A3.21,Pombase,SPBC29A3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F1,SPAC664.10,Pombase,klp2,klp2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F10,SPBC337.09,Pombase,erg28,erg28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F11,SPBC839.14c,Pombase,see1,see1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F12,SPBP4H10.12,Pombase,SPBP4H10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F2,SPAC750.08c,Pombase,SPAC750.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F3,SPAP27G11.16,Pombase,SPAP27G11.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F4,SPAPB17E12.14c,Pombase,SPAPB17E12.14c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F5,SPBC11C11.07,Pombase,rpl1801,rpl1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F6,SPBC15D4.02,Pombase,gsf1,gsf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F7,SPBC1703.11,Pombase,SPBC1703.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F8,SPBC21C3.11,Pombase,ubx4,ubx4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,F9,SPBC29B5.03c,Pombase,rpl26,rpl26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G1,SPAC683.03,Pombase,SPAC683.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G10,SPBC337.16,Pombase,cho1,cho1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G11,SPBC887.08,Pombase,SPBC887.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G12,SPBP8B7.22,Pombase,erd2,erd2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G2,SPAC823.02,Pombase,SPAC823.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G3,SPAPB17E12.02,Pombase,yip12,yip12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G4,SPAPB18E9.04c,Pombase,SPAPB18E9.04c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G5,SPBC1348.01,Pombase,SPBC1348.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G6,SPBC15D4.06,Pombase,naa30,naa30,,,,4/7,,,,yes,yes,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G7,SPBC1709.18,Pombase,tif452,tif452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G8,SPBC21D10.08c,Pombase,SPBC21D10.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,G9,SPBC2D10.16,Pombase,mhf1,mhf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H1,SPAC694.03,Pombase,SPAC694.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H10,SPBC3B9.05,Pombase,SPBC3B9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H11,SPBC8D2.02c,Pombase,vps68,vps68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H12,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H2,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H3,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H4,SPAPB1E7.07,Pombase,glt1,glt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H5,SPBC1348.14c,Pombase,ght7,ght7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H6,SPBC1604.18c,Pombase,SPBC1604.18c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H7,SPBC1711.14,Pombase,rec15,rec15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H8,SPBC23E6.05,Pombase,arx1,arx1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110213_S2_Blue1300,H9,SPBC2D10.20,Pombase,ubc1,ubc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A1,,,empty,,empty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A10,SPAC1D4.11c,Pombase,lkh1,lkh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A11,SPAC23C4.17,Pombase,trm402,trm402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A12,SPAC2F3.12c,Pombase,plp1,plp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A2,SPAC17A5.18c,Pombase,rec25,rec25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A3,SPAC27E2.01,Pombase,SPAC27E2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A4,SPAC4G9.19,Pombase,SPAC4G9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A5,SPAPB18E9.01,Pombase,trm5,trm5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A6,SPBC365.06,Pombase,pmt3,pmt3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A7,SPCC613.12c,Pombase,raf1,raf1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A8,SPAC13G7.11,Pombase,SPAC13G7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,A9,SPAC1782.04,Pombase,cox24,cox24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B1,SPAC11E3.10,Pombase,SPAC11E3.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B10,SPAC1F8.08,Pombase,SPAC1F8.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B11,SPAC25B8.10,Pombase,SPAC25B8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B12,SPAC3A12.08,Pombase,SPAC3A12.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B2,SPAC17D4.01,Pombase,pex7,pex7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B3,SPAC27F1.10,Pombase,SPAC27F1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B4,SPAC513.06c,Pombase,SPAC513.06c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B5,SPBC106.05c,Pombase,tim11,tim11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B6,SPBC3D6.05,Pombase,ptp4,ptp4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B7,SPCC757.12,Pombase,SPCC757.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B8,SPAC1486.01,Pombase,SPAC1486.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,B9,SPAC1782.11,Pombase,met14,met14,,,5/7,4/5,,,,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C1,SPAC1296.02,Pombase,cox4,cox4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C10,SPAC212.03,Pombase,SPAC212.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C11,SPAC25G10.06,Pombase,rps2801,rps2801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C12,SPAC3G6.02,Pombase,rpn15,rpn15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C2,SPAC17G8.09,Pombase,shg1,shg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C3,SPAC2F3.18c,Pombase,SPAC2F3.18c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C4,SPAC57A10.06,Pombase,mug15,mug15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C5,SPBC1347.07,Pombase,rex2,rex2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C6,SPBC56F2.14,Pombase,mrpl44,mrpl44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C7,SPCP1E11.11,Pombase,puf6,puf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C8,SPAC14C4.16,Pombase,dad3,dad3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,C9,SPAC17G8.05,Pombase,med20,med20,,,9/9,6/6,,yes,,yes,yes,yes,viable elongated vegetative cell,elongated cell,CMPO_0000077,,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,microtubule bundles present in greater numbers,increased number of microtubule bundles,CMPO_0000372,,,S-shaped cell,S-shaped cell,CMPO_0000364,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,
1,X_110222_S1,D1,SPAC1420.03,Pombase,rpn501,rpn501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D10,SPAC22F3.07c,Pombase,atp20,atp20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D11,SPAC29A4.14c,Pombase,SPAC29A4.14c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D12,SPAC4D7.11,Pombase,dsc4,dsc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D2,SPAC1952.02,Pombase,tma23,tma23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D3,SPAC30C2.05,Pombase,erv14,erv14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D4,SPAC630.07c,Pombase,SPAC630.07c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D5,SPBC1604.09c,Pombase,SPBC1604.09c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D6,SPBC577.02,Pombase,rpl3801,rpl3801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D7,SPAC1002.20,Pombase,SPAC1002.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D8,SPAC1527.02,Pombase,sft2,sft2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,D9,SPAC1851.02,Pombase,slc1,slc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E1,SPAC15E1.09,Pombase,grx2,grx2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E10,SPAC22H10.02,Pombase,SPAC22H10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E11,SPAC29A4.17c,Pombase,SPAC29A4.17c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E12,SPAC4G9.06c,Pombase,chz1,chz1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E2,SPAC1B1.02c,Pombase,SPAC1B1.02c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E3,SPAC31A2.02,Pombase,trm112,trm112,,,7/7,,2/5,,,yes,yes,yes,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,IP increased,more cells with interphase microtubule arrays,CMPO_0000383,,,viable pear-shaped vegetative cell,pear-shaped cell,CMPO_0000366,,,SP reduced,fewer cells with metaphase spindles,CMPO_0000387,,,,,,,,,,,,,,,,,
1,X_110222_S1,E4,SPAC824.07,Pombase,SPAC824.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E5,SPBC16D10.02,Pombase,trm11,trm11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E6,SPBC651.12c,Pombase,dbl7,dbl7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E7,SPAC1296.04,Pombase,mug65,mug65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E8,SPAC15E1.06,Pombase,vps29,vps29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,E9,SPAC18B11.08c,Pombase,SPAC18B11.08c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F1,SPAC16A10.05c,Pombase,dad1,dad1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F10,SPAC23A1.11,Pombase,rpl1602,rpl1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F11,SPAC2C4.05,Pombase,cor1,cor1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F12,SPAC4H3.06,Pombase,SPAC4H3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F2,SPAC227.14,Pombase,SPAC227.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F3,SPAC343.20,Pombase,SPAC343.20,,,,,2/5,,,,yes,yes,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F4,SPAC890.07c,Pombase,rmt1,rmt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F5,SPBC19G7.02,Pombase,SPBC19G7.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F6,SPBC713.09,Pombase,SPBC713.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F7,SPAC13A11.03,Pombase,mcp7,mcp7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F8,SPAC1687.23c,Pombase,SPAC1687.23c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,F9,SPAC18B11.09c,Pombase,SPAC18B11.09c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,G1,SPAC1751.04,Pombase,SPAC1751.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,G10,SPAC23C11.08,Pombase,php3,php3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,G11,SPAC2C4.08,Pombase,SPAC2C4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,G12,SPAC57A10.14,Pombase,sgf11,sgf11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,G2,SPAC23C11.10,Pombase,mpn1,mpn1,,,3/7,4/7,,,,yes,yes,,viable vegetative cell with abnormal cell shape,abnormal cell shape,CMPO_0000116,,,abnormal microtubule cytoskeleton morphology during mitotic interphase,abnormal,PATO_0000460,microtubule cytoskeleton morphology during mitotic interphase,CMPO_0000369,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,G3,SPAC3G6.13c,Pombase,rpl4101,rpl4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,X_110222_S1,G4,SPAC8C9.14,Pombase,prr1,prr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
