Plate,Well Number,Well,Gene Identifier %% url=http://www.ensembl.org/id/%s,Gene Symbol,Gene Symbol Alias,Description,Control Type,Control Comments,Quality Control,Quality Control Comments,Comments,Experimental Condition[genotype],Changed in allR,Observation,Phenotype
pro-smt3allR_plate1,226,J10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,227,J11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,228,J12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,229,J13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,230,J14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,231,J15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,232,J16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,233,J17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,234,J18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,235,J19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,236,J20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,237,J21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,238,J22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,239,J23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,240,J24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,241,K1,YMR160W,YMR160W,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,242,K2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,243,K3,YOR165W,SEY1,,"GTPase with a role in ER morphology; interacts physically and genetically with Yop1p and Rtn1p; possible functional ortholog of mammalian atlastins, defects in which cause a form of hereditary spastic paraplegia; homolog of Arabidopsis RHD3",,,,,,pro-smt3allR,no,no colony,
pro-smt3allR_plate1,244,K4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,245,K5,YLR131C,ACE2,,"Transcription factor that activates expression of early G1-specific genes, localizes to daughter cell nuclei after cytokinesis and delays G1 progression in daughters, localization is regulated by phosphorylation; potential Cdc28p substrate",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,246,K6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,247,K7,YLR114C,AVL9,,Conserved protein involved in exocytic transport from the Golgi; mutation is synthetically lethal with apl2 vps1 double mutation; member of a protein superfamily with orthologs in diverse organisms,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,248,K8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,249,K9,YHR182W,YHR182W,,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery and cytoplasm,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,250,K10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,251,K11,YJL090C,DPB11,,Replication initiation protein that loads DNA pol epsilon onto pre-replication complexes at origins; checkpoint sensor recruited to stalled replication forks by the checkpoint clamp complex where it activates Mec1p; ortholog of human TopBP1,,,,,,pro-smt3allR,yes,more foci,the smt3allR mutant population displays an increased number of cells with foci
pro-smt3allR_plate1,252,K12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,253,K13,YKR010C,Tof2,,,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,254,K14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,255,K15,YNL161W,CBK1,,"Serine/threonine protein kinase that regulates cell morphogenesis pathways; involved in cell wall biosynthesis, apical growth, proper mating projection morphology, bipolar bud site selection in diploid cells, and cell separation",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,256,K16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,257,K17,YDR499W,LCD1,PIE1|DDC2,Essential protein required for the DNA integrity checkpoint pathways; interacts physically with Mec1p; putative homolog of S. pombe Rad26 and human ATRIP,,,,,,pro-smt3allR,yes,more foci,the smt3allR mutant population displays an increased number of cells with foci
pro-smt3allR_plate1,258,K18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,259,K19,YBR094W,PBY1,,Putative tubulin tyrosine ligase associated with P-bodies,,,,,,pro-smt3allR,yes,more foci,the smt3allR mutant population displays an increased number of cells with foci
pro-smt3allR_plate1,260,K20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,261,K21,YOR014W,RTS1,SCS1,B-type regulatory subunit of protein phosphatase 2A (PP2A); homolog of the mammalian B' subunit of PP2A,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,262,K22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,263,K23,YPL074W,YTA6,,"Putative ATPase of the CDC48/PAS1/SEC18 (AAA) family, localized to the cortex of mother cells but not to daughter cells",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,264,K24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,265,L1,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,266,L2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,267,L3,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,268,L4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,269,L5,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,270,L6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,271,L7,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,272,L8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,273,L9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,274,L10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,275,L11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,276,L12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,277,L13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,278,L14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,279,L15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,280,L16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,281,L17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,282,L18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,283,L19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,284,L20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,285,L21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,286,L22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,287,L23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,288,L24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,289,M1,YPL158C,AIM44,,Protein of unknown function; GFP-fusion protein localizes to the bud neck; transcription is regulated by Swi5p; null mutant displays elevated frequency of mitochondrial genome loss,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,290,M2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,291,M3,YLR135W,SLX4,,Endonuclease involved in processing DNA during recombination and repair; cleaves branched structures in a complex with Slx1p; involved in Rad1p/Rad10p-dependent removal of 3'-nonhomologous tails during DSBR via single-strand annealing,,,,,,pro-smt3allR,yes,less foci,the smt3allR mutant population has fewer cells with foci than WT
pro-smt3allR_plate1,292,M4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,293,M5,YMR179W,SPT21,,"Protein required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2, but not required at the other histone loci; functionally related to Spt10p; involved in telomere maintenance",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,294,M6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,295,M7,YIL108W,YIL108W,,Putative metalloprotease,,,,,,pro-smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
pro-smt3allR_plate1,296,M8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,297,M9,YEL011W,GLC3,GHA1,"Glycogen branching enzyme, involved in glycogen accumulation; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,298,M10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,299,M11,YFL047W,RGD2,,GTPase-activating protein (RhoGAP) for Cdc42p and Rho5p,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,300,M12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,301,M13,YGR178C,PBP1,MRS16,"Component of glucose deprivation induced stress granules, involved in P-body-dependent granule assembly; similar to human ataxin-2; interacts with Pab1p to regulate mRNA polyadenylation; interacts with Mkt1p to regulate HO translation",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,302,M14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,303,M15,YOR156C,Siz2,,,,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,304,M16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,305,M17,YDR052C,DBF4,DNA52|LSD7,"Regulatory subunit of Cdc7p-Dbf4p kinase complex, required for Cdc7p kinase activity and initiation of DNA replication; phosphorylates the Mcm2-7 family of proteins; cell cycle regulated",,,,,,pro-smt3allR,yes,some foci,the smt3allR mutant displays GFP foci not detected in WT cells
pro-smt3allR_plate1,306,M18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,307,M19,YDR211W,GCD6,,"Catalytic epsilon subunit of the translation initiation factor eIF2B, the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,308,M20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,309,M21,YMR224C,MRE11,NGS1|XRS4|RAD58,"Subunit of a complex with Rad50p and Xrs2p (MRX complex) that functions in repair of DNA double-strand breaks and in telomere stability, exhibits nuclease activity that appears to be required for MRX function; widely conserved",,,,,,pro-smt3allR,yes,more foci,the smt3allR mutant population displays an increased number of cells with foci
pro-smt3allR_plate1,310,M22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,311,M23,YPR008W,HAA1,,"Transcriptional activator involved in the transcription of TPO2, YRO2, and other genes putatively encoding membrane stress proteins; involved in adaptation to weak acid stress",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,312,M24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,313,N1,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,314,N2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,315,N3,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,316,N4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,317,N5,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,318,N6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,319,N7,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,320,N8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,321,N9,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,322,N10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,323,N11,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,324,N12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,325,N13,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,326,N14,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,327,N15,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,328,N16,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,329,N17,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,330,N18,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,331,N19,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,332,N20,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,333,N21,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,334,N22,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,335,N23,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,336,N24,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,337,O1,YOR033C,EXO1,DHS1,"5'-3' exonuclease and flap-endonuclease involved in recombination, double-strand break repair and DNA mismatch repair; member of the Rad2p nuclease family, with conserved N and I nuclease domains",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,338,O2,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,339,O3,YMR246W,FAA4,,"Long chain fatty acyl-CoA synthetase, activates imported fatty acids with a preference for C12:0-C16:0 chain lengths; functions in long chain fatty acid import; important for survival during stationary phase; localized to lipid particles",,,,,,pro-smt3allR,no,no colony,
pro-smt3allR_plate1,340,O4,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,341,O5,YKR090W,PXL1,,"LIM domain-containing protein that localizes to sites of polarized growth, required for selection and/or maintenance of polarized growth sites, may modulate signaling by the GTPases Cdc42p and Rho1p; has similarity to metazoan paxillin",,,,,,pro-smt3allR,no,,
pro-smt3allR_plate1,342,O6,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,343,O7,YOR317W,FAA1,,"Long chain fatty acyl-CoA synthetase, activates imported fatty acids with a preference for C12:0-C16:0 chain lengths; functions in long chain fatty acid import; accounts for most acyl-CoA synthetase activity; localized to lipid particles",,,,,,pro-smt3allR,yes,cytoplasmic structures or localization,the smt3allR mutant cells display either cytoplasmic structures or brighter cytoplasmic signal than WT
pro-smt3allR_plate1,344,O8,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,345,O9,YAR014C,BUD14,,"Protein involved in bud-site selection, Bud14p-Glc7p complex is a cortical regulator of dynein; inhibitor of the actin assembly factor Bnr1p (formin); diploid mutants display a random budding pattern instead of the wild-type bipolar pattern",,,,,,pro-smt3allR,yes,odd shaped cells,the smt3allR mutant population contains odd shaped cells
pro-smt3allR_plate1,346,O10,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,347,O11,YMR037C,MSN2,,"Transcriptional activator related to Msn4p; activated in stress conditions, which results in translocation from the cytoplasm to the nucleus; binds DNA at stress response elements of responsive genes, inducing gene expression",,,,,,pro-smt3allR,yes,brighter,"the smt3allR mutant cells display a more intense GFP signal, with localization similar to WT"
pro-smt3allR_plate1,348,O12,,,,,,,,,no annotation available; no image available,,,,
pro-smt3allR_plate1,349,O13,YLR258W,GSY2,,"Glycogen synthase, similar to Gsy1p; expression induced by glucose limitation, nitrogen starvation, heat shock, and stationary phase; activity regulated by cAMP-dependent, Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase",,,,,,pro-smt3allR,yes,cytoplasmic structures or localization,the smt3allR mutant cells display either cytoplasmic structures or brighter cytoplasmic signal than WT
