Plate	Well Number	Well	Experimental Condition [cell line]	"Cell Type/Genetic Subtype (Neve et al., Cancer Cell 2006)"	Experimental Condition [media]	Experimental Condition [compound]	Experimental Condition [dose]	Experimental Condition[time]	Control Type	Control Comment	Comments
22_lines_HC_EGF_200145913	205	I13	MDA-MB-231	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	206	I14	SKBR3	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	207	I15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	208	I16	MCF7	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	209	I17	MDA-MB-453	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	210	I18	HCC1954	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	211	I19	HCC70	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	212	I20	SUM149	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	213	I21	SUM159	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	214	I22	MCF10A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	215	I23	MCF12A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	216	I24							empty well		no images
22_lines_HC_EGF_200145913	217	J1							empty well		no images
22_lines_HC_EGF_200145913	218	J2	HeLa	cervical carcinoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	219	J3	Hep3B	hepatoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	220	J4	AG1573	primary fibroblast	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	221	J5	HS578T	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	222	J6	T47D	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	223	J7	MDA-MB-157	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	224	J8	HCC1143	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	225	J9	AU565	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	226	J10	ZR75.1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	227	J11	CAMA1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	228	J12	BT474	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	229	J13	MDA-MB-231	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	230	J14	SKBR3	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	231	J15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	232	J16	MCF7	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	233	J17	MDA-MB-453	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	234	J18	HCC1954	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	235	J19	HCC70	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	236	J20	SUM149	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	237	J21	SUM159	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	238	J22	MCF10A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	239	J23	MCF12A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	240	J24							empty well		no images
22_lines_HC_EGF_200145913	241	K1							empty well		no images
22_lines_HC_EGF_200145913	242	K2	HeLa	cervical carcinoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	243	K3	Hep3B	hepatoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	244	K4	AG1573	primary fibroblast	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	245	K5	HS578T	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	246	K6	T47D	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	247	K7	MDA-MB-157	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	248	K8	HCC1143	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	249	K9	AU565	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	250	K10	ZR75.1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	251	K11	CAMA1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	252	K12	BT474	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	253	K13	MDA-MB-231	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	254	K14	SKBR3	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	255	K15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	256	K16	MCF7	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	257	K17	MDA-MB-453	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	258	K18	HCC1954	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	259	K19	HCC70	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	260	K20	SUM149	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	261	K21	SUM159	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	262	K22	MCF10A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	263	K23	MCF12A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	264	K24							empty well		no images
22_lines_HC_EGF_200145913	265	L1							empty well		no images
22_lines_HC_EGF_200145913	266	L2	HeLa	cervical carcinoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	267	L3	Hep3B	hepatoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	268	L4	AG1573	primary fibroblast	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	269	L5	HS578T	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	270	L6	T47D	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	271	L7	MDA-MB-157	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	272	L8	HCC1143	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	273	L9	AU565	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	274	L10	ZR75.1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	275	L11	CAMA1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	276	L12	BT474	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	277	L13	MDA-MB-231	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	278	L14	SKBR3	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	279	L15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	280	L16	MCF7	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	281	L17	MDA-MB-453	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	282	L18	HCC1954	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	283	L19	HCC70	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	284	L20	SUM149	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	285	L21	SUM159	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	286	L22	MCF10A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	287	L23	MCF12A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	288	L24							empty well		no images
22_lines_HC_EGF_200145913	289	M1							empty well		no images
22_lines_HC_EGF_200145913	290	M2	HeLa	cervical carcinoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	291	M3	Hep3B	hepatoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	292	M4	AG1573	primary fibroblast	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	293	M5	HS578T	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	294	M6	T47D	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	295	M7	MDA-MB-157	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	296	M8	HCC1143	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	297	M9	AU565	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	298	M10	ZR75.1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	299	M11	CAMA1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	300	M12	BT474	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	301	M13	MDA-MB-231	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	302	M14	SKBR3	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	303	M15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	304	M16	MCF7	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	305	M17	MDA-MB-453	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	306	M18	HCC1954	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	307	M19	HCC70	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	308	M20	SUM149	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	309	M21	SUM159	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	310	M22	MCF10A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	311	M23	MCF12A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	312	M24							empty well		no images
22_lines_HC_EGF_200145913	313	N1							empty well		no images
22_lines_HC_EGF_200145913	314	N2	HeLa	cervical carcinoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	315	N3	Hep3B	hepatoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	316	N4	AG1573	primary fibroblast	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	317	N5	HS578T	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	318	N6	T47D	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	319	N7	MDA-MB-157	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	320	N8	HCC1143	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	321	N9	AU565	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	322	N10	ZR75.1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	323	N11	CAMA1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	324	N12	BT474	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	325	N13	MDA-MB-231	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	326	N14	SKBR3	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	327	N15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	328	N16	MCF7	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	329	N17	MDA-MB-453	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	330	N18	HCC1954	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	331	N19	HCC70	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	332	N20	SUM149	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	333	N21	SUM159	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	334	N22	MCF10A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	335	N23	MCF12A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	336	N24							empty well		no images
22_lines_HC_EGF_200145913	337	O1							empty well		no images
22_lines_HC_EGF_200145913	338	O2	HeLa	cervical carcinoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	339	O3	Hep3B	hepatoma	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	340	O4	AG1573	primary fibroblast	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	341	O5	HS578T	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	342	O6	T47D	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	343	O7	MDA-MB-157	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	344	O8	HCC1143	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	345	O9	AU565	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	346	O10	ZR75.1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	347	O11	CAMA1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	348	O12	BT474	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	349	O13	MDA-MB-231	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	350	O14	SKBR3	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	351	O15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	352	O16	MCF7	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	353	O17	MDA-MB-453	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	354	O18	HCC1954	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	355	O19	HCC70	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	356	O20	SUM149	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	357	O21	SUM159	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	358	O22	MCF10A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	359	O23	MCF12A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 20 ng/ml EGF	none					
22_lines_HC_EGF_200145913	360	O24							empty well		no images
22_lines_HC_EGF_200145913	361	P1							empty well		no images
22_lines_HC_EGF_200145913	362	P2							empty well		no images
22_lines_HC_EGF_200145913	363	P3							empty well		no images
22_lines_HC_EGF_200145913	364	P4							empty well		no images
22_lines_HC_EGF_200145913	365	P5							empty well		no images
22_lines_HC_EGF_200145913	366	P6							empty well		no images
22_lines_HC_EGF_200145913	367	P7							empty well		no images
22_lines_HC_EGF_200145913	368	P8							empty well		no images
22_lines_HC_EGF_200145913	369	P9							empty well		no images
22_lines_HC_EGF_200145913	370	P10							empty well		no images
22_lines_HC_EGF_200145913	371	P11							empty well		no images
22_lines_HC_EGF_200145913	372	P12							empty well		no images
22_lines_HC_EGF_200145913	373	P13							empty well		no images
22_lines_HC_EGF_200145913	374	P14							empty well		no images
22_lines_HC_EGF_200145913	375	P15							empty well		no images
22_lines_HC_EGF_200145913	376	P16							empty well		no images
22_lines_HC_EGF_200145913	377	P17							empty well		no images
22_lines_HC_EGF_200145913	378	P18							empty well		no images
22_lines_HC_EGF_200145913	379	P19							empty well		no images
22_lines_HC_EGF_200145913	380	P20							empty well		no images
22_lines_HC_EGF_200145913	381	P21							empty well		no images
22_lines_HC_EGF_200145913	382	P22							empty well		no images
22_lines_HC_EGF_200145913	383	P23							empty well		no images
22_lines_HC_EGF_200145913	384	P24							empty well		no images
22_lines_HI_comp_200145430	1	A1							empty well		no images
22_lines_HI_comp_200145430	2	A2							empty well		no images
22_lines_HI_comp_200145430	3	A3							empty well		no images
22_lines_HI_comp_200145430	4	A4							empty well		no images
22_lines_HI_comp_200145430	5	A5							empty well		no images
22_lines_HI_comp_200145430	6	A6							empty well		no images
22_lines_HI_comp_200145430	7	A7							empty well		no images
22_lines_HI_comp_200145430	8	A8							empty well		no images
22_lines_HI_comp_200145430	9	A9							empty well		no images
22_lines_HI_comp_200145430	10	A10							empty well		no images
22_lines_HI_comp_200145430	11	A11							empty well		no images
22_lines_HI_comp_200145430	12	A12							empty well		no images
22_lines_HI_comp_200145430	13	A13							empty well		no images
22_lines_HI_comp_200145430	14	A14							empty well		no images
22_lines_HI_comp_200145430	15	A15							empty well		no images
22_lines_HI_comp_200145430	16	A16							empty well		no images
22_lines_HI_comp_200145430	17	A17							empty well		no images
22_lines_HI_comp_200145430	18	A18							empty well		no images
22_lines_HI_comp_200145430	19	A19							empty well		no images
22_lines_HI_comp_200145430	20	A20							empty well		no images
22_lines_HI_comp_200145430	21	A21							empty well		no images
22_lines_HI_comp_200145430	22	A22							empty well		no images
22_lines_HI_comp_200145430	23	A23							empty well		no images
22_lines_HI_comp_200145430	24	A24							empty well		no images
22_lines_HI_comp_200145430	25	B1							empty well		no images
22_lines_HI_comp_200145430	26	B2	HeLa	cervical carcinoma	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	27	B3	Hep3B	hepatoma	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	28	B4	AG1573	primary fibroblast	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	29	B5	HS578T	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	30	B6	T47D	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	31	B7	MDA-MB-157	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	32	B8	HCC1143	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	33	B9	AU565	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	34	B10	ZR75.1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	35	B11	CAMA1	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	36	B12	BT474	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	37	B13	MDA-MB-231	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	38	B14	SKBR3	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	39	B15	JIMT1	Breast cancer (unknown genetic subtype)	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	40	B16	MCF7	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	41	B17	MDA-MB-453	Luminal breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	42	B18	HCC1954	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	43	B19	HCC70	Basal A breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	44	B20	SUM149	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	45	B21	SUM159	Basal B breast cancer	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	46	B22	MCF10A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	47	B23	MCF12A	Basal B non-tumor	DMEM:F12 + 5% HI-FBS + 0.5 mg/ml hydrocortisone + 10 ug/ml insulin	none					
22_lines_HI_comp_200145430	48	B24							empty well		no images
22_lines_HI_comp_200145430	49	C1							empty well		no images
