Plate	Well	Plate_Well	siRNA Identifier	siRNA Pool Name	Gene Identifier	Ensembl 56 Gene Symbol	Final Well Hit Status Actinome 1	Final Well Hit status Actinome 2	Overall Hit Gene Consensus	Has phenotypes	Phenotype 1	Term Source Accession 1	Ontology Term Name 1	Phenotype 2	Term Source Accession 2	Ontology Term Name 2	Phenotype 3	Term Source Accession 3	Ontology Term Name 3	Phenotype 4	Term Source Accession 4	Ontology Term Name 4	Phenotype 5	Term Source Accession 5	Ontology Term Name 5	Phenotype 6	Term Source Accession 6	Ontology Term Name 6	Phenotype 7	Term Source Accession 7	Ontology Term Name 7	Phenotype 8	Term Source Accession 8	Ontology Term Name 8	Phenotype 9	Term Source Accession 9	Ontology Term Name 9	Phenotype 10	Term Source Accession 10	Ontology Term Name 10	Phenotype 11	Term Source Accession 11	Ontology Term Name 11	Phenotype 12	Term Source Accession 12	Ontology Term Name 12	Phenotype 13	Term Source Accession 13	Ontology Term Name 13	Phenotype 14	Term Source Accession 14	Ontology Term Name 14	Phenotype 15	Term Source Accession 15	Ontology Term Name 15	Phenotype 16	Term Source Accession 16	Ontology Term Name 16	Phenotype 17	Term Source Accession 17	Ontology Term Name 17	Phenotype 18	Term Source Accession 18	Ontology Term Name 18	Phenotype 19	Term Source Accession 19	Ontology Term Name 19	Phenotype 20	Term Source Accession 20	Ontology Term Name 20	Phenotype 21	Term Source Accession 21	Ontology Term Name 21	Phenotype 22	Term Source Accession 22	Ontology Term Name 22	Phenotype 23	Term Source Accession 23	Ontology Term Name 23	Phenotype 24	Term Source Accession 24	Ontology Term Name 24	Phenotype 25	Term Source Accession 25	Ontology Term Name 25	Phenotype 26	Term Source Accession 26	Ontology Term Name 26	Phenotype 27	Term Source Accession 27	Ontology Term Name 27	Phenotype 28	Term Source Accession 28	Ontology Term Name 28	Phenotype 29	Term Source Accession 29	Ontology Term Name 29	Phenotype 30	Term Source Accession 30	Ontology Term Name 30	Phenotype 31	Term Source Accession 31	Ontology Term Name 31	Phenotype 32	Term Source Accession 32	Ontology Term Name 32	Phenotype 33	Term Source Accession 33	Ontology Term Name 33	Phenotype 34	Term Source Accession 34	Ontology Term Name 34	Phenotype 35	Term Source Accession 35	Ontology Term Name 35	Phenotype 36	Term Source Accession 36	Ontology Term Name 36	Phenotype 37	Term Source Accession 37	Ontology Term Name 37	Phenotype 38	Term Source Accession 38	Ontology Term Name 38	Phenotype 39	Term Source Accession 39	Ontology Term Name 39	Phenotype 40	Term Source Accession 40	Ontology Term Name 40
Plate1_Actinome1	D8	Plate1_Actinome1_D8	MAP4K3 pool	MAP4K3	NM_003618	MAP4K3	yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass							increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype										nuclear actin ring	CMPO_0000302	actin nuclear ring phenotype	increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci	increased number of actin stress fibres	CMPO_0000291	increased amount of punctate actin foci	increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton				decreased cell size	CMPO_0000129	decreased cell size phenoptype	variable cell size	CMPO_0000269	increased variability of cell size in population	cell shape round or non-adherent	CMPO_0000118	round cell							cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers										decreased DNA area	CMPO_0000141	decreased nucleus size																			microtubule nuclear ring	CMPO_0000288	microtubules nuclear ring phenotype	microtubule nuclear bracket	CMPO_0000287	microtubules nuclear bracket phenotype				loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate1_Actinome1	D9	Plate1_Actinome1_D9	RGSL2 pool	RGSL2	NM_032267		no	no	no	no																																																																																																																								
Plate1_Actinome1	E10	Plate1_Actinome1_E10	EPB41L4A pool	EPB41L4A	NM_022140		no	no	no	no																																																																																																																								
Plate1_Actinome1	E11	Plate1_Actinome1_E11	ACTR3 pool	ACTR3	NM_005721		yes	yes	no	no																																																																																																																								
Plate1_Actinome1	E12	Plate1_Actinome1_E12	EPB41L4B pool	EPB41L4B	NM_018424		no	no	no	no																																																																																																																								
Plate1_Actinome1	E13	Plate1_Actinome1_E13	ACTR5 pool	ACTR5	NM_024855		no	no	no	no																																																																																																																								
Plate1_Actinome1	E14	Plate1_Actinome1_E14	EPB41L5 pool	EPB41L5	NM_020909		no	no	no	no																																																																																																																								
Plate1_Actinome1	E15	Plate1_Actinome1_E15	ACTR5 pool	ACTR5	NM_024855		no	no	no	no																																																																																																																								
Plate1_Actinome1	E16	Plate1_Actinome1_E16	EPB49 pool	EPB49	NM_001978		no	no	no	no																																																																																																																								
Plate1_Actinome1	E17	Plate1_Actinome1_E17	ACTR8 pool	ACTR8	NM_022899		yes	yes	no	no																																																																																																																								
Plate1_Actinome1	E18	Plate1_Actinome1_E18	EPRS pool	EPRS	NM_004446		no	no	no	no																																																																																																																								
Plate1_Actinome1	E19	Plate1_Actinome1_E19	ADD1 pool	ADD1	NM_001119		no	yes	no	no																																																																																																																								
Plate1_Actinome1	E20	Plate1_Actinome1_E20	EPS8 pool	EPS8	NM_004447		yes	no	no	no																																																																																																																								
Plate1_Actinome1	E21	Plate1_Actinome1_E21	ADD2 pool	ADD2	NM_001617		no	yes	no	no																																																																																																																								
Plate1_Actinome1	E22	Plate1_Actinome1_E22	ESPN pool	ESPN	NM_031475		no	no	no	no																																																																																																																								
Plate1_Actinome1	E23	Plate1_Actinome1_E23	ADD3 pool	ADD3	NM_016824		no	no	no	no																																																																																																																								
Plate1_Actinome1	E24	Plate1_Actinome1_E24	EVL pool	EVL	NM_016337		yes	yes	no	no																																																																																																																								
Plate1_Actinome1	E3	Plate1_Actinome1_E3	KIF11 pool	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate1_Actinome1	E4	Plate1_Actinome1_E4	KIF11 pool	KIF11	NM_004523		no	no	no	no																																																																																																																								
Plate1_Actinome1	E5	Plate1_Actinome1_E5	ACTR1A pool	ACTR1A	NM_005736		no	no	no	no																																																																																																																								
Plate1_Actinome1	E6	Plate1_Actinome1_E6	EPB41L2 pool	EPB41L2	NM_001431		yes	yes	no	no																																																																																																																								
Plate1_Actinome1	E7	Plate1_Actinome1_E7	ACTR1B pool	ACTR1B	NM_005735		no	no	no	no																																																																																																																								
Plate1_Actinome1	E8	Plate1_Actinome1_E8	EPB41L3 pool	EPB41L3	NM_012307		no	no	no	no																																																																																																																								
Plate1_Actinome1	E9	Plate1_Actinome1_E9	ACTR2 pool	ACTR2	NM_005722		no	no	no	no																																																																																																																								
Plate1_Actinome1	F10	Plate1_Actinome1_F10	MYH10 pool	MYH10	NM_005964		no	no	no	no																																																																																																																								
Plate1_Actinome1	F11	Plate1_Actinome1_F11	SLMAP pool	SLMAP	NM_007159	SLMAP	yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass				increased actin over nucleus	CMPO_0000294	increased actin localised to the nucleus	increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype										nuclear actin ring	CMPO_0000302	actin nuclear ring phenotype										increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton	increased cell size	CMPO_0000128	increased cell size phenotype																			cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells							misshapen DNA	CMPO_0000177	misshapen DNA	apoptotic DNA	CMPO_0000262	apoptotic DNA																						loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate1_Actinome1	F12	Plate1_Actinome1_F12	MYH11 pool	MYH11	NM_002474		no	yes	no	no																																																																																																																								
Plate1_Actinome1	F13	Plate1_Actinome1_F13	SMC1L1 pool	SMC1L1	NM_006306		no	yes	no	no																																																																																																																								
Plate1_Actinome1	F14	Plate1_Actinome1_F14	MYH13 pool	MYH13	NM_003802		no	no	yes	no																																																																																																																								
Plate1_Actinome1	F15	Plate1_Actinome1_F15	SMTN pool	SMTN	NM_006932	SMTN	no	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass										increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype													increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci							increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex				disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton							variable cell size	CMPO_0000269	increased variability of cell size in population				cell shape processes or spiky or stretchy	CMPO_0000267	star shaped cell	cell shape bipolar or elongated	CMPO_0000077	elongated cell							decreased cell number	CMPO_0000052	decreased cell numbers				increased number of multinucleate cells	CMPO_0000300	more multinucleate cells										apoptotic DNA	CMPO_0000262	apoptotic DNA							microtubule processes	CMPO_0000351	increased microtubule-based processes phenotype													loss of cell monolayer	CMPO_0000293	loss of cell monolayer	motile lamellae	CMPO_0000278	fan-shaped lamellipodia
Plate1_Actinome1	F16	Plate1_Actinome1_F16	MYH14 pool	MYH14	NM_024729		no	yes	no	no																																																																																																																								
Plate1_Actinome1	F17	Plate1_Actinome1_F17	SOS2 pool	SOS2	NM_006939		no	no	no	no																																																																																																																								
Plate1_Actinome1	F18	Plate1_Actinome1_F18	KIAA1000 pool	KIAA1000	XM_036988	MYH15	yes	yes	yes	yes				increased peripheral actin	CMPO_0000272	increased cortical actin cytoskeleton mass				increased actin over nucleus	CMPO_0000294	increased actin localised to the nucleus	increased number of filopodia	CMPO_0000076	increased number of filopodia	increased width of lamellae	CMPO_0000276	increased lamellipodia width phenotype							decreased width of lamellae	CMPO_0000277	decreased lamellipodia width phenotype	nuclear actin ring	CMPO_0000302	actin nuclear ring phenotype	increased number of actin puncta or dots	CMPO_0000291	increased amount of punctate actin foci				increased number of transverse actin stress fibres	CMPO_0000298	increased amount of transverse stress fibers	increased number of cortical actin stress fibres	CMPO_0000297	increased amount of stress fibers located in the cell cortex	increased number of zigzag actin stress fibres	CMPO_0000299	increased amount of zig-zag stress fibers	disorganised peripheral actin	CMPO_0000274	disorganised cortical actin cytoskeleton							variable cell size	CMPO_0000269	increased variability of cell size in population	cell shape round or non-adherent	CMPO_0000118	round cell				cell shape bipolar or elongated	CMPO_0000077	elongated cell	cell shape geometric	CMPO_0000261	geometric cell	cell shape variable	CMPO_0000270	increased variability of cell shape in population	decreased cell number	CMPO_0000052	decreased cell numbers										decreased DNA area	CMPO_0000141	decreased nucleus size																			microtubule nuclear ring	CMPO_0000288	microtubules nuclear ring phenotype	microtubule nuclear bracket	CMPO_0000287	microtubules nuclear bracket phenotype				loss of cell monolayer	CMPO_0000293	loss of cell monolayer			
