Plate	Plate Map Name	Well	Well Number	Compound Name	Compound Source	Compound SMILES	Compound Broad Identifier	Compound Broad Identifier Short	Compound Concentration (micromolar)	Control Type
20585	H-BIOA-002-1	F7	127	Verapamyl hydrochloride	Prestwick Chemical Inc.	COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC	BRD-A09533288-003-05-6	BRD-A09533288	2.036400413	
20585	H-BIOA-002-1	F8	128	diphenyleneiodonium	Biomol International Inc.	[I+]1c2ccccc2-c3ccccc13	BRD-K65814004-001-02-3	BRD-K65814004	8.957478812	
20585	H-BIOA-002-1	F9	129	DMSO						negative control
20585	H-BIOA-002-1	F10	130	DMSO						negative control
20585	H-BIOA-002-1	F11	131	Cefotaxime sodium salt	Prestwick Chemical Inc.	CO/N=C(\\C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)COC(=O)C)/c3csc(N)n3	BRD-K78364995-236-03-5	BRD-K78364995	2.090059624	
20585	H-BIOA-002-1	F12	132	GW-9662	Biomol International Inc.	[O-][N+](=O)c1ccc(Cl)c(c1)C(=O)Nc2ccccc2	BRD-K93258693-001-02-5	BRD-K93258693	9.035867188	
20585	H-BIOA-002-1	F13	133	Terfenadine	Prestwick Chemical Inc.	CC(C)(C)c1ccc(cc1)C(O)CCCN2CCC(CC2)C(O)(c3ccccc3)c4ccccc4	BRD-A06352418-001-03-6	BRD-A06352418	2.120110897	
20585	H-BIOA-002-1	F14	134	dibutyrylcyclic GMP	Biomol International Inc.	CCCC(=O)Nc1nc2n(cnc2c(=O)[nH]1)C3O[C@H]4COP(=O)(O)O[C@@H]4[C@@H]3OC(=O)CCC	BRD-A06726973-001-02-0	BRD-A06726973	5.150550371	
20585	H-BIOA-002-1	F15	135	Clindamycin hydrochloride	Prestwick Chemical Inc.	CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)C2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O	BRD-A23034328-003-03-4	BRD-A23034328	2.16711039	
20585	H-BIOA-002-1	F16	136	dibutyrylcyclic AMP	Biomol International Inc.	CCCC(=O)Nc1ncnc2n(cnc12)[C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3OC(=O)CCC	BRD-A94624445-236-02-2	BRD-A94624445	5.077426788	
20585	H-BIOA-002-1	F17	137	DMSO						negative control
20585	H-BIOA-002-1	F18	138	DMSO						negative control
20585	H-BIOA-002-1	F19	139	Astemizole	Prestwick Chemical Inc.	COc1ccc(CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(F)cc5)cc1	BRD-K37249724-001-05-9	BRD-K37249724	2.18069052	
20585	H-BIOA-002-1	F20	140	dexamethasone	Biomol International Inc.	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	BRD-K38775274-001-02-3	BRD-K38775274	6.370058674	
20585	H-BIOA-002-1	F21	141	Hydroxyzine dihydrochloride	Prestwick Chemical Inc.	OCCOCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3	BRD-A62428732-300-03-0	BRD-A62428732	2.233009345	
20585	H-BIOA-002-1	F22	142	"7-CHLORO-3-METHYL-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-S,S-DIOXIDE"	Biomol International Inc.	CC1Nc2ccc(Cl)cc2S(=O)(=O)N1	BRD-A14344385-001-01-6	BRD-A14344385	5	
20585	H-BIOA-002-1	F23	143	Loxapine succinate	Prestwick Chemical Inc.	CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24	BRD-K39915878-036-05-3	BRD-K39915878	2.24267512	
20585	H-BIOA-002-1	F24	144	CYCLOTHIAZIDE	Biomol International Inc.	NS(=O)(=O)c1cc2c(NC(NS2(=O)=O)C3CC4CC3C=C4)cc1Cl	BRD-A38675539-001-01-0	BRD-A38675539	5	
20585	H-BIOA-002-1	G1	145	bafilomycin A1	Biomol International Inc.	CO[C@H]1C=CC=C(C)C[C@H](C)[C@H](O)[C@H](C)C=C(C)C=C(OC)C(=O)O[C@@H]1[C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](O)[C@H](C)[C@H](O2)C(C)C	BRD-K74038771-001-02-9	BRD-K74038771	0.401393884	
20585	H-BIOA-002-1	G2	146	Calycanthine	Prestwick Chemical Inc.	CN1CC[C@]23[C@@H]4Nc5ccccc5[C@]3(CCN4C)[C@@H]1Nc6ccccc62	BRD-K59851896-001-02-4	BRD-K59851896	2.886264107	
20585	H-BIOA-002-1	G3	147	DMSO						negative control
20585	H-BIOA-002-1	G4	148	DMSO						negative control
20585	H-BIOA-002-1	G5	149	MBCQ	Biomol International Inc.	Clc1ccc2ncnc(NCc3ccc4OCOc4c3)c2c1	BRD-K64746805-001-02-9	BRD-K64746805	7.968422607	
20585	H-BIOA-002-1	G6	150	Diclofenac sodium	Prestwick Chemical Inc.	OC(=O)Cc1ccccc1Nc2c(Cl)cccc2Cl	BRD-K08252256-236-05-6	BRD-K08252256	3.13343668	
20585	H-BIOA-002-1	G7	151	8-methoxymethyl-IBMX	Biomol International Inc.	COCc1nc2n(CC(C)C)c(=O)n(C)c(=O)c2[nH]1	BRD-K56077740-001-03-5	BRD-K56077740	9.388038107	
20585	H-BIOA-002-1	G8	152	Ajmalicine hydrochloride	Prestwick Chemical Inc.	COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21	BRD-K83028735-003-03-8	BRD-K83028735	2.571435771	
20585	H-BIOA-002-1	G9	153	AG-1296	Biomol International Inc.	COc1cc2ncc(nc2cc1OC)c3ccccc3	BRD-K76064317-001-04-0	BRD-K76064317	9.388100155	
20585	H-BIOA-002-1	G10	154	"Laudanosine (R,S)"	Prestwick Chemical Inc.	COc1ccc(CC2N(C)CCc3cc(OC)c(OC)cc23)cc1OC	BRD-A24817035-001-05-4	BRD-A24817035	2.797645882	
20585	H-BIOA-002-1	G11	155	AG-490	Biomol International Inc.	Oc1ccc(/C=C(\\C#N)/C(=O)NCc2ccccc2)cc1O	BRD-K47105409-001-05-3	BRD-K47105409	8.49459876	
20585	H-BIOA-002-1	G12	156	Yohimbinic acid monohydrate	Prestwick Chemical Inc.	O[C@H]1CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]2[C@H]1C(=O)O	BRD-K37282009-002-03-9	BRD-K37282009	2.789933829	
20585	H-BIOA-002-1	G13	157	AG1478	Biomol International Inc.	COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC	BRD-K68336408-003-02-2	BRD-K68336408	7.097933309	
20585	H-BIOA-002-1	G14	158	Galanthamine hydrobromide	Prestwick Chemical Inc.	COc1ccc2CN(C)CC[C@]34C=C[C@H](O)C[C@@H]4Oc1c23	BRD-K49481516-004-04-3	BRD-K49481516	2.715432356	
20585	H-BIOA-002-1	G15	159	acetyl (N)-s-farnesyl-l-cysteine	Biomol International Inc.	CC(=CCC/C(=C/CC/C(=C/CSC[C@H](NC(=O)C)C(=O)O)/C)/C)C	BRD-K79437791-001-02-4	BRD-K79437791	6.801871178	
20585	H-BIOA-002-1	G16	160	Chelidonine (+)	Prestwick Chemical Inc.	CN1Cc2c3OCOc3ccc2[C@H]4[C@@H](O)Cc5cc6OCOc6cc5[C@H]41	BRD-K32828673-002-03-9	BRD-K32828673	2.692631968	
20585	H-BIOA-002-1	G17	161	A-3	Biomol International Inc.	NCCNS(=O)(=O)c1cccc2c(Cl)cccc12	BRD-K51215422-001-02-3	BRD-K51215422	8.779266827	
20585	H-BIOA-002-1	G18	162	Berberine chloride	Prestwick Chemical Inc.	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC	BRD-K14796088-003-06-0	BRD-K14796088	2.682243995	
20585	H-BIOA-002-1	G19	163	DMSO						negative control
20585	H-BIOA-002-1	G20	164	DMSO						negative control
20585	H-BIOA-002-1	G21	165	MY-5445	Biomol International Inc.	Clc1cccc(Nc2nnc(c3ccccc3)c4ccccc24)c1	BRD-K90524085-001-05-2	BRD-K90524085	7.534698946	
20585	H-BIOA-002-1	G22	166	Lobeline alpha (-) hydrochoride	Prestwick Chemical Inc.	CN1[C@H](C[C@H](O)c2ccccc2)CCC[C@@H]1CC(=O)c3ccccc3	BRD-K66206289-003-03-1	BRD-K66206289	2.674395885	
20585	H-BIOA-002-1	G23	167	Ro 20-1724	Biomol International Inc.	CCCCOc1cc(CC2CNC(=O)N2)ccc1OC	BRD-A07207424-001-04-1	BRD-A07207424	8.981602015	
20585	H-BIOA-002-1	G24	168	Yohimbine hydrochloride	Prestwick Chemical Inc.	COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12	BRD-K35586044-003-03-0	BRD-K35586044	2.558174945	
20585	H-BIOA-002-1	H1	169	Dexamethasone acetate	Prestwick Chemical Inc.	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C	BRD-K47635719-001-03-9	BRD-K47635719	2.301507926	
20585	H-BIOA-002-1	H2	170	"1-(1,3-BENZODIOXOL-5-YLCARBONYL)PIPERIDINE"	Biomol International Inc.	O=C(N1CCCCC1)c2ccc3OCOc3c2	BRD-K25140590-001-01-4	BRD-K25140590	5	
20585	H-BIOA-002-1	H3	171	DMSO						negative control
20585	H-BIOA-002-1	H4	172	DMSO						negative control
20585	H-BIOA-002-1	H5	173	Pirenzepine dihydrochloride	Prestwick Chemical Inc.	CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1	BRD-K89375097-300-05-4	BRD-K89375097	2.356688478	
20585	H-BIOA-002-1	H6	174	ANIRACETAM	Biomol International Inc.	COc1ccc(cc1)C(=O)N2CCCC2=O	BRD-K88611939-001-02-6	BRD-K88611939	5	
20585	H-BIOA-002-1	H7	175	Spironolactone	Prestwick Chemical Inc.	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@]54CCC(=O)O5)[C@H]13	BRD-K90027355-001-03-4	BRD-K90027355	2.400536875	
20585	H-BIOA-002-1	H8	176	"2,3-DIOXO-6-NITRO-1,2,3,4-TETRAHYDROBENZO[F]QUINOXALINE-7-SULFONAMIDE"	Biomol International Inc.	NS(=O)(=O)c1cccc2c3[nH]c(=O)c(=O)[nH]c3cc([N+](=O)[O-])c12	BRD-K11796549-001-01-1	BRD-K11796549	5	
20585	H-BIOA-002-1	H9	177	Isoconazole	Prestwick Chemical Inc.	Clc1ccc(C(Cn2ccnc2)OCc3c(Cl)cccc3Cl)c(Cl)c1	BRD-A93353767-001-03-5	BRD-A93353767	2.403103502	
20585	H-BIOA-002-1	H10	178	(+)-MK 801	Biomol International Inc.	C[C@@]1(N[C@@H]2Cc3ccccc31)c4ccccc24	BRD-K58930050-001-01-1	BRD-K58930050	5	
20585	H-BIOA-002-1	H11	179	Mefloquine hydrochloride	Prestwick Chemical Inc.	OC(C1CCCCN1)c2cc(nc3c(cccc23)C(F)(F)F)C(F)(F)F	BRD-A89585551-003-03-4	BRD-A89585551	2.410956742	
20585	H-BIOA-002-1	H12	180	MDL 29951	Biomol International Inc.	OC(=O)CCc1c([nH]c2cc(Cl)cc(Cl)c12)C(=O)O	BRD-K59753853-001-01-5	BRD-K59753853	5	
20585	H-BIOA-002-1	H13	181	Hesperetin	Prestwick Chemical Inc.	COc1ccc(cc1O)[C@@H]2CC(=O)c3c(O)cc(O)cc3O2	BRD-K30553453-001-05-8	BRD-K30553453	3.308204652	
20585	H-BIOA-002-1	H14	182	"L-701,324"	Biomol International Inc.	Oc1c(c2cccc(Oc3ccccc3)c2)c(=O)[nH]c4cc(Cl)ccc14	BRD-K08109516-001-01-1	BRD-K08109516	5	
20585	H-BIOA-002-1	H15	183	Dehydrocholic acid	Prestwick Chemical Inc.	C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](CC(=O)[C@]12C)[C@@]4(C)CCC(=O)C[C@H]4CC3=O	BRD-K90976994-001-02-1	BRD-K90976994	2.484325397	
20585	H-BIOA-002-1	H16	184	FELBAMATE	Biomol International Inc.	NC(=O)OCC(COC(=O)N)c1ccccc1	BRD-K99107520-001-01-9	BRD-K99107520	5	
20585	H-BIOA-002-1	H17	185	Bromocryptine mesylate	Prestwick Chemical Inc.	CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)C4Cc5c(Br)[nH]c6cccc(C4=C3)c56)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C	BRD-A60274948-066-02-9	BRD-A60274948	1.332089765	
20585	H-BIOA-002-1	H18	186	"6-CYANO-7-NITROQUINOXALINE-2,3-DIONE"	Biomol International Inc.	[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1C#N	BRD-K19438463-001-01-4	BRD-K19438463	5	
20585	H-BIOA-002-1	H19	187	DMSO						negative control
20585	H-BIOA-002-1	H20	188	DMSO						negative control
20585	H-BIOA-002-1	H21	189	Triamcinolone	Prestwick Chemical Inc.	C[C@@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]2C[C@@H](O)[C@]1(O)C(=O)CO	BRD-K77554836-001-03-3	BRD-K77554836	2.53527915	
20585	H-BIOA-002-1	H22	190	"L-701,252"	Biomol International Inc.	Oc1c(C(=O)C2CC2)c(=O)[nH]c3cc(Cl)ccc13	BRD-K10176267-001-01-7	BRD-K10176267	5	
20585	H-BIOA-002-1	H23	191	Picotamide monohydrate	Prestwick Chemical Inc.	COc1ccc(cc1C(=O)NCc2cccnc2)C(=O)NCc3cccnc3	BRD-K67277431-002-03-0	BRD-K67277431	2.535344091	
20585	H-BIOA-002-1	H24	192	"6,7-DINITROQUINOXALINE-2,3-DIONE"	Biomol International Inc.	[O-][N+](=O)c1cc2[nH]c(=O)c(=O)[nH]c2cc1[N+](=O)[O-]	BRD-K64400208-001-01-8	BRD-K64400208	5	
20585	H-BIOA-002-1	I1	193	Rolipram	Biomol International Inc.	COc1ccc(cc1OC2CCCC2)C3CNC(=O)C3	BRD-A34255068-001-04-8	BRD-A34255068	9.079589649	
20585	H-BIOA-002-1	I2	194	Papaverine hydrochloride	Prestwick Chemical Inc.	COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC	BRD-K15567136-003-06-6	BRD-K15567136	2.66066435	
20585	H-BIOA-002-1	I3	195	siguazodan	Biomol International Inc.	CN/C(=N\\c1ccc(cc1)C2=NNC(=O)CC2C)/NC#N	BRD-A62071884-001-03-8	BRD-A62071884	8.793019496	
20585	H-BIOA-002-1	I4	196	Lobelanidine hydrochloride	Prestwick Chemical Inc.	CN1C(CC(O)c2ccccc2)CCCC1CC(O)c3ccccc3	BRD-A59215453-003-03-3	BRD-A59215453	2.660054834	
20585	H-BIOA-002-1	I5	197	DMSO						negative control
20585	H-BIOA-002-1	I6	198	DMSO						negative control
20585	H-BIOA-002-1	I7	199	Trequinsin	Biomol International Inc.	COc1cc2CCn3c(c/c(=N\\c4c(C)cc(C)cc4C)/n(C)c3=O)-c2cc1OC	BRD-K84663978-001-02-3	BRD-K84663978	6.165388064	
20585	H-BIOA-002-1	I8	200	Hydrastine hydrochloride	Prestwick Chemical Inc.	COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5cc34	BRD-K02715688-003-03-5	BRD-K02715688	2.381771937	
20585	H-BIOA-002-1	I9	201	zaprinast	Biomol International Inc.	CCCOc1ccccc1c2nc3[nH]nnc3c(=O)[nH]2	BRD-K16542329-001-05-1	BRD-K16542329	9.215753394	
20585	H-BIOA-002-1	I10	202	Trimethylcolchicinic acid	Prestwick Chemical Inc.	COc1cc2CC[C@H](N)c3cc(=O)c(O)ccc3-c2c(OC)c1OC	BRD-K84300594-001-02-6	BRD-K84300594	2.912278615	
20585	H-BIOA-002-1	I11	203	Ebselen	Biomol International Inc.	O=c1n([se]c2ccccc12)c3ccccc3	BRD-K29359156-001-06-1	BRD-K29359156	9.118208676	
20585	H-BIOA-002-1	I12	204	Palmatine chloride	Prestwick Chemical Inc.	COc1ccc2cc3-c4cc(OC)c(OC)cc4CC[n+]3cc2c1OC	BRD-K58466253-003-04-1	BRD-K58466253	2.571589053	
20585	H-BIOA-002-1	I13	205	ascomycin (FK-520)	Biomol International Inc.	CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)/C(=C/[C@@H]4CC[C@@H](O)[C@@H](C4)OC)/C	BRD-K88998544-001-02-4	BRD-K88998544	3.156535925	
20585	H-BIOA-002-1	I14	206	Rauwolscine hydrochloride	Prestwick Chemical Inc.	COC(=O)[C@@H]1[C@@H](O)CC[C@@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12	BRD-K77474816-003-05-9	BRD-K77474816	2.558174945	
20585	H-BIOA-002-1	I15	207	cycloheximide-N-ethylethanoate	Biomol International Inc.	CCOC(=O)CN1C(=O)CC(C[C@@H](O)C2C[C@@H](C)C[C@H](C)C2=O)CC1=O	BRD-A82329351-001-02-2	BRD-A82329351	6.803893765	
20585	H-BIOA-002-1	I16	208	Ipratropium bromide	Prestwick Chemical Inc.	CC(C)[N+]1(C)[C@@H]2CC[C@@H]1C[C@H](C2)OC(=O)C(CO)c3ccccc3	BRD-A37432947-004-02-5	BRD-A37432947	2.419145856	
20585	H-BIOA-002-1	I17	209	bezafibrate	Biomol International Inc.	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O	BRD-K46018455-001-06-0	BRD-K46018455	6.909524475	
20585	H-BIOA-002-1	I18	210	Mometasone furoate	Prestwick Chemical Inc.	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c5ccco5)C(=O)CCl	BRD-K60640630-001-03-7	BRD-K60640630	1.917804804	
20585	H-BIOA-002-1	I19	211	Parthenolide	Biomol International Inc.	CC1=CCC[C@@]2(C)O[C@@H]2[C@H]3OC(=O)C(=C)[C@@H]3CC1	BRD-K29883696-001-04-2	BRD-K29883696	10.067756	
20585	H-BIOA-002-1	I20	212	Tetracaine hydrochloride	Prestwick Chemical Inc.	CCCCNc1ccc(cc1)C(=O)OCCN(C)C	BRD-K45071273-003-05-8	BRD-K45071273	3.324200646	
20585	H-BIOA-002-1	I21	213	DMSO						negative control
20585	H-BIOA-002-1	I22	214	DMSO						negative control
20585	H-BIOA-002-1	I23	215	Lycorine	Biomol International Inc.	O[C@H]1C=C2CCN3Cc4cc5OCOc5cc4[C@@H]([C@H]32)[C@@H]1O	BRD-K64909280-001-02-7	BRD-K64909280	8.701388129	
20585	H-BIOA-002-1	I24	216	Emetine dihydrochloride	Prestwick Chemical Inc.	CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]4NCCc5cc(OC)c(OC)cc45	BRD-K03067624-300-02-9	BRD-K03067624	1.806486363	
20585	H-BIOA-002-1	J1	217	Nalbuphine hydrochloride	Prestwick Chemical Inc.	O[C@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC6CCC6)c54	BRD-K66404838-003-03-8	BRD-K66404838	2.538687568	
20585	H-BIOA-002-1	J2	218	"5,7-DICHLOROKYNURENIC ACID"	Biomol International Inc.	OC(=O)c1cc(O)c2c(Cl)cc(Cl)cc2n1	BRD-K60287130-001-03-2	BRD-K60287130	5	
20585	H-BIOA-002-1	J3	219	Chlorpheniramine maleate	Prestwick Chemical Inc.	CN(C)CCC(c1ccc(Cl)cc1)c2ccccn2	BRD-A04553218-050-03-0	BRD-A04553218	2.558456772	
20585	H-BIOA-002-1	J4	220	RO 04-6790	Biomol International Inc.	CNc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(NC)n1	BRD-K43290182-001-01-9	BRD-K43290182	5	
20585	H-BIOA-002-1	J5	221	DMSO						negative control
20585	H-BIOA-002-1	J6	222	DMSO						negative control
20585	H-BIOA-002-1	J7	223	Naltrexone hydrochloride dihydrate	Prestwick Chemical Inc.	Oc1ccc2C[C@H]3N(CC4CC4)CC[C@]5([C@H]6Oc1c25)[C@@]3(O)CCC6=O	BRD-K88172511-310-03-8	BRD-K88172511	2.41608677	
20585	H-BIOA-002-1	J8	224	"LY-278,584"	Biomol International Inc.	CN1C2CCC1CC(C2)NC(=O)c3nn(C)c4ccccc34	BRD-A12016240-001-01-7	BRD-A12016240	5	
20585	H-BIOA-002-1	J9	225	Ciprofloxacin hydrochloride	Prestwick Chemical Inc.	OC(=O)c1cn(C2CC2)c3cc(N4CCNCC4)c(F)cc3c1=O	BRD-K04804440-311-02-3	BRD-K04804440	2.591897386	
20585	H-BIOA-002-1	J10	226	OXYMETAZOLINE	Biomol International Inc.	Cc1cc(c(O)c(C)c1CC2=NCCN2)C(C)(C)C	BRD-K16195444-001-01-7	BRD-K16195444	5	
20585	H-BIOA-002-1	J11	227	Metolazone	Prestwick Chemical Inc.	CC1Nc2cc(Cl)c(cc2C(=O)N1c3ccccc3C)S(=O)(=O)N	BRD-A61793559-001-05-7	BRD-A61793559	2.733476178	
20585	H-BIOA-002-1	J12	228	TROPISETRON	Biomol International Inc.	CN1C2CCC1CC(C2)OC(=O)c3c[nH]c4ccccc34	BRD-A83859836-001-01-4	BRD-A83859836	5	
20585	H-BIOA-002-1	J13	229	Naloxone hydrochloride	Prestwick Chemical Inc.	Oc1ccc2C[C@H]3N(CC=C)CC[C@]4([C@H]5Oc1c24)[C@@]3(O)CCC5=O	BRD-K67511046-003-03-7	BRD-K67511046	2.748496517	
20585	H-BIOA-002-1	J14	230	"SDZ 205,557"	Biomol International Inc.	CCN(CC)CCOC(=O)c1cc(Cl)c(N)cc1OC	BRD-K15868788-001-01-4	BRD-K15868788	5	
20585	H-BIOA-002-1	J15	231	Acenocoumarol	Prestwick Chemical Inc.	CC(=O)CC(c1ccc(cc1)[N+](=O)[O-])c2c(O)c3ccccc3oc2=O	BRD-A65051990-001-03-8	BRD-A65051990	2.830251425	
20585	H-BIOA-002-1	J16	232	5-METHOXYTRYPTAMINE	Biomol International Inc.	COc1ccc2[nH]cc(CCN)c2c1	BRD-K30197592-001-01-5	BRD-K30197592	5	
20585	H-BIOA-002-1	J17	233	Dizocilpine maleate	Prestwick Chemical Inc.	C[C@@]1(N[C@@H]2Cc3ccccc31)c4ccccc24	BRD-K58930050-050-03-4	BRD-K58930050	2.964112072	
20585	H-BIOA-002-1	J18	234	METHYSERGIDE	Biomol International Inc.	CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3cn(C)c4cccc(C2=C1)c34	BRD-K35941380-001-01-7	BRD-K35941380	5	
20585	H-BIOA-002-1	J19	235	Nomifensine maleate	Prestwick Chemical Inc.	CN1CC(c2ccccc2)c3cccc(N)c3C1	BRD-A29644307-050-05-5	BRD-A29644307	2.821672977	
20585	H-BIOA-002-1	J20	236	FLUOXETINE	Biomol International Inc.	CNCCC(Oc1ccc(cc1)C(F)(F)F)c2ccccc2	BRD-A31159102-001-01-9	BRD-A31159102	5	
20585	H-BIOA-002-1	J21	237	DMSO						negative control
20585	H-BIOA-002-1	J22	238	DMSO						negative control
20585	H-BIOA-002-1	J23	239	Danazol	Prestwick Chemical Inc.	C[C@@]12CC[C@H]3[C@@H](CCC4=Cc5oncc5C[C@]34C)[C@@H]2CC[C@@]1(O)C#C	BRD-K48970916-001-03-0	BRD-K48970916	2.963355619	
20585	H-BIOA-002-1	J24	240	RS 39604	Biomol International Inc.	COc1cc(COc2cc(N)c(Cl)cc2C(=O)CCC3CCN(CCNS(=O)(=O)C)CC3)cc(OC)c1	BRD-K20742498-001-01-5	BRD-K20742498	5	
20585	H-BIOA-002-1	K1	241	BENZAMIL	Biomol International Inc.	N/C(=N\\C(=O)c1nc(Cl)c(N)nc1N)/NCc2ccccc2	BRD-K97688263-001-02-9	BRD-K97688263	7.818619047	
20585	H-BIOA-002-1	K2	242	Aconitine	Prestwick Chemical Inc.	CCN1C[C@@]2(COC)C3[C@@H](OC)[C@H]4[C@@H]1[C@@]3(C5C[C@@]6(O)[C@H](OC(=O)c7ccccc7)C5[C@]4(OC(=O)C)[C@@H](O)[C@H]6OC)[C@H](C[C@H]2O)OC	BRD-A55025683-001-03-6	BRD-A55025683	1.548617899	
20585	H-BIOA-002-1	K3	243	BAY K-8644	Biomol International Inc.	COC(=O)C1=C(C)NC(=C(C1c2ccccc2C(F)(F)F)[N+](=O)[O-])C	BRD-A05457250-001-03-5	BRD-A05457250	7.016627816	
20585	H-BIOA-002-1	K4	244	Noscapine	Prestwick Chemical Inc.	COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34	BRD-K89237706-001-03-8	BRD-K89237706	2.418844619	
20585	H-BIOA-002-1	K5	245	ACONITINE	Biomol International Inc.	CCN1C[C@@]2(COC)[C@H]3[C@@H](OC)C4[C@@H]1[C@@]3([C@@H]5C[C@@]6(O)[C@H](OC(=O)c7ccccc7)[C@@H]5[C@]4(OC(=O)C)[C@@H](O)[C@@H]6OC)[C@H](C[C@H]2O)OC	BRD-A00587958-001-02-1	BRD-A00587958	3.871544747	
20585	H-BIOA-002-1	K6	246	Dihydroergocristine mesylate	Prestwick Chemical Inc.	CC(C)[C@@]1(NC(=O)[C@@H]2C[C@H]3[C@@H](Cc4c[nH]c5cccc3c45)N(C)C2)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C1=O	BRD-K97440753-066-03-3	BRD-K97440753	1.412756228	
20585	H-BIOA-002-1	K7	247	DMSO						negative control
20585	H-BIOA-002-1	K8	248	DMSO						negative control
20585	H-BIOA-002-1	K9	249	WY-14643	Biomol International Inc.	Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C	BRD-K01902415-001-02-6	BRD-K01902415	0.5	
20585	H-BIOA-002-1	K10	250	Tubocurarine chloride pentahydrate (+)	Prestwick Chemical Inc.	COc1cc2CC[N+](C)(C)[C@@H]3Cc4ccc(O)c(Oc5cc6[C@H](Cc7cccc(Oc(c1O)c32)c7)N(C)CCc6cc5OC)c4	BRD-K02607075-333-03-6	BRD-K02607075	1.294113883	
20585	H-BIOA-002-1	K11	251	"WIN 55,212-2"	Biomol International Inc.	Cc1c(C(=O)c2cccc3ccccc23)c4cccc5OC[C@@H](CN6CCOCC6)n1c54	BRD-K88282786-001-02-0	BRD-K88282786	0.5	
20585	H-BIOA-002-1	K12	252	Gliclazide	Prestwick Chemical Inc.	Cc1ccc(cc1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2	BRD-A61154809-001-04-3	BRD-A61154809	3.092045176	
20585	H-BIOA-002-1	K13	253	TTNPB	Biomol International Inc.	C/C(=C\\c1ccc(cc1)C(=O)O)/c2ccc3c(c2)C(C)(C)CCC3(C)C	BRD-K49685476-001-02-7	BRD-K49685476	0.5	
20585	H-BIOA-002-1	K14	254	Mycophenolic acid	Prestwick Chemical Inc.	COc1c(C)c2COC(=O)c2c(O)c1C/C=C(\\C)/CCC(=O)O	BRD-K63750851-001-06-6	BRD-K63750851	3.121711472	
